model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,n_neighbors,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2
knn,1,200,8192,0,1.0,True,29,-2,0.245,0.5061909233597491,0.280029296875,0.5377354673873855,200.0,29.000000000000004,8.653617740575326,189,14.966629547095765,12,189,10.628795780098681,2.156316303328433,29.0,2.0506096654409873
knn,1,200,8192,0,1.0,True,31,-2,0.24,0.5134507627261029,0.2799072265625,0.5410389311852558,200.0,31.000000000000004,9.579274502800306,192,14.696938456699069,12,192,15.294405647240042,2.306078923194087,31.0,2.1920310216782974
knn,1,200,8192,0,1.0,True,33,-2,0.24,0.5196163467810235,0.279296875,0.5449777760778423,200.0,32.99999999999999,10.569858087978286,190,14.832396974191326,12,190,20.54388145273207,2.4589428622885894,33.0,2.333452377915607
knn,1,200,8192,0,1.0,True,35,-2,0.25,0.5246732316404183,0.2755126953125,0.5494677415191225,200.0,35.0,11.576752567106203,191,14.7648230602334,11,191,25.86717676232826,2.610210719463086,35.0,2.4748737341529163
knn,1,200,8192,0,1.0,True,37,-2,0.235,0.5318589654168006,0.2763671875,0.5545267693202411,200.0,37.0,12.612119171653905,187,15.033296378372908,11,187,31.480109570265565,2.7606249292506218,37.0,2.616295090390226
knn,1,200,8192,0,1.0,True,39,-2,0.22999999999999998,0.5374011537017761,0.27783203125,0.5600894439247486,200.0,39.0,13.696034097504283,188,14.966629547095765,10,188,37.37561871097365,2.9122929110925635,39.0,2.7577164466275352
knn,1,200,8192,0,1.0,True,41,-2,0.235,0.5439548263078954,0.2779541015625,0.5655641604478913,200.0,41.00000000000001,14.769832429652007,189,14.89966442575134,10,189,43.24337314866975,3.061184411302266,41.00000000000001,2.8991378028648445
knn,1,200,8192,0,1.0,True,43,-2,0.22499999999999998,0.5505566287005956,0.2779541015625,0.5705536894095555,200.0,43.0,15.882693411383347,186,15.165750888103101,10,186,49.609149571012914,3.2112692194831625,43.0,3.040559159102154
knn,1,200,8192,0,1.0,True,45,-2,0.235,0.5581429526165816,0.2779541015625,0.5758401105492856,200.0,45.000000000000014,17.038022185688106,188,15.033296378372908,10,188,55.9759720396459,3.364491046205949,45.000000000000014,3.1819805153394642
knn,1,200,8192,0,1.0,True,47,-2,0.24,0.562526011671596,0.2784423828125,0.5809631216417419,200.0,47.0,18.235930192891175,186,15.0996688705415,10,186,62.66492359907236,3.5149324317830066,46.999999999999986,3.3234018715767726
knn,1,200,8192,0,1.0,True,49,-2,0.26,0.5705918801656346,0.2779541015625,0.5861470737642852,200.0,49.0,19.469283499913395,191,14.7648230602334,10,191,69.33085235441705,3.6711306160364274,49.000000000000014,3.4648232278140827
knn,1,200,8192,0,1.0,True,51,-2,0.265,0.5751135153650586,0.2777099609375,0.5910361454305411,200.0,51.0,20.71578142383241,192,14.696938456699069,11,192,76.40993538977442,3.822577664351635,50.999999999999986,3.6062445840513924
knn,1,200,8192,0,1.0,True,53,-2,0.26,0.5791604787039251,0.2796630859375,0.5955985746199005,200.0,53.00000000000001,21.98728268795396,189,14.89966442575134,11,189,83.76150286793582,3.9754622372750568,53.000000000000014,3.7476659402887016
knn,1,200,8192,0,1.0,True,55,-2,0.245,0.582398857959102,0.280517578125,0.6004851980450089,200.0,55.00000000000001,23.31913163048744,192,14.696938456699069,11,192,91.0643267759248,4.132819860579457,54.999999999999986,3.889087296526012
knn,1,200,8192,0,1.0,True,57,-2,0.24,0.5881391665974424,0.2794189453125,0.6053771961687512,200.0,57.0,24.661967683053998,190,14.89966442575134,11,190,98.58394216150997,4.28475786947174,57.00000000000001,4.030508652763321
knn,1,200,8192,0,1.0,True,59,-2,0.235,0.5925315129129306,0.28125,0.6105139537048775,200.0,59.000000000000014,26.05703743713011,187,15.362291495737216,11,187,106.51988197481165,4.44113724174338,58.99999999999999,4.17193000900063
knn,1,200,8192,0,1.0,True,61,-2,0.24,0.5975631896748611,0.2801513671875,0.6156025405195048,200.0,60.99999999999999,27.484509273407085,190,14.89966442575134,12,190,114.4424908820379,4.596895691659753,61.000000000000014,4.31335136523794
knn,1,200,8192,0,1.0,True,63,-2,0.24,0.603958982470605,0.2796630859375,0.620420106525878,200.0,63.000000000000014,28.937762525807003,192,14.832396974191326,12,192,122.53955072401585,4.75483963977756,63.0,4.4547727214752495
knn,1,200,8192,0,1.0,True,65,-2,0.245,0.608220617479075,0.279296875,0.6248854330346051,200.0,64.99999999999999,30.417886185598096,189,14.966629547095765,12,189,130.83830863737452,4.911242205389589,65.00000000000001,4.596194077712559
knn,1,200,8192,0,1.0,True,67,-2,0.25,0.6158161295855977,0.28173828125,0.6296072265991489,200.0,67.00000000000003,31.92624938823852,192,14.696938456699069,12,192,139.1972125163085,5.066448460213525,67.0,4.737615433949869
knn,1,200,8192,0,1.0,True,69,-2,0.255,0.6203068618148077,0.281494140625,0.634127849105654,200.0,69.0,33.446759185308224,189,14.89966442575134,13,189,147.7541943573437,5.218333067177679,68.99999999999997,4.879036790187177
knn,1,200,8192,0,1.0,True,71,-2,0.22999999999999998,0.6248433725583661,0.2840576171875,0.6389384351624428,200.0,71.0,35.0035591047539,191,14.7648230602334,12,191,156.21589544862366,5.374462763849053,71.0,5.020458146424488
knn,1,200,8192,0,1.0,True,73,-2,0.245,0.6289375794855142,0.2867431640625,0.6433955634534207,200.0,73.00000000000001,36.6091095220848,190,14.89966442575134,12,190,165.12640590018827,5.531735713137423,73.00000000000001,5.161879502661796
knn,1,200,8192,0,1.0,True,75,-2,0.25,0.6353590131221526,0.2891845703125,0.6476656173930535,200.0,75.0,38.26825773405422,193,14.696938456699069,12,193,174.11801638247195,5.691972417361138,75.0,5.303300858899107
knn,1,200,8192,0,1.0,True,77,-2,0.255,0.6407122093946159,0.290283203125,0.6516802204478673,200.0,77.0,39.93360301800978,188,14.966629547095765,12,188,183.37343898834726,5.84858529902745,76.99999999999999,5.444722215136417
knn,1,200,8192,0,1.0,True,79,-2,0.26,0.6460628793170252,0.291015625,0.655821522806445,200.0,79.00000000000001,41.64279289384899,188,15.033296378372908,12,188,192.55124696856552,6.007020892255994,79.0,5.586143571373727
knn,1,200,8192,0,1.0,True,81,-2,0.25,0.6512366157594621,0.290771484375,0.6600758767798287,200.0,81.0,43.37996772705115,188,14.966629547095765,12,188,201.91455520027318,6.163878649032604,81.00000000000003,5.727564927611036
knn,1,200,8192,0,1.0,True,83,-2,0.25,0.6566721770344468,0.292724609375,0.6641626402345795,200.0,83.00000000000003,45.135040157288,190,14.832396974191326,12,190,211.32005522542198,6.317709236740798,83.0,5.868986283848345
knn,1,200,8192,0,1.0,True,85,-2,0.245,0.6606873007274777,0.29638671875,0.6683129891729784,200.0,85.0,46.98096635872873,187,15.0996688705415,12,187,220.99267363547102,6.478456606322219,84.99999999999997,6.010407640085654
knn,1,200,8192,0,1.0,True,87,-2,0.245,0.6635425013341348,0.2987060546875,0.6719054232644667,200.0,87.00000000000001,48.8142468957578,189,14.89966442575134,12,189,230.7703222087703,6.632412833954171,86.99999999999997,6.151828996322964
knn,1,200,8192,0,1.0,True,89,-2,0.25,0.6661899281178877,0.3074951171875,0.6754256259429559,200.0,89.0,50.739090945739264,187,15.033296378372908,12,187,240.8403733986227,6.791137607205438,89.00000000000001,6.293250352560272
knn,1,200,8192,0,1.0,True,91,-2,0.265,0.6705858814988906,0.3055419921875,0.6786601965156484,200.0,91.0,52.67007926707534,188,14.966629547095765,12,188,251.0959623082959,6.945448149687679,91.0,6.434671708797582
knn,1,200,8192,0,1.0,True,93,-2,0.26,0.6744125966800728,0.309326171875,0.6817797773367142,200.0,93.00000000000001,54.6583140976741,187,15.033296378372908,12,187,261.7151621860355,7.1001056330170185,92.99999999999999,6.576093065034893
knn,1,200,8192,0,1.0,True,95,-2,0.25,0.6775571609622255,0.3162841796875,0.6850533069460049,200.0,94.99999999999997,56.63987861922022,189,14.966629547095765,12,189,272.15610754603466,7.250755133087864,94.99999999999999,6.7175144212722016
knn,1,200,8192,0,1.0,True,97,-2,0.27,0.6826860830734038,0.3203125,0.6880832823138656,200.0,97.00000000000001,58.666732907159584,188,14.966629547095765,12,188,282.47260026765787,7.402421900972681,97.0,6.85893577750951
knn,1,200,8192,0,1.0,True,99,-2,0.28500000000000003,0.686393552242699,0.3306884765625,0.6910466351590654,200.0,99.00000000000001,60.72397508398145,189,14.89966442575134,12,189,292.9371812261356,7.552122218290697,99.0,7.000357133746821
knn,1,200,8192,0,1.0,True,101,-2,0.26,0.689044053508713,0.34912109375,0.6939592879526586,200.0,101.0,62.83727715297663,185,15.427248620541512,12,185,303.933500560119,7.701532315065619,101.0,7.141778489984129
knn,1,200,8192,0,1.0,True,103,-2,0.29500000000000004,0.6920035295495532,0.3851318359375,0.6965359129254367,200.0,103.00000000000001,65.02819965215092,186,15.0996688705415,12,186,315.08382659936944,7.8545878313250785,102.99999999999997,7.283199846221439
knn,1,200,8192,0,1.0,True,105,-2,0.355,0.6953890116697419,0.4189453125,0.6988351707509319,200.0,105.0,67.20792587187914,189,14.89966442575134,12,189,326.4322598019206,8.002693296634577,105.00000000000003,7.424621202458748
knn,1,200,8192,0,1.0,True,107,-2,0.42000000000000004,0.699573120153345,0.439208984375,0.7011581860168018,200.0,107.00000000000001,69.44589476707746,192,14.696938456699069,12,192,338.03383240286735,8.151055146421228,107.00000000000001,7.566042558696059
knn,1,200,8192,0,1.0,True,109,-2,0.43500000000000005,0.7023711119180505,0.4525146484375,0.7032629143620337,200.0,108.99999999999999,71.64301396507544,191,14.7648230602334,12,191,349.4155646638859,8.29380190262584,109.0,7.707463914933369
knn,1,200,8192,0,1.0,True,111,-2,0.45499999999999996,0.7043038353872495,0.478271484375,0.7051284946893512,200.0,111.00000000000003,73.9177539566781,184,15.362291495737216,12,184,361.2772324075111,8.438764720028637,110.99999999999999,7.848885271170679
knn,1,200,8192,0,1.0,True,113,-2,0.495,0.7066687504371398,0.493896484375,0.7072855255981012,200.0,112.99999999999996,76.13449054140966,192,14.696938456699069,12,192,372.52161510091054,8.576890462166345,112.99999999999996,7.990306627407986
knn,1,200,8192,0,1.0,True,115,-2,0.515,0.7087669449336812,0.515380859375,0.7092639492499075,200.0,115.0,78.48138377984932,190,14.89966442575134,12,190,384.75623422801567,8.72095178291911,115.00000000000003,8.131727983645296
knn,1,200,8192,0,1.0,True,117,-2,0.55,0.7110351521931395,0.541015625,0.7109711154962922,200.0,116.99999999999997,80.79407960983279,189,14.89966442575134,12,189,396.65401205852316,8.859949209786702,117.0,8.273149339882606
knn,1,200,8192,0,1.0,True,119,-2,0.525,0.7112662328405861,0.5576171875,0.712506292576172,200.0,119.00000000000001,83.18044812334207,189,14.89966442575134,13,189,408.9875820695993,9.000891622500518,118.99999999999997,8.414570696119915
knn,1,200,8192,0,1.0,True,121,-2,0.5349999999999999,0.7120740602279406,0.5828857421875,0.7139693191544648,200.0,121.00000000000001,85.58730600971153,190,14.89966442575134,13,190,421.29408607361074,9.140806857165291,121.00000000000003,8.555992052357224
knn,1,200,8192,0,1.0,True,123,-2,0.605,0.7148677092727412,0.611572265625,0.7153623112435121,200.0,122.99999999999994,88.01931066533066,183,15.427248620541512,12,183,433.6455474129908,9.279517767642886,123.00000000000003,8.697413408594533
knn,1,200,8192,0,1.0,True,125,-2,0.62,0.7159314738157556,0.6302490234375,0.7166237203059937,200.0,125.0,90.48735629909848,184,15.297058540778355,12,184,446.0434678135357,9.418150030658888,125.0,8.838834764831844
knn,1,200,8192,0,1.0,True,127,-2,0.6699999999999999,0.7165719900685721,0.6405029296875,0.7176822816894989,200.0,127.0,92.99347127621378,182,15.620499351813308,11,182,459.0442658634613,9.556081833052708,126.99999999999997,8.980256121069154
knn,1,200,8192,0,1.0,True,129,-2,0.64,0.7175215322272797,0.647216796875,0.7183640907253322,200.0,129.0,95.54551402342238,184,15.297058540778355,12,184,472.1790436467323,9.69420703306877,128.99999999999997,9.121677477306465
knn,1,200,8192,0,1.0,True,131,-2,0.635,0.7180642374140948,0.6446533203125,0.7190408949195981,200.0,130.99999999999994,98.09803591305992,179,15.684387141358123,11,179,485.4377408325399,9.830221258954449,131.00000000000003,9.263098833543774
knn,1,200,8192,0,1.0,True,133,-2,0.665,0.7198134368785464,0.6490478515625,0.7195792264484232,200.0,133.0,100.67098762801524,185,15.297058540778355,11,185,498.59930334703466,9.965342442686051,133.0,9.404520189781081
knn,1,200,8192,0,1.0,True,135,-2,0.655,0.7198347032479054,0.6510009765625,0.7199698944532494,200.0,135.0,103.24035039653826,185,15.231546211727817,11,185,511.9933633060022,10.098071598082477,135.0,9.545941546018392
knn,1,200,8192,0,1.0,True,137,-2,0.6799999999999999,0.7208360077409725,0.6541748046875,0.7204008201305735,200.0,136.99999999999997,105.83289587836096,184,15.491933384829668,10,184,525.4734409145096,10.22997311824425,137.00000000000006,9.687362902255702
knn,1,200,8192,0,1.0,True,139,-2,0.6950000000000001,0.7203332389641375,0.6556396484375,0.7204951915345814,200.0,139.00000000000003,108.51323352476413,177,16.186414056238647,11,177,539.3942755872278,10.364374076614563,139.00000000000003,9.828784258493009
knn,1,200,8192,0,1.0,True,141,-2,0.685,0.7205468249708025,0.654296875,0.7204913863573617,200.0,141.00000000000003,111.15242957308669,180,15.556349186104045,11,180,553.0338816914676,10.494846354282657,141.0,9.970205614730318
knn,1,200,8192,0,1.0,True,143,-2,0.6950000000000001,0.7209027806236837,0.65380859375,0.7206410054747536,200.0,143.00000000000003,113.92098533632864,180,15.620499351813308,11,180,567.3946798392025,10.629868296455982,143.0,10.111626970967627
knn,1,200,8192,0,1.0,True,145,-2,0.675,0.7205174270366373,0.6541748046875,0.7207900688956279,200.0,145.0,116.71753188788733,176,15.937377450509228,10,176,582.1289214300267,10.764137215773497,144.99999999999994,10.253048327204938
knn,1,200,8192,0,1.0,True,147,-2,0.665,0.7202868667678477,0.654541015625,0.7207013750478481,200.0,146.99999999999997,119.50825829205273,173,16.30950643030009,11,173,596.8721381286462,10.896247060341464,147.0,10.394469683442246
knn,1,200,8192,0,1.0,True,149,-2,0.6699999999999999,0.7207268916698052,0.656494140625,0.7208131852432748,200.0,149.0,122.26541825062394,172,16.24807680927192,11,172,611.4818527224938,11.02497619045048,149.0,10.535891039679557
knn,1,200,8192,0,1.0,True,151,-2,0.69,0.7209211189646954,0.6640625,0.7209586181602001,200.0,151.00000000000003,125.10353771976237,173,16.06237840420901,11,173,626.4301231924699,11.155875133757997,151.0,10.677312395916868
knn,1,200,8192,0,1.0,True,153,-2,0.6799999999999999,0.720601890997428,0.6737060546875,0.7210686558520945,200.0,153.0,127.93370881046168,170,16.24807680927192,11,170,641.6644412440711,11.284606772059007,153.0,10.818733752154177
knn,1,200,8192,0,1.0,True,155,-2,0.6950000000000001,0.72106643764094,0.679443359375,0.7211836502128466,200.0,155.00000000000003,130.73309450938578,168,16.61324772583615,11,168,656.6778058871158,11.410333036331586,155.00000000000006,10.960155108391486
knn,1,200,8192,0,1.0,True,157,-2,0.7150000000000001,0.7216092259981443,0.68603515625,0.7215827042158831,200.0,157.00000000000006,133.59685325635476,171,16.06237840420901,11,171,671.8005035457443,11.537482394352764,157.0,11.101576464628796
knn,1,200,8192,0,1.0,True,159,-2,0.74,0.7224941362991604,0.6981201171875,0.7217621702951977,200.0,159.0,136.41837669463746,173,16.186414056238647,8,173,686.9175467135544,11.661157746982072,159.0,11.242997820866108
knn,1,200,8192,0,1.0,True,161,-2,0.765,0.7230935431959824,0.6993408203125,0.7218010008606128,200.0,161.00000000000003,139.33608506054705,165,17.26267650163207,8,165,702.9154481604073,11.787493372214467,160.99999999999997,11.384419177103418
knn,1,200,8192,0,1.0,True,163,-2,0.77,0.7232010520957627,0.7158203125,0.7220655261801352,200.0,163.00000000000009,142.2038431266891,166,17.029386365926403,8,166,718.5021660982809,11.91028127291711,162.99999999999994,11.525840533340725
knn,1,200,8192,0,1.0,True,165,-2,0.77,0.7237773592399758,0.71484375,0.7224167562236905,200.0,165.00000000000017,145.1363746619021,160,17.435595774162696,9,160,734.7921723537056,12.034381994934346,164.99999999999997,11.667261889578032
knn,1,200,8192,0,1.0,True,167,-2,0.74,0.7239587871094365,0.713623046875,0.7227668097059663,200.0,167.0000000000001,148.07625619929755,151,17.944358444926362,9,151,750.906814439115,12.157477123153472,167.0,11.808683245815342
knn,1,200,8192,0,1.0,True,169,-2,0.735,0.724512486569601,0.714111328125,0.7233322863877065,200.0,169.0,151.01013459367547,156,17.549928774784245,9,156,766.6353512392219,12.279049230294664,169.0,11.950104602052651
knn,1,200,8192,0,1.0,True,171,-2,0.74,0.7245983699843199,0.7098388671875,0.7236119563476215,200.0,171.00000000000017,153.95911583923834,157,18.275666882497067,9,157,783.1838611222971,12.399756045987356,171.00000000000006,12.091525958289962
knn,1,200,8192,0,1.0,True,173,-2,0.735,0.724682267655346,0.7137451171875,0.7236107425502977,200.0,173.00000000000037,156.94880311744978,150,18.547236990991408,9,150,800.0588336479323,12.520858596757654,173.0,12.232947314527271
knn,1,200,8192,0,1.0,True,175,-2,0.74,0.7241581561385888,0.7099609375,0.7232169386133855,200.0,175.0000000000002,160.03960947215538,145,19.44222209522358,9,145,817.4559940781601,12.644738036036966,175.0,12.374368670764582
knn,1,200,8192,0,1.0,True,177,-2,0.73,0.7223275542731054,0.7069091796875,0.7219259522027082,200.0,177.00000000000026,163.11205504192503,133,20.248456731316587,9,133,834.902574503543,12.766573541870974,177.0,12.51579002700189
knn,1,200,8192,0,1.0,True,179,-2,0.735,0.7207748787446786,0.7069091796875,0.7203156543686287,200.0,179.00000000000023,166.19486183393278,133,22.80350850198276,8,133,852.3437702671131,12.887598690213784,178.99999999999994,12.657211383239199
knn,1,200,8192,0,1.0,True,181,-2,0.725,0.7192174498146044,0.6982421875,0.7186636873551278,200.0,181.0000000000002,169.3108902285969,131,20.248456731316587,8,131,870.3101867564833,13.008664420300802,181.0,12.79863273947651
knn,1,200,8192,0,1.0,True,183,-2,0.6799999999999999,0.7173463056135659,0.6773681640625,0.7172629132602946,200.0,183.00000000000043,172.39591860018027,125,22.22611077089287,8,125,888.2445304661474,13.12735883565312,182.99999999999994,12.94005409571382
knn,1,200,8192,0,1.0,True,185,-2,0.6699999999999999,0.7158596164779918,0.6568603515625,0.715941883335347,200.0,185.0000000000004,175.53214235575206,109,23.706539182259394,8,109,906.7475081409597,13.246841132889003,185.00000000000003,13.08147545195113
knn,1,200,8192,0,1.0,True,187,-2,0.675,0.7147072337543815,0.6632080078125,0.7148826736940862,200.0,187.00000000000043,178.64265965888438,97,25.69046515733026,8,97,924.9701951851184,13.364230243452107,187.00000000000006,13.222896808188441
knn,1,200,8192,0,1.0,True,189,-2,0.635,0.7127561528245988,0.635009765625,0.7131261182711459,200.0,189.0000000000003,181.83046224436643,98,26.153393661244042,8,98,943.832083274162,13.48337865670174,189.00000000000003,13.364318164425747
knn,1,200,8192,0,1.0,True,191,-2,0.595,0.7112901877977559,0.6005859375,0.7115328869869588,200.0,191.00000000000063,185.02795018591107,72,32.64965543462902,6,72,963.4895145365673,13.601759077413481,191.0,13.505739520663058
knn,1,200,8192,0,1.0,True,193,-2,0.5700000000000001,0.7099645184369388,0.571044921875,0.7103250988156629,200.0,193.00000000000057,188.2756906772619,56,39.01281840626232,6,56,983.5359179066488,13.720889184014277,193.0,13.647160876900365
knn,1,200,8192,0,1.0,True,195,-2,0.5900000000000001,0.7092099705869999,0.5953369140625,0.7095519796661613,200.0,195.00000000000054,191.4880842245805,37,43.86342439892262,6,37,1003.5062607354074,13.837676828138457,194.99999999999994,13.788582233137676
knn,1,200,8192,0,1.0,True,197,-2,0.51,0.7085425309960636,0.5609130859375,0.708968068171052,200.0,197.0000000000007,194.74184308976837,26,58.27520913733386,8,26,1023.9209115839282,13.954904155887277,196.99999999999997,13.930003589374985
knn,1,200,8192,0,1.0,True,199,-2,0.63,0.7080306392926202,0.6304931640625,0.7080341440127494,194.0,199.00000000000279,198.20110468915135,7,89.59910713840847,7,7,1046.9595021684265,14.078377037144586,198.99999999999994,14.071424945612295
knn,2,200,8192,0,1.0,True,1,-2,0.0,0.0,0.3546142578125,0.5015002928093069,200.0,0.9999999999999998,0.07071067811865477,200,14.142135623730951,0,0,-5.298317366548037,0.07071067811865477,0.9999999999999998,0.07071067811865477
knn,2,200,8192,0,1.0,True,3,-2,0.16500000000000004,0.3111269837220809,0.3311767578125,0.5108225013503404,200.0,3.0000000000000004,0.3470590727815655,133,19.183326093250876,0,133,-10.145107091334877,0.22594247055390007,3.000000000000001,0.21213203435596426
knn,2,200,8192,0,1.0,True,5,-2,0.20499999999999996,0.38466608896548193,0.3199462890625,0.5112713484282421,200.0,5.000000000000001,0.6873499836327924,147,18.867962264113206,0,147,-13.0698342763587,0.37128156431473947,5.0,0.35355339059327384
knn,2,200,8192,0,1.0,True,7,-2,0.20499999999999996,0.4151726958109586,0.3125,0.5151630005652131,200.0,6.999999999999998,1.0814111151638859,169,17.4928556845359,0,169,-14.839678603149187,0.5172523562053633,7.000000000000003,0.49497474683058335
knn,2,200,8192,0,1.0,True,9,-2,0.235,0.43290648492643075,0.3157958984375,0.520758517861154,200.0,9.0,1.5165256344684714,180,15.620499351813308,7,180,-15.810461732470511,0.6638147331899165,9.0,0.6363961030678926
knn,2,200,8192,0,1.0,True,11,-2,0.22499999999999998,0.44612009649405815,0.315673828125,0.5247273443930268,200.0,11.000000000000002,2.030701849115227,175,16.186414056238647,15,175,-15.438702259111908,0.8111411714368838,11.000000000000004,0.7778174593052023
knn,2,200,8192,0,1.0,True,13,-2,0.21999999999999997,0.4645147624102397,0.3017578125,0.5284045584847115,200.0,13.000000000000004,2.575723199414099,177,15.937377450509228,15,177,-14.671413722789504,0.9575750623319302,12.999999999999996,0.9192388155425117
knn,2,200,8192,0,1.0,True,15,-2,0.235,0.4817754202484344,0.2974853515625,0.5340014248091572,200.0,15.000000000000005,3.1690377088321315,180,15.620499351813308,15,180,-13.290298643049072,1.105486318323298,14.999999999999996,1.0606601717798212
knn,2,200,8192,0,1.0,True,17,-2,0.25,0.5024617598078526,0.29736328125,0.5381392126524975,200.0,17.0,3.8237677753754866,184,15.362291495737216,15,184,-11.181642819239563,1.2564234954823155,16.999999999999996,1.2020815280171306
knn,2,200,8192,0,1.0,True,19,-2,0.24,0.5065117522078374,0.2940673828125,0.5430686203680092,200.0,19.000000000000004,4.520575184641884,190,14.89966442575134,15,190,-8.5642789693925,1.4083323471396942,19.0,1.3435028842544405
knn,2,200,8192,0,1.0,True,21,-2,0.24,0.5121473400879708,0.292724609375,0.5483250722182373,200.0,21.000000000000004,5.274153960589319,184,15.491933384829668,15,184,-5.354982137610861,1.559551217498162,21.0,1.4849242404917495
knn,2,200,8192,0,1.0,True,23,-2,0.24,0.5235664558089959,0.2935791015625,0.5537181710862558,200.0,22.999999999999996,6.058675597851396,185,15.231546211727817,15,185,-1.9224649430825986,1.7129360758650627,23.0,1.6263455967290592
knn,2,200,8192,0,1.0,True,25,-2,0.255,0.5314614567398092,0.293212890625,0.5600713838056378,200.0,25.000000000000004,6.8979562190550325,184,15.297058540778355,15,184,2.006679684634194,1.8668422536465152,25.0,1.7677669529663689
knn,2,200,8192,0,1.0,True,27,-2,0.255,0.5426389817105653,0.294189453125,0.5650485991805914,200.0,27.000000000000004,7.762190412505997,182,15.556349186104045,13,182,6.158444957690016,2.018960128382926,27.0,1.909188309203678
knn,2,200,8192,0,1.0,True,29,-2,0.24,0.5491049900800362,0.2945556640625,0.5698572025645358,200.0,28.999999999999996,8.669178161740591,189,14.89966442575134,12,189,10.472356901370864,2.17532756154102,29.0,2.0506096654409873
knn,2,200,8192,0,1.0,True,31,-2,0.255,0.5545085758272572,0.298583984375,0.5741567174418429,200.0,30.999999999999996,9.615146904753974,189,14.966629547095765,12,189,15.280065463249912,2.3298819712594887,31.0,2.1920310216782974
knn,2,200,8192,0,1.0,True,33,-2,0.27,0.5611856545235053,0.3001708984375,0.579033655764783,200.0,33.0,10.591173211689062,187,15.0996688705415,12,187,20.329552398113222,2.4835760507783933,33.0,2.333452377915607
knn,2,200,8192,0,1.0,True,35,-2,0.29000000000000004,0.5675036995294319,0.3028564453125,0.5832792439258871,200.0,35.00000000000001,11.614361799083067,186,15.165750888103101,11,186,25.752350751074072,2.639185480408681,35.0,2.4748737341529163
knn,2,200,8192,0,1.0,True,37,-2,0.29000000000000004,0.5737120424654095,0.3004150390625,0.5872804750049536,200.0,37.0,12.663291436273589,192,14.7648230602334,11,192,31.29637352131818,2.793179192246713,37.0,2.616295090390226
knn,2,200,8192,0,1.0,True,39,-2,0.28500000000000003,0.5769266096757935,0.2999267578125,0.5908978824079365,200.0,39.0,13.752714277552633,187,15.165750888103101,11,187,37.27177219252509,2.947770343836168,39.0,2.7577164466275352
knn,2,200,8192,0,1.0,True,41,-2,0.265,0.5822420715331182,0.297607421875,0.5945960610307398,200.0,40.999999999999986,14.881582577132038,187,15.0996688705415,11,187,43.23894624017795,3.104287357832712,41.00000000000001,2.8991378028648445
knn,2,200,8192,0,1.0,True,43,-2,0.275,0.5868986283848345,0.29541015625,0.5985122855679353,200.0,42.99999999999999,16.06445299411094,192,14.7648230602334,11,192,49.778054774973164,3.2609124489933796,43.0,3.040559159102154
knn,2,200,8192,0,1.0,True,45,-2,0.28,0.5920840781135357,0.2967529296875,0.6022069991511474,200.0,45.00000000000001,17.23911685673022,187,15.0996688705415,11,187,56.071670705670506,3.4131876596518977,45.000000000000014,3.1819805153394642
knn,2,200,8192,0,1.0,True,47,-2,0.29000000000000004,0.5983326954848722,0.294677734375,0.6060170162273961,200.0,47.0,18.445148413607303,190,14.832396974191326,10,190,62.54424056558065,3.5673379430606236,46.999999999999986,3.3234018715767726
knn,2,200,8192,0,1.0,True,49,-2,0.29000000000000004,0.6042155291485867,0.2919921875,0.6098330934246665,200.0,49.0,19.69913576784525,190,14.832396974191326,10,190,69.3545216822729,3.723714543302158,49.000000000000014,3.4648232278140827
knn,2,200,8192,0,1.0,True,51,-2,0.29000000000000004,0.6085277769858347,0.2939453125,0.6139490102142217,200.0,51.0,20.98814427242199,189,14.966629547095765,11,189,76.47913907230179,3.8792525053159403,50.999999999999986,3.6062445840513924
knn,2,200,8192,0,1.0,True,53,-2,0.29000000000000004,0.6113138247918417,0.2940673828125,0.6179855555082736,200.0,53.00000000000001,22.330527311283987,194,14.560219778561036,12,194,83.71092458709226,4.035238530743877,53.000000000000014,3.7476659402887016
knn,2,200,8192,0,1.0,True,55,-2,0.29000000000000004,0.6154400293709097,0.29248046875,0.6217975872684492,200.0,55.0,23.70274562155195,195,14.491376746189438,12,195,91.346905631313,4.191425771739254,54.999999999999986,3.889087296526012
knn,2,200,8192,0,1.0,True,57,-2,0.30500000000000005,0.6211374830528147,0.29296875,0.6257782347432809,200.0,57.0,25.11197025324775,185,15.231546211727817,13,185,99.3843292811213,4.347890293004182,57.00000000000001,4.030508652763321
knn,2,200,8192,0,1.0,True,59,-2,0.30000000000000004,0.6244112423698156,0.2918701171875,0.629433413976793,200.0,59.00000000000001,26.544488128423197,188,14.966629547095765,13,188,107.29650405764721,4.504148088151632,58.99999999999999,4.17193000900063
knn,2,200,8192,0,1.0,True,61,-2,0.29500000000000004,0.626427056644607,0.29150390625,0.6325743937740824,200.0,61.0,28.0073704585061,191,14.89966442575134,13,191,115.50823231081031,4.661662793467585,61.000000000000014,4.31335136523794
