model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,n_neighbors,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2
knn,0,200,8192,0,1.0,True,81,-2,0.27,0.6587441692387269,0.306884765625,0.6638333193170582,200.0,81.0,43.95779566811783,188,14.966629547095765,12,188,201.57832166038637,6.250455983366334,81.00000000000003,5.727564927611036
knn,0,200,8192,0,1.0,True,83,-2,0.265,0.6626357282010804,0.3074951171875,0.6666835051948055,200.0,83.00000000000001,45.78125653583571,191,14.832396974191326,11,191,211.3154932696806,6.407156155424964,83.0,5.868986283848345
knn,0,200,8192,0,1.0,True,85,-2,0.29500000000000004,0.666011398844647,0.314208984375,0.6696635923711891,200.0,84.99999999999996,47.61140829675172,187,15.0996688705415,12,187,221.2422325566195,6.56,84.99999999999997,6.010407640085654
knn,0,200,8192,0,1.0,True,87,-2,0.29500000000000004,0.6702884625799377,0.3155517578125,0.6725284912682734,200.0,87.0,49.55517631892756,187,15.0996688705415,11,187,231.27151607529393,6.721763161552183,86.99999999999997,6.151828996322964
knn,0,200,8192,0,1.0,True,89,-2,0.26,0.6718308923273534,0.3309326171875,0.6753732539848601,200.0,89.0,51.54288069171144,191,14.832396974191326,11,191,241.75640746781352,6.8824886487374615,89.00000000000001,6.293250352560272
knn,0,200,8192,0,1.0,True,91,-2,0.29500000000000004,0.6740048593419904,0.34423828125,0.6781631638258334,200.0,91.00000000000001,53.53144309655772,193,14.832396974191326,11,193,252.17262835949296,7.038323664055241,91.0,6.434671708797582
knn,0,200,8192,0,1.0,True,93,-2,0.29000000000000004,0.6769977182457009,0.356201171875,0.6808015208848774,200.0,92.99999999999997,55.46618113769865,191,14.7648230602334,11,191,262.38508324736324,7.184716417507374,92.99999999999999,6.576093065034893
knn,0,200,8192,0,1.0,True,95,-2,0.29000000000000004,0.679343535988381,0.35693359375,0.6833742190918305,200.0,95.0,57.5126099216511,187,15.0996688705415,11,187,272.9348282155743,7.338106022673698,94.99999999999999,6.7175144212722016
knn,0,200,8192,0,1.0,True,97,-2,0.29500000000000004,0.6819571070103251,0.360595703125,0.6859743061548116,200.0,97.00000000000001,59.6104760088359,187,15.0996688705415,11,187,283.6569621565345,7.4912382154087185,97.0,6.85893577750951
knn,0,200,8192,0,1.0,True,99,-2,0.29500000000000004,0.6847507789126698,0.363037109375,0.688120584666762,200.0,99.00000000000001,61.67638486487353,191,14.89966442575134,11,191,294.2606647475886,7.638510980551118,99.0,7.000357133746821
knn,0,200,8192,0,1.0,True,101,-2,0.30000000000000004,0.6865936834748981,0.3724365234375,0.6903356938736358,200.0,101.0,63.78486575983365,189,15.165750888103101,11,189,305.1242024418601,7.785569985556613,101.0,7.141778489984129
knn,0,200,8192,0,1.0,True,103,-2,0.29000000000000004,0.6883650189279138,0.3765869140625,0.6922452164376542,200.0,103.00000000000001,65.95673127134184,190,14.89966442575134,11,190,315.9819471364557,7.934046886677693,102.99999999999997,7.283199846221439
knn,0,200,8192,0,1.0,True,105,-2,0.30500000000000005,0.6897995009232196,0.387451171875,0.6944173974970066,200.0,105.00000000000003,68.261436404459,188,15.033296378372908,12,188,327.5033073381372,8.089066695237467,105.00000000000003,7.424621202458748
knn,0,200,8192,0,1.0,True,107,-2,0.345,0.6918412048824267,0.399658203125,0.6964712673924156,200.0,106.99999999999997,70.52362760096787,191,14.7648230602334,12,191,338.75702560061427,8.237411608023482,107.00000000000001,7.566042558696059
knn,0,200,8192,0,1.0,True,109,-2,0.345,0.6932890064716178,0.4022216796875,0.6984909445465165,200.0,109.00000000000001,72.83642838580155,190,14.89966442575134,12,190,350.74902298393016,8.385570940609828,109.0,7.707463914933369
knn,0,200,8192,0,1.0,True,111,-2,0.33499999999999996,0.6965957344391799,0.40185546875,0.7003180857775366,200.0,111.00000000000003,75.16503010043967,184,15.362291495737216,12,184,362.6482671549923,8.531825713175346,110.99999999999999,7.848885271170679
knn,0,200,8192,0,1.0,True,113,-2,0.355,0.6982210145557078,0.40771484375,0.7020072184022195,200.0,112.99999999999997,77.53559763102362,189,14.89966442575134,12,189,374.54288670025767,8.677874163641691,112.99999999999996,7.990306627407986
knn,0,200,8192,0,1.0,True,115,-2,0.39,0.6997897631899215,0.4368896484375,0.7037081531451788,200.0,115.00000000000003,79.90766577744591,188,15.033296378372908,12,188,386.57459899139315,8.8210855341052,115.00000000000003,8.131727983645296
knn,0,200,8192,0,1.0,True,117,-2,0.41000000000000003,0.7014861888232699,0.4554443359375,0.7051355132836002,200.0,117.00000000000004,82.25306772394572,189,14.966629547095765,11,189,398.50285114280626,8.95957309250837,117.0,8.273149339882606
knn,0,200,8192,0,1.0,True,119,-2,0.41500000000000004,0.7021748599396161,0.467041015625,0.7062334588177797,200.0,119.00000000000001,84.68769273040802,187,15.0996688705415,11,187,410.7948113358463,9.101104328596612,118.99999999999997,8.414570696119915
knn,0,200,8192,0,1.0,True,121,-2,0.41500000000000004,0.7035420279921359,0.4755859375,0.7072137854168166,200.0,121.00000000000006,87.17751143500257,189,14.89966442575134,11,189,423.60354026858056,9.24335977878174,121.00000000000003,8.555992052357224
knn,0,200,8192,0,1.0,True,123,-2,0.42500000000000004,0.7047497585825924,0.489990234375,0.7081369680382666,200.0,122.99999999999999,89.66160688945966,187,15.033296378372908,11,187,436.3346993128655,9.382747465428237,123.00000000000003,8.697413408594533
knn,0,200,8192,0,1.0,True,125,-2,0.44499999999999995,0.7064845272191033,0.4967041015625,0.7088828345471059,200.0,125.0,92.22034428476182,183,15.362291495737216,11,183,449.59385170920103,9.523880511640199,125.0,8.838834764831844
knn,0,200,8192,0,1.0,True,127,-2,0.45999999999999996,0.7084987236691983,0.5035400390625,0.7098362933986203,200.0,126.99999999999997,94.6250281373802,191,14.7648230602334,11,191,461.9613670680238,9.65384120441185,126.99999999999997,8.980256121069154
knn,0,200,8192,0,1.0,True,129,-2,0.475,0.7099571341029585,0.5118408203125,0.7110492483645385,200.0,129.00000000000003,97.18299928485436,188,15.033296378372908,12,188,475.12079159230285,9.790365161729158,128.99999999999997,9.121677477306465
knn,0,200,8192,0,1.0,True,131,-2,0.495,0.7114789681541897,0.5367431640625,0.7119510614518627,200.0,130.99999999999994,99.74159363074158,185,15.231546211727817,12,185,488.37156293389774,9.924797227147767,131.00000000000003,9.263098833543774
knn,0,200,8192,0,1.0,True,133,-2,0.53,0.7119448802157186,0.54541015625,0.7128919501460833,200.0,132.99999999999994,102.34126758058053,188,15.033296378372908,11,188,501.77115083741785,10.059227107486937,133.0,9.404520189781081
knn,0,200,8192,0,1.0,True,135,-2,0.505,0.7123446091953367,0.553466796875,0.7134942203720707,200.0,134.99999999999997,104.97587841975887,184,15.231546211727817,11,184,515.381439432552,10.193416993334473,135.0,9.545941546018392
knn,0,200,8192,0,1.0,True,137,-2,0.5549999999999999,0.7132488035924744,0.5714111328125,0.71396045680897,200.0,137.0,107.66147244952575,186,15.0996688705415,11,186,529.4140851516031,10.32808549538587,137.00000000000006,9.687362902255702
knn,0,200,8192,0,1.0,True,139,-2,0.575,0.714177848998413,0.58544921875,0.7144778586833547,200.0,139.0,110.3113466511945,190,14.832396974191326,11,190,543.3542734737367,10.459106080349315,139.00000000000003,9.828784258493009
knn,0,200,8192,0,1.0,True,141,-2,0.5700000000000001,0.7140274007470967,0.5853271484375,0.7150479217955761,200.0,141.00000000000003,112.98003783854917,189,14.966629547095765,11,189,557.3654358858246,10.589232738966501,141.0,9.970205614730318
knn,0,200,8192,0,1.0,True,143,-2,0.575,0.7145734332116642,0.611083984375,0.7155682367245046,200.0,143.00000000000003,115.68189076082739,187,15.033296378372908,11,187,571.7316133014642,10.719097443348483,143.0,10.111626970967627
knn,0,200,8192,0,1.0,True,145,-2,0.5700000000000001,0.7141290830135035,0.6162109375,0.7160468148946728,200.0,145.00000000000009,118.41508244307396,186,15.165750888103101,11,186,586.3573721497845,10.8487303404592,144.99999999999994,10.253048327204938
knn,0,200,8192,0,1.0,True,147,-2,0.575,0.7146588740196284,0.6197509765625,0.7164454310124859,200.0,147.00000000000006,121.18395479600424,179,15.620499351813308,11,179,601.2271114112541,10.978401522990493,147.0,10.394469683442246
knn,0,200,8192,0,1.0,True,149,-2,0.595,0.7152218992793595,0.6168212890625,0.7171079375532144,200.0,149.00000000000006,123.9122740086711,180,15.684387141358123,11,180,615.9585758521054,11.104411285610778,149.0,10.535891039679557
knn,0,200,8192,0,1.0,True,151,-2,0.5800000000000001,0.7149271012168888,0.624267578125,0.7176282780228403,200.0,151.0000000000001,126.64208561927589,182,15.427248620541512,11,182,630.6142161240126,11.22897368417969,151.0,10.677312395916868
knn,0,200,8192,0,1.0,True,153,-2,0.575,0.7152408199766672,0.626953125,0.7178811420384392,200.0,153.0000000000001,129.39345327333993,183,15.491933384829668,11,183,645.6263127059918,11.352918127072,153.0,10.818733752154177
knn,0,200,8192,0,1.0,True,155,-2,0.5800000000000001,0.715592062560786,0.6229248046875,0.7177599382588278,200.0,155.00000000000014,132.1594517997105,182,15.556349186104045,11,182,660.7116137242671,11.476048971662678,155.00000000000006,10.960155108391486
knn,0,200,8192,0,1.0,True,157,-2,0.6,0.7153488538589766,0.62890625,0.7177858669792484,200.0,157.00000000000017,134.9369491651564,176,16.0,11,176,675.9453050711505,11.598269267438138,157.0,11.101576464628796
knn,0,200,8192,0,1.0,True,159,-2,0.605,0.716001206107133,0.626953125,0.7175592505115567,200.0,159.00000000000009,137.75275296704598,172,16.186414056238647,10,172,691.3755036421915,11.72075296216075,159.0,11.242997820866108
knn,0,200,8192,0,1.0,True,161,-2,0.62,0.7164616721426179,0.6328125,0.7173918771522244,200.0,161.00000000000009,140.55847021791323,177,15.748015748023622,9,177,706.886814112003,11.841429390069427,160.99999999999997,11.384419177103418
knn,0,200,8192,0,1.0,True,163,-2,0.63,0.7166505536933598,0.643798828125,0.7175378686576495,200.0,163.00000000000023,143.3993411770082,168,16.61324772583615,9,168,722.8268896848173,11.962238502888997,162.99999999999994,11.525840533340725
knn,0,200,8192,0,1.0,True,165,-2,0.62,0.7166634364716749,0.6385498046875,0.7175526768177125,200.0,165.00000000000017,146.36089180515395,165,16.911534525287763,8,165,739.1028931780565,12.086883386547585,164.99999999999997,11.667261889578032
knn,0,200,8192,0,1.0,True,167,-2,0.615,0.7161679099993572,0.6361083984375,0.7171639742333112,200.0,167.0000000000003,149.3519942953558,158,17.88854381999832,8,158,755.8892825488011,12.211310331000519,167.0,11.808683245815342
knn,0,200,8192,0,1.0,True,169,-2,0.625,0.7162280402574746,0.6368408203125,0.7169356537026361,200.0,169.00000000000037,152.24638829870483,160,18.05547008526779,10,160,772.2611071436688,12.330371040645938,169.0,11.950104602052651
knn,0,200,8192,0,1.0,True,171,-2,0.61,0.7162454126860929,0.6402587890625,0.7165703270890436,200.0,171.00000000000023,155.1921504136083,148,19.544820285692065,8,148,788.7820315373895,12.450351400663356,171.00000000000006,12.091525958289962
knn,0,200,8192,0,1.0,True,173,-2,0.6599999999999999,0.7165893692348294,0.6478271484375,0.716233404962644,200.0,173.00000000000043,158.11049791206153,148,18.81488772222678,8,148,805.1368187775503,12.56801296943952,173.0,12.232947314527271
knn,0,200,8192,0,1.0,True,175,-2,0.605,0.7157940930696965,0.6396484375,0.7159367376575307,200.0,175.00000000000023,161.07195472831395,148,19.748417658131498,9,148,821.9436886510517,12.68620116504543,175.0,12.374368670764582
knn,0,200,8192,0,1.0,True,177,-2,0.615,0.7147371424976566,0.6492919921875,0.7154556099280465,200.0,177.00000000000023,164.02719957372923,141,20.346989949375804,9,141,838.949064306498,12.80293716301068,177.0,12.51579002700189
knn,0,200,8192,0,1.0,True,179,-2,0.62,0.7140198363098799,0.652587890625,0.714761485220293,200.0,179.0000000000007,167.01527504991876,138,19.44222209522358,9,138,856.08067552278,12.919821980197714,178.99999999999994,12.657211383239199
knn,0,200,8192,0,1.0,True,181,-2,0.635,0.7137481155954819,0.6531982421875,0.7141437419616391,200.0,181.00000000000057,170.0552361734269,130,21.540659228538015,9,130,873.7603352719283,13.0375937197015,181.0,12.79863273947651
knn,0,200,8192,0,1.0,True,183,-2,0.655,0.7132118561279396,0.666259765625,0.7135234642968602,200.0,183.00000000000034,173.01007860815508,131,20.445048300260872,9,131,891.0270985268801,13.150969546006865,182.99999999999994,12.94005409571382
knn,0,200,8192,0,1.0,True,185,-2,0.65,0.7121903056134562,0.665283203125,0.7130509722182177,200.0,185.0000000000005,176.09766622530813,117,24.331050121192877,9,117,909.6280176986954,13.268306221971214,185.00000000000003,13.08147545195113
knn,0,200,8192,0,1.0,True,187,-2,0.6699999999999999,0.7122493759588133,0.673828125,0.7126476700420915,199.0,187.00000000000054,179.0992205454843,98,27.27636339397171,7,98,927.6399986530542,13.381352696943608,187.00000000000006,13.222896808188441
knn,0,200,8192,0,1.0,True,189,-2,0.675,0.7125690875385705,0.68798828125,0.712635619938152,199.0,189.0000000000003,182.20606356540387,92,32.4037034920393,7,92,946.3000062430797,13.497307138833287,189.00000000000003,13.364318164425747
knn,0,200,8192,0,1.0,True,191,-2,0.65,0.7124008267210857,0.6834716796875,0.7123183241812732,199.0,191.00000000000054,185.30303815642102,80,33.34666400106613,7,80,964.9760730427244,13.611882676544049,191.0,13.505739520663058
knn,0,200,8192,0,1.0,True,193,-2,0.7150000000000001,0.7120162272320916,0.7120361328125,0.712205283267136,199.0,193.00000000000054,188.5243937796909,56,40.93897898091744,6,56,984.9601403372369,13.729958120839262,193.0,13.647160876900365
knn,0,200,8192,0,1.0,True,195,-2,0.685,0.7114944694185255,0.712646484375,0.7120325901440319,195.0,195.00000000000094,191.61230310186264,38,43.266615305567875,5,38,1004.2304672753797,13.842171072487147,194.99999999999994,13.788582233137676
knn,0,200,8192,0,1.0,True,197,-2,0.6699999999999999,0.7103372182579583,0.6966552734375,0.7107601264965279,193.0,197.00000000000165,194.81417312403116,19,71.77743377970545,6,19,1025.0271352849873,13.957472908804087,196.99999999999997,13.930003589374985
knn,0,200,8192,0,1.0,True,199,-2,0.64,0.7081017053007799,0.67333984375,0.7083386382615772,185.0,199.00000000000423,198.1905885757444,9,87.2238499494261,9,9,1046.6789286309972,14.078004119902793,198.99999999999994,14.071424945612295
knn,1,200,8192,0,1.0,True,1,-2,0.0,0.0,0.3594970703125,0.5084056324693318,200.0,0.9999999999999998,0.07071067811865477,200,14.142135623730951,0,0,-5.298317366548037,0.07071067811865477,0.9999999999999998,0.07071067811865477
knn,1,200,8192,0,1.0,True,3,-2,0.18500000000000005,0.3158410289299913,0.3201904296875,0.5015578373064737,200.0,3.0,0.3406611219379164,142,18.708286933869708,0,142,-10.26100513486175,0.2252776065213762,3.000000000000001,0.21213203435596426
knn,1,200,8192,0,1.0,True,5,-2,0.20999999999999996,0.3804234482783626,0.3104248046875,0.49991206468750116,200.0,5.000000000000001,0.6772370338367505,161,17.60681686165901,0,161,-13.32785272653314,0.37101212918178295,5.0,0.35355339059327384
knn,1,200,8192,0,1.0,True,7,-2,0.24,0.4202234585337197,0.2972412109375,0.5002671964414451,200.0,7.000000000000001,1.071074227119671,174,16.1245154965971,0,174,-15.011150697770383,0.5164300533470143,7.000000000000003,0.49497474683058335
knn,1,200,8192,0,1.0,True,9,-2,0.24,0.4376205301343411,0.289306640625,0.5024401862630323,200.0,9.0,1.5202960238058907,179,15.937377450509228,9,179,-15.774707458089921,0.6659579566308972,9.0,0.6363961030678926
knn,1,200,8192,0,1.0,True,11,-2,0.26,0.4596194077712558,0.284912109375,0.505549332882685,200.0,11.000000000000002,2.0246604653620324,183,15.362291495737216,13,183,-15.580918373446337,0.812188401788649,11.000000000000004,0.7778174593052023
knn,1,200,8192,0,1.0,True,13,-2,0.255,0.4645147624102397,0.2823486328125,0.5090961664353342,200.0,13.0,2.577207791389744,184,15.427248620541512,14,184,-14.724658668444643,0.9603645141299214,12.999999999999996,0.9192388155425117
knn,1,200,8192,0,1.0,True,15,-2,0.245,0.47093311627024065,0.28076171875,0.5136997262086841,200.0,15.0,3.170891041962811,186,15.297058540778355,15,186,-13.327394436722892,1.105373240132038,14.999999999999996,1.0606601717798212
knn,1,200,8192,0,1.0,True,17,-2,0.25,0.48332828219927537,0.2811279296875,0.517423193672423,200.0,17.0,3.8414645644597583,187,15.033296378372908,15,187,-11.033968077416556,1.255965763864605,16.999999999999996,1.2020815280171306
knn,1,200,8192,0,1.0,True,19,-2,0.24,0.48567071023602343,0.2783203125,0.5221436240034865,200.0,19.000000000000004,4.52424579349973,191,14.7648230602334,15,191,-8.581939068595252,1.4028898745090435,19.0,1.3435028842544405
knn,1,200,8192,0,1.0,True,21,-2,0.235,0.4865568089593148,0.27978515625,0.5250770953628203,200.0,21.0,5.2573662607811515,185,15.231546211727817,15,185,-5.5541868905488485,1.5530292978562896,21.0,1.4849242404917495
knn,1,200,8192,0,1.0,True,23,-2,0.22999999999999998,0.49005574313537253,0.278076171875,0.5283035188157729,200.0,23.000000000000007,6.046970315786245,189,14.966629547095765,14,189,-1.9898617728440846,1.7047140522680042,23.0,1.6263455967290592
knn,1,200,8192,0,1.0,True,25,-2,0.21499999999999997,0.4975203312428549,0.28173828125,0.5314004135372146,200.0,25.0,6.872103026003032,185,15.231546211727817,14,185,1.7453235486269865,1.8557747708167605,25.0,1.7677669529663689
knn,1,200,8192,0,1.0,True,27,-2,0.22999999999999998,0.5007363576402514,0.2821044921875,0.5345308341830924,200.0,26.999999999999996,7.744449625376873,187,15.0996688705415,13,187,6.1015700552981285,2.003971057675235,27.0,1.909188309203678
