model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,noise_dims,shuffle_label_frac,n_estimators,max_features,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_entropy,n_total_leaves
shallow_forest,2,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.239,0.185,0.3108,0.2048,267.0,1000.0000000000003,420.67629702064283,172,202.49444436823447,2.4393814518448464,267
shallow_forest,2,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.233,0.18,0.3031,0.2015,359.0,1000.0000000000003,396.70207965172057,222,145.49914089093448,2.6718642614610273,359
shallow_forest,3,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.315,0.193,0.3425,0.2131,17.0,1000.0,425.00588231223344,17,425.00588231223344,1.9640566561917143,17
shallow_forest,3,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.247,0.178,0.3137,0.204,45.0,999.9999999999998,392.47101803827496,52,252.5509849515539,2.560788135952683,45
shallow_forest,3,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.237,0.169,0.3131,0.1944,54.0,999.9999999999999,267.8158571357068,90,179.404570733301,2.9934514277487514,54
shallow_forest,3,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.235,0.172,0.2964,0.2003,85.0,1000.0,342.8594828789193,126,185.9516066077408,2.845212011749574,85
shallow_forest,3,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.231,0.173,0.3127,0.2008,99.0,1000.0,312.6503478328466,102,186.3974248749161,2.85395208531622,99
shallow_forest,3,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.24,0.168,0.2986,0.1951,136.0,1000.0000000000003,308.11116467262,194,146.17797371697284,3.064888061916426,136
shallow_forest,3,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.234,0.171,0.3041,0.1975,188.0,1000.0000000000002,287.14860264330036,185,142.2181423025909,3.0477742722510754,188
shallow_forest,3,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.245,0.168,0.3002,0.1934,252.0,1000.0000000000005,293.77709619458204,189,146.92855406625358,3.0287932888530844,252
shallow_forest,3,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.235,0.172,0.2957,0.1967,290.0,1000.0000000000002,315.6013605008699,256,116.30993078838969,3.034410358677357,290
shallow_forest,3,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.235,0.167,0.3068,0.1949,396.0,1000.0000000000003,292.0975607566759,276,128.8642696793801,3.1377272626137556,396
shallow_forest,4,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.347,0.19,0.4033,0.2318,23.0,1000.0,465.7467122803982,23,465.7467122803982,2.013485599536588,23
shallow_forest,4,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.344,0.207,0.4022,0.2303,33.0,1000.0000000000002,469.6354969548194,25,423.71452653880067,1.8956564061641434,33
shallow_forest,4,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.247,0.185,0.3217,0.2141,58.0,1000.0,421.79089079252935,67,299.4294574687,2.3128930739543256,58
shallow_forest,4,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.344,0.203,0.4135,0.2298,73.0,1000.0000000000002,426.5643269191647,84,283.26665882168345,2.26777876883256,73
shallow_forest,4,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.266,0.18,0.337,0.2124,97.0,1000.0000000000001,409.94516706506016,107,268.4995344502482,2.4314758344879337,97
shallow_forest,4,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.223,0.164,0.2899,0.1952,142.0,1000.0000000000002,353.5861757386301,122,193.83498136301404,2.679092294581623,142
shallow_forest,4,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.254,0.182,0.3157,0.2061,184.0,1000.0000000000001,439.561577028748,90,286.1992313057462,2.2827524023380037,184
shallow_forest,4,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.219,0.164,0.2933,0.194,265.0,1000.0000000000002,367.3199756302962,141,191.41577782408638,2.701781806421739,265
shallow_forest,4,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.222,0.175,0.2944,0.2031,311.0,1000.0000000000002,387.5489384419728,176,149.9333185119305,2.6361333225943633,311
shallow_forest,4,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.219,0.172,0.2917,0.1987,388.0,1000.0000000000005,402.3768320865405,182,176.97457444503152,2.5988895380018993,388
shallow_forest,5,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.27,0.168,0.321,0.2052,17.0,1000.0,406.0689596607946,17,406.0689596607946,2.1544496152256047,17
shallow_forest,5,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.297,0.203,0.3763,0.2318,41.0,1000.0,390.6430595825299,67,291.7190429162964,2.446312906987658,41
shallow_forest,5,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.219,0.163,0.3157,0.196,70.0,1000.0,364.08423933663113,91,189.21944931745256,2.7777952073232854,70
shallow_forest,5,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.278,0.202,0.355,0.2232,61.0,1000.0000000000001,442.0924677033075,72,281.99645387841315,2.281175204246754,61
shallow_forest,5,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.225,0.156,0.314,0.1994,133.0,1000.0,271.15648618463837,155,152.82669923805852,3.246910544428118,133
shallow_forest,5,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.21,0.161,0.3071,0.1936,155.0,1000.0,278.6516368045907,196,118.05930712993364,3.2042714212226304,155
shallow_forest,5,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.222,0.168,0.3082,0.1976,197.0,1000.0000000000007,312.87687674227385,236,107.15409464878138,3.0740446759441618,197
shallow_forest,5,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.211,0.158,0.303,0.191,284.0,1000.0000000000002,268.4999311317444,251,106.62082348209472,3.3050097476859768,284
shallow_forest,5,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.23,0.171,0.3168,0.1992,308.0,1000.0000000000002,322.48971640581044,249,123.96773773849388,3.0425243519768244,308
shallow_forest,5,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.217,0.166,0.3051,0.1973,410.0,1000.0000000000003,292.1703099221411,290,92.59589623736032,3.2294913281844226,410
shallow_forest,6,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.224,0.156,0.3057,0.2038,25.0,1000.0,278.99103928262645,25,278.99103928262645,2.7304230348810004,25
shallow_forest,6,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.456,0.237,0.4944,0.2522,25.0,1000.0,815.759155633573,16,815.742606463583,0.7190996854819521,25
shallow_forest,6,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.209,0.18,0.3011,0.2092,54.0,1000.0,477.8446981557456,58,269.89257122047655,2.167848404346947,54
shallow_forest,6,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.419,0.235,0.4729,0.2477,53.0,1000.0000000000001,712.2870734472161,30,552.4346115152453,1.1705615515481174,53
shallow_forest,6,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.2,0.177,0.2904,0.2045,101.0,1000.0,442.39773959639535,149,138.737161568197,2.6312092951181185,101
shallow_forest,6,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.247,0.177,0.3087,0.2054,131.0,1000.0,415.8173166383604,152,166.7273222960172,2.5454185725472906,131
shallow_forest,6,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.212,0.162,0.2827,0.194,201.0,1000.0000000000003,335.0264765656589,212,119.19731540601072,2.9909677727261386,201
shallow_forest,6,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.207,0.17,0.2981,0.1997,231.0,1000.0000000000002,358.6473437232783,190,141.90842117365693,2.7774557462763405,231
shallow_forest,6,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.211,0.169,0.2843,0.1993,308.0,1000.0000000000005,397.7296408208722,244,102.78132126023678,2.8304714524632484,308
shallow_forest,6,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.231,0.178,0.3052,0.204,347.0,1000.0000000000005,415.86700999237723,255,115.00434774390054,2.6765942660314517,347
shallow_forest,7,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.396,0.213,0.4568,0.2415,26.0,1000.0,730.9979480135358,26,730.9979480135358,1.3439946792826891,26
shallow_forest,7,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.208,0.151,0.2825,0.1961,50.0,999.9999999999999,289.59540742214807,46,262.5985529282292,2.7764919644639487,50
shallow_forest,7,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.276,0.191,0.349,0.2203,73.0,1000.0000000000002,575.0727490210841,78,398.2963720648231,2.0341208225008263,73
shallow_forest,7,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.208,0.172,0.2965,0.2035,91.0,1000.0,394.648102744711,158,167.5768480429203,2.7691092441438445,91
shallow_forest,7,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.213,0.159,0.2838,0.1933,119.0,1000.0000000000005,366.29987714985657,161,159.94374010882703,2.897471831832032,119
shallow_forest,7,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.208,0.158,0.2814,0.1917,162.0,1000.0000000000001,327.46179088528163,233,125.5706972187381,3.0600736575003604,162
shallow_forest,7,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.205,0.165,0.283,0.1968,243.0,1000.0000000000002,404.6881762542613,242,134.45445325462447,2.863236404582688,243
shallow_forest,7,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.206,0.164,0.281,0.196,296.0,1000.0000000000002,383.18725627659,241,127.22421153223941,2.878975414076927,296
shallow_forest,7,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.211,0.163,0.281,0.1939,379.0,1000.0000000000002,307.65189337951426,303,117.12386605641055,3.1519981121833944,379
shallow_forest,7,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.207,0.168,0.2812,0.1986,450.0,1000.0000000000002,403.59953543085254,313,112.0267825120404,2.9034470456141785,450
shallow_forest,8,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.424,0.232,0.4891,0.2584,16.0,1000.0,708.5915607739059,16,708.5915607739059,1.1152391589562323,16
shallow_forest,8,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.394,0.219,0.4314,0.2335,30.0,999.9999999999995,679.5995144200734,25,593.3986855394946,1.2553644618623987,30
shallow_forest,8,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.334,0.207,0.3978,0.2267,49.0,1000.0000000000003,616.518901215166,60,467.97649513624077,1.621104547747636,49
shallow_forest,8,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.357,0.212,0.407,0.2301,61.0,1000.0000000000002,604.2914239007533,43,464.2800878779963,1.554993371851058,61
shallow_forest,8,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.305,0.213,0.3685,0.2306,78.0,1000.0000000000002,577.3186988137488,69,348.76639746397586,1.7359976854830625,78
shallow_forest,8,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.312,0.21,0.3258,0.2252,112.0,1000.0,501.951497778868,60,292.7592867869438,1.945968516170231,112
shallow_forest,8,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.301,0.218,0.3668,0.235,164.0,999.9999999999999,582.2243897330305,68,301.1145961257939,1.7003277763943265,164
shallow_forest,8,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.304,0.214,0.3546,0.2304,205.0,1000.0000000000002,617.1950004974548,68,344.66505479958363,1.6002084206655762,205
shallow_forest,8,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.289,0.212,0.3485,0.2306,263.0,1000.0000000000005,585.5215290128111,85,325.59484025395733,1.7507555195672053,263
shallow_forest,8,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.292,0.213,0.3551,0.2307,329.0,1000.0000000000005,592.34701400446,103,272.2351924347769,1.795979657888412,329
shallow_forest,9,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.313,0.187,0.3722,0.226,22.0,1000.0,551.2640020897428,22,551.2640020897428,1.7523207936044367,22
shallow_forest,9,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.225,0.163,0.2794,0.1983,43.0,1000.0000000000002,366.9638946817521,39,338.1567683782183,2.3851278029230714,43
shallow_forest,9,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.217,0.181,0.3071,0.2141,66.0,1000.0000000000003,370.2779736600299,113,260.47648646279,2.5159476479793135,66
shallow_forest,9,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.233,0.162,0.2834,0.1982,92.0,1000.0000000000003,347.2961632382368,85,230.52982453470094,2.639089119921781,92
shallow_forest,9,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.226,0.177,0.2999,0.2057,109.0,999.9999999999999,395.0210120993565,114,212.86615513040113,2.572681614258128,109
shallow_forest,9,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.224,0.163,0.2816,0.1956,156.0,1000.0000000000002,325.6040540288158,118,219.152914650935,2.7785601593474496,156
shallow_forest,9,1000,8192,0,1,True,0,None,10,1,False,5,-2,0.229,0.165,0.2859,0.198,216.0,1000.0000000000001,379.2242080880386,188,208.66719914735043,2.6443920501939995,216
shallow_forest,9,1000,8192,0,1,True,0,None,13,1,False,5,-2,0.224,0.165,0.2871,0.1974,291.0,1000.0000000000003,340.1144429740181,191,158.61273593252213,2.901300726891089,291
shallow_forest,9,1000,8192,0,1,True,0,None,16,1,False,5,-2,0.228,0.176,0.3033,0.2071,352.0,1000.0000000000003,387.7451341570903,231,135.35878250043476,2.747301005949475,352
shallow_forest,9,1000,8192,0,1,True,0,None,20,1,False,5,-2,0.214,0.183,0.3066,0.214,444.0,1000.0000000000005,456.192722432088,244,139.37001112147476,2.550418853404586,444
shallow_forest,10,1000,8192,0,1,True,0,None,1,1,False,5,-2,0.442,0.235,0.485,0.2555,14.0,1000.0,831.6597862106836,14,831.6597862106836,0.7160549894640168,14
shallow_forest,10,1000,8192,0,1,True,0,None,2,1,False,5,-2,0.33,0.214,0.3915,0.2357,30.0,999.9999999999999,586.8372857956454,25,473.76787565220167,1.524599061802349,30
shallow_forest,10,1000,8192,0,1,True,0,None,3,1,False,5,-2,0.238,0.198,0.3011,0.2194,47.0,1000.0,537.772359935978,38,392.193829630197,1.7544399886061597,47
shallow_forest,10,1000,8192,0,1,True,0,None,4,1,False,5,-2,0.29,0.204,0.3433,0.2245,71.0,1000.0000000000003,604.5469377972234,38,446.7057196857905,1.6545132614886606,71
shallow_forest,10,1000,8192,0,1,True,0,None,5,1,False,5,-2,0.231,0.193,0.2871,0.2139,88.0,1000.0000000000002,495.48981826067853,55,338.09466130064817,1.9996837406288333,88
shallow_forest,10,1000,8192,0,1,True,0,None,7,1,False,5,-2,0.27,0.215,0.3423,0.2356,103.0,1000.0000000000007,699.955887822911,65,343.4122886560701,1.4334801125252894,103
