model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,noise_dims,shuffle_label_frac,n_estimators,max_features,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_entropy,n_total_leaves
shallow_forest,0,1000,8192,0,1,True,0,None,1,1,False,20,-2,0.061,0.04,0.3542,0.3184,219.0,1000.0,123.4908903522847,219,123.4908903522847,4.731796383091527,219
shallow_forest,0,1000,8192,0,1,True,0,None,2,1,False,20,-2,0.043,0.044,0.3364,0.2476,376.0,1000.0000000000001,113.06414108814519,372,81.57205403813245,4.959845941823041,376
shallow_forest,0,1000,8192,0,1,True,0,None,3,1,False,20,-2,0.001,0.005,0.3297,0.2655,826.0,1000.0000000000005,80.74514089267403,631,55.51576352712804,5.610696298752152,826
shallow_forest,0,1000,8192,0,1,True,0,None,4,1,False,20,-2,0.022,0.025,0.3212,0.2499,878.0,1000.0000000000003,90.96908815636222,567,59.94997914928745,5.399921298864799,878
shallow_forest,0,1000,8192,0,1,True,0,None,5,1,False,20,-2,0.009,0.016,0.322,0.2504,1000.0,1000.0,89.21210680171161,617,54.80875842417888,5.491510717549544,1172
shallow_forest,0,1000,8192,0,1,True,0,None,7,1,False,20,-2,0.017,0.026,0.322,0.2327,1000.0,1000.0000000000003,93.01327533075643,654,52.80151512977634,5.425448540697229,1430
shallow_forest,0,1000,8192,0,1,True,0,None,10,1,False,20,-2,0.002,0.019,0.3173,0.2271,1000.0,1000.0000000000003,84.15865968514471,839,38.98717737923585,5.667632402987686,2206
shallow_forest,0,1000,8192,0,1,True,0,None,13,1,False,20,-2,0.001,0.013,0.3192,0.2313,1000.0,1000.0000000000003,75.36035716444466,865,36.578682316343766,5.79255555141034,3084
shallow_forest,0,1000,8192,0,1,True,0,None,16,1,False,20,-2,0.003,0.012,0.3213,0.2338,1000.0,1000.0000000000002,80.8723917662882,847,38.07886552931954,5.741752575953206,3785
shallow_forest,0,1000,8192,0,1,True,0,None,20,1,False,20,-2,0.005,0.014,0.3181,0.228,1000.0,1000.0000000000002,79.9760589176536,875,36.60601043544625,5.7556277841678956,4551
shallow_forest,1,1000,8192,0,1,True,0,None,1,1,False,20,-2,0.034,0.021,0.3623,0.3353,297.0,1000.0,99.25724154942047,297,99.25724154942047,5.148330169461733,297
shallow_forest,1,1000,8192,0,1,True,0,None,2,1,False,20,-2,0.0,0.004,0.3584,0.2941,649.0,1000.0,75.75288773373595,551,61.204574992397426,5.652663064356207,649
shallow_forest,1,1000,8192,0,1,True,0,None,3,1,False,20,-2,0.0,0.002,0.3496,0.2783,1000.0,1000.0000000000002,76.08766873372672,614,61.04096984812741,5.764719878621499,1005
shallow_forest,1,1000,8192,0,1,True,0,None,4,1,False,20,-2,0.001,0.002,0.3481,0.2663,1000.0,1000.0000000000003,70.51506931145997,736,47.686476070265456,5.879004598652292,1324
shallow_forest,1,1000,8192,0,1,True,0,None,5,1,False,20,-2,0.0,0.002,0.3469,0.2614,1000.0,1000.0000000000001,72.55397990461996,742,48.88762624632127,5.874436304135042,1621
shallow_forest,1,1000,8192,0,1,True,0,None,7,1,False,20,-2,0.0,0.002,0.3475,0.258,1000.0,1000.0000000000003,72.19503063909312,759,47.47630988187688,5.884705249640021,2250
shallow_forest,1,1000,8192,0,1,True,0,None,10,1,False,20,-2,0.0,0.002,0.3452,0.2497,1000.0,1000.0000000000002,67.5968934197423,861,37.89459064299283,6.001004260208204,3262
shallow_forest,1,1000,8192,0,1,True,0,None,13,1,False,20,-2,0.0,0.001,0.3357,0.2464,1000.0,1000.0000000000005,67.47693009225121,867,37.86819245752297,6.020819590260727,4255
shallow_forest,1,1000,8192,0,1,True,0,None,16,1,False,20,-2,0.0,0.002,0.3435,0.2427,1000.0,1000.0000000000003,66.65940715682973,889,36.6333181680284,6.0351045277904465,4999
shallow_forest,1,1000,8192,0,1,True,0,None,20,1,False,20,-2,0.0,0.002,0.3379,0.2454,1000.0,1000.0000000000003,66.00382564670022,881,36.851051545376556,6.035317921837175,6341
shallow_forest,2,1000,8192,0,1,True,0,None,1,1,False,20,-2,0.009,0.006,0.3521,0.3499,298.0,1000.0,90.29950165975447,298,90.29950165975447,5.223525411901307,298
shallow_forest,2,1000,8192,0,1,True,0,None,2,1,False,20,-2,0.0,0.001,0.3649,0.3056,618.0,1000.0,79.31582439841371,527,64.8382603097893,5.578285876701088,618
shallow_forest,2,1000,8192,0,1,True,0,None,3,1,False,20,-2,0.002,0.007,0.3436,0.276,857.0,1000.0000000000003,78.66242926440664,629,52.72570530585627,5.647710325692187,857
shallow_forest,2,1000,8192,0,1,True,0,None,4,1,False,20,-2,0.0,0.002,0.3414,0.2722,1000.0,1000.0000000000001,77.16378684331141,683,54.89990892524322,5.758276596764992,1249
