model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,noise_dims,shuffle_label_frac,hidden_layer_dims,n_epochs,learning_rate,verbose,early_stop_thresh,bias,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_entropy,PEN_IRM_L0,PEN_IRM_L1,PEN_IRM_L2,PEN_n_regions,PEN_ACTS_L2,PEN_IRM_entropy,n_parameters,depth,width,kernel_trace,head_norm
relu,1,1000,2048,0,1,True,0,None,48;48,1000,0.01,0,None,True,0.243,0.163,0.2954,0.2102,95.0,518.823,382.697,519.0,61.595,1.229,47.0,510.375,383.883,243.0,117.405,1.114,2594.0,2.0,48.0,3717.617,4.451
relu,1,1000,2048,0,1,True,0,None,48;48;48,1000,0.01,0,None,True,0.216,0.15,0.3164,0.2324,143.0,487.41,378.535,671.0,48.062,1.141,47.0,477.083,396.186,200.0,171.895,0.839,4946.0,3.0,48.0,3351.098,4.199
relu,1,1000,2048,0,1,True,0,None,48;48;48;48,1000,0.01,0,None,True,0.182,0.119,0.3164,0.2484,192.0,444.172,322.251,791.0,42.261,1.382,48.0,470.167,401.482,193.0,180.61,0.785,7298.0,4.0,48.0,2117.727,4.057
relu,1,1000,2048,0,1,True,0,None,48;48;48;48;48;48,1000,0.01,0,None,True,0.151,0.118,0.374,0.3427,288.0,350.719,206.201,935.0,33.912,2.056,48.0,407.75,270.028,524.0,65.681,1.582,12002.0,6.0,48.0,13074.56,5.131
relu,1,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.118,0.082,0.3335,0.2907,384.0,297.294,170.626,946.0,33.853,2.088,45.0,363.021,275.277,242.0,192.977,1.074,16706.0,8.0,48.0,3482.956,2.216
relu,1,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.166,0.121,0.332,0.2769,480.0,224.621,115.602,914.0,35.496,2.335,48.0,157.979,89.644,134.0,249.415,1.588,21410.0,10.0,48.0,1443.758,1.881
relu,1,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.228,0.14,0.3179,0.2295,574.0,215.432,133.83,910.0,34.957,1.919,46.0,194.083,122.745,64.0,329.077,1.309,26114.0,12.0,48.0,81362.648,1.519
relu,1,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.208,0.146,0.3081,0.2494,719.0,199.8,119.743,907.0,34.871,1.839,47.0,218.146,151.972,34.0,252.432,1.185,33170.0,15.0,48.0,46562.508,1.52
relu,1,1000,2048,0,1,True,0,None,48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48,1000,0.01,0,None,True,0.39,0.23,0.4229,0.236,956.0,152.252,115.77,718.0,45.891,1.128,35.0,127.0,104.072,13.0,438.383,0.737,44930.0,20.0,48.0,18840.992,1.453
relu,1,1000,2048,0,1,True,0,None,64,1000,0.01,0,None,True,0.269,0.182,0.2886,0.1907,64.0,513.359,351.295,286.0,116.816,1.289,64.0,513.359,351.295,286.0,116.816,1.289,322.0,1.0,64.0,1041.856,5.642
relu,1,1000,2048,0,1,True,0,None,64;64,1000,0.01,0,None,True,0.215,0.15,0.311,0.2247,127.0,460.258,332.259,644.0,51.108,1.315,63.0,448.313,331.745,299.0,125.809,1.163,4482.0,2.0,64.0,2943.072,9.585
relu,1,1000,2048,0,1,True,0,None,64;64;64,1000,0.01,0,None,True,0.206,0.137,0.3203,0.2402,190.0,463.724,347.511,784.0,41.425,1.264,62.0,467.422,363.401,339.0,94.942,1.086,8642.0,3.0,64.0,1878.529,5.943
relu,1,1000,2048,0,1,True,0,None,64;64;64;64,1000,0.01,0,None,True,0.101,0.069,0.3354,0.2922,255.0,377.688,239.437,885.0,36.442,1.74,63.0,353.469,220.154,433.0,81.976,1.645,12802.0,4.0,64.0,6493.354,5.353
relu,1,1000,2048,0,1,True,0,None,64;64;64;64;64;64,1000,0.01,0,None,True,0.111,0.076,0.3364,0.293,384.0,263.823,151.399,933.0,33.912,2.08,64.0,259.375,158.338,350.0,112.668,1.64,21122.0,6.0,64.0,4718.626,4.578
relu,1,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.144,0.124,0.3301,0.3026,510.0,248.893,132.725,967.0,32.711,2.353,62.0,314.156,208.692,393.0,103.624,1.434,29442.0,8.0,64.0,7879.775,2.173
relu,1,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.176,0.116,0.3164,0.2572,636.0,205.752,104.997,959.0,33.015,2.391,59.0,186.359,121.645,186.0,207.056,1.453,37762.0,10.0,64.0,118591.125,1.884
relu,1,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.16,0.106,0.3345,0.2788,768.0,177.188,87.489,975.0,32.404,2.53,64.0,133.453,86.844,103.0,303.031,1.339,46082.0,12.0,64.0,5324.002,1.5
relu,1,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.274,0.18,0.2988,0.2078,959.0,178.67,150.55,750.0,44.497,0.858,62.0,194.391,161.462,30.0,443.847,0.734,58562.0,15.0,64.0,2647.142,2.209
relu,1,1000,2048,0,1,True,0,None,64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64,1000,0.01,0,None,True,0.246,0.167,0.3086,0.2191,1000.0,157.7,114.466,922.0,34.293,1.439,61.0,125.625,82.199,34.0,526.49,1.116,79362.0,20.0,64.0,6157.214,1.468
relu,2,1000,2048,0,1,True,0,None,2,1000,0.01,0,None,True,0.383,0.221,0.397,0.2247,2.0,358.0,323.874,4.0,645.325,0.327,2.0,358.0,323.874,4.0,645.325,0.327,12.0,1.0,2.0,2129.224,1.678
relu,2,1000,2048,0,1,True,0,None,2;2,1000,0.01,0,None,True,0.301,0.214,0.3213,0.2269,4.0,556.25,428.775,10.0,475.089,0.8,2.0,331.0,240.626,3.0,588.088,0.664,18.0,2.0,2.0,493.648,2.091
relu,2,1000,2048,0,1,True,0,None,2;2;2,1000,0.01,0,None,True,0.378,0.217,0.4062,0.2301,5.0,517.667,397.44,12.0,426.872,0.833,1.0,446.5,446.5,2.0,899.388,0.0,24.0,3.0,2.0,1114.102,1.324
relu,2,1000,2048,0,1,True,0,None,2;2;2;2,1000,0.01,0,None,True,0.385,0.224,0.3955,0.232,7.0,647.375,545.209,14.0,411.293,0.65,1.0,455.0,455.0,2.0,914.44,0.0,30.0,4.0,2.0,2095.927,1.061
relu,2,1000,2048,0,1,True,0,None,2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,6.0,256.333,224.372,4.0,637.382,0.452,0.0,0.0,0.0,1.0,1000.0,nan,42.0,6.0,2.0,0.0,1.218
relu,2,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,5.0,397.438,360.714,6.0,455.901,0.408,1.0,500.0,500.0,1.0,1000.0,0.0,54.0,8.0,2.0,1.966,1.171
relu,2,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,15.0,415.25,366.547,6.0,496.228,0.474,0.0,0.0,0.0,1.0,1000.0,nan,66.0,10.0,2.0,0.0,0.798
relu,2,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,12.0,577.375,529.388,15.0,466.122,0.385,1.0,500.0,500.0,1.0,1000.0,0.0,78.0,12.0,2.0,260.64,0.896
relu,2,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,18.0,578.033,551.338,9.0,447.891,0.242,2.0,1000.0,1000.0,1.0,1000.0,0.0,96.0,15.0,2.0,114.49,1.425
relu,2,1000,2048,0,1,True,0,None,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,20.0,461.05,423.66,12.0,388.739,0.385,1.0,500.0,500.0,1.0,1000.0,0.0,126.0,20.0,2.0,122.831,0.77
relu,2,1000,2048,0,1,True,0,None,3,1000,0.01,0,None,True,0.285,0.197,0.2949,0.2045,3.0,476.333,351.14,7.0,424.961,0.781,3.0,476.333,351.14,7.0,424.961,0.781,17.0,1.0,3.0,2036.597,2.404
relu,2,1000,2048,0,1,True,0,None,3;3,1000,0.01,0,None,True,0.383,0.22,0.3999,0.2258,6.0,326.667,276.147,18.0,543.741,0.632,3.0,258.333,224.024,5.0,624.03,0.476,29.0,2.0,3.0,1392.605,1.965
relu,2,1000,2048,0,1,True,0,None,3;3;3,1000,0.01,0,None,True,0.266,0.19,0.2866,0.1987,9.0,717.111,609.476,23.0,326.512,0.683,3.0,874.0,818.941,3.0,761.936,0.241,41.0,3.0,3.0,4746.521,1.455
relu,2,1000,2048,0,1,True,0,None,3;3;3;3,1000,0.01,0,None,True,0.264,0.205,0.3057,0.2284,12.0,503.417,384.522,22.0,346.046,0.925,3.0,593.333,549.393,3.0,672.054,0.272,53.0,4.0,3.0,2730.199,2.304
relu,2,1000,2048,0,1,True,0,None,3;3;3;3;3;3,1000,0.01,0,None,True,0.258,0.199,0.2905,0.2162,18.0,441.611,353.036,27.0,345.56,0.829,3.0,557.0,460.034,3.0,640.158,0.587,77.0,6.0,3.0,910.404,2.696
relu,2,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.254,0.199,0.2876,0.2243,22.0,573.833,487.346,50.0,328.941,0.679,1.0,297.333,297.333,2.0,898.514,0.0,101.0,8.0,3.0,1814.241,1.341
relu,2,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.308,0.224,0.3257,0.2287,28.0,454.7,352.278,31.0,229.076,0.914,1.0,265.667,265.667,2.0,822.446,0.0,125.0,10.0,3.0,400.633,1.599
relu,2,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,25.0,376.278,332.336,31.0,283.016,0.553,1.0,333.333,333.333,1.0,1000.0,0.0,149.0,12.0,3.0,3.435,0.887
relu,2,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,26.0,421.422,390.664,27.0,385.357,0.366,1.0,333.333,333.333,1.0,1000.0,0.0,185.0,15.0,3.0,26.412,1.196
relu,2,1000,2048,0,1,True,0,None,3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,50.0,416.517,387.801,26.0,326.818,0.344,0.0,0.0,0.0,1.0,1000.0,nan,245.0,20.0,3.0,0.0,1.002
relu,2,1000,2048,0,1,True,0,None,4,1000,0.01,0,None,True,0.27,0.192,0.2925,0.2019,4.0,511.0,380.286,9.0,359.539,0.848,4.0,511.0,380.286,9.0,359.539,0.848,22.0,1.0,4.0,1985.541,2.639
relu,2,1000,2048,0,1,True,0,None,4;4,1000,0.01,0,None,True,0.273,0.194,0.2822,0.1977,6.0,449.0,310.526,19.0,310.271,1.049,2.0,271.75,200.185,4.0,573.949,0.65,42.0,2.0,4.0,2136.77,1.545
relu,2,1000,2048,0,1,True,0,None,4;4;4,1000,0.01,0,None,True,0.318,0.226,0.3306,0.2272,12.0,411.667,303.93,11.0,480.614,0.889,4.0,509.25,439.459,5.0,529.964,0.497,62.0,3.0,4.0,1023.957,1.967
relu,2,1000,2048,0,1,True,0,None,4;4;4;4,1000,0.01,0,None,True,0.266,0.185,0.2925,0.2034,15.0,605.063,507.091,42.0,268.317,0.719,3.0,497.25,492.178,3.0,969.279,0.064,82.0,4.0,4.0,13018.604,2.167
relu,2,1000,2048,0,1,True,0,None,4;4;4;4;4;4,1000,0.01,0,None,True,0.24,0.183,0.2886,0.2248,24.0,489.667,354.659,107.0,218.934,1.156,2.0,391.0,349.787,4.0,711.013,0.352,122.0,6.0,4.0,637.287,2.821
relu,2,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.256,0.183,0.2954,0.2088,31.0,514.562,422.823,76.0,190.263,0.813,2.0,387.75,345.579,2.0,710.776,0.36,162.0,8.0,4.0,632.013,2.277
relu,2,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.248,0.185,0.2935,0.2222,38.0,443.075,361.288,78.0,206.393,0.818,2.0,495.75,493.639,2.0,983.147,0.028,202.0,10.0,4.0,2303.103,1.361
relu,2,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,35.0,342.125,286.741,51.0,289.251,0.674,2.0,500.0,500.0,1.0,1000.0,0.0,242.0,12.0,4.0,0.991,0.597
relu,2,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,48.0,382.45,346.924,56.0,312.612,0.47,2.0,500.0,500.0,1.0,1000.0,0.0,302.0,15.0,4.0,77.76,0.982
relu,2,1000,2048,0,1,True,0,None,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,63.0,482.213,446.88,34.0,338.195,0.362,2.0,500.0,500.0,1.0,1000.0,0.0,402.0,20.0,4.0,58.095,0.926
relu,2,1000,2048,0,1,True,0,None,6,1000,0.01,0,None,True,0.281,0.196,0.2969,0.205,6.0,410.167,294.258,17.0,328.146,0.983,6.0,410.167,294.258,17.0,328.146,0.983,32.0,1.0,6.0,1291.807,2.332
relu,2,1000,2048,0,1,True,0,None,6;6,1000,0.01,0,None,True,0.259,0.189,0.2773,0.2041,11.0,497.083,345.952,34.0,302.05,1.086,6.0,614.0,478.233,14.0,402.562,0.808,74.0,2.0,6.0,2510.302,2.469
relu,2,1000,2048,0,1,True,0,None,6;6;6,1000,0.01,0,None,True,0.25,0.181,0.2939,0.2072,17.0,639.278,521.992,65.0,214.509,0.839,5.0,782.0,756.794,4.0,843.158,0.164,116.0,3.0,6.0,5503.582,2.389
relu,2,1000,2048,0,1,True,0,None,6;6;6;6,1000,0.01,0,None,True,0.233,0.172,0.2949,0.2255,24.0,515.167,372.02,122.0,159.887,1.172,5.0,500.333,405.185,9.0,530.547,0.69,158.0,4.0,6.0,20723.305,4.75
relu,2,1000,2048,0,1,True,0,None,6;6;6;6;6;6,1000,0.01,0,None,True,0.259,0.183,0.2881,0.2043,33.0,473.222,395.958,72.0,229.373,0.753,3.0,500.0,500.0,1.0,1000.0,0.0,242.0,6.0,6.0,51670.191,1.716
relu,2,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.229,0.177,0.313,0.2385,48.0,418.688,314.207,167.0,207.769,1.077,6.0,591.167,515.916,3.0,706.74,0.403,326.0,8.0,6.0,11164.891,2.387
relu,2,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.266,0.186,0.2856,0.204,58.0,541.717,463.041,169.0,161.499,0.734,4.0,191.0,127.436,5.0,687.212,0.927,410.0,10.0,6.0,8431.934,1.871
relu,2,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,63.0,394.625,338.42,150.0,172.91,0.704,0.0,0.0,0.0,1.0,1000.0,nan,494.0,12.0,6.0,0.0,1.102
relu,2,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.257,0.191,0.2812,0.2146,90.0,492.744,416.08,220.0,120.971,0.776,6.0,570.5,452.694,5.0,615.176,0.635,620.0,15.0,6.0,608.672,1.763
relu,2,1000,2048,0,1,True,0,None,6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6,1000,0.01,0,None,True,0.5,0.25,0.5,0.25,110.0,467.458,430.553,192.0,131.59,0.449,2.0,333.333,333.333,1.0,1000.0,0.0,830.0,20.0,6.0,10.686,0.98
relu,2,1000,2048,0,1,True,0,None,8,1000,0.01,0,None,True,0.271,0.188,0.2798,0.1953,8.0,493.0,336.038,25.0,284.158,1.123,8.0,493.0,336.038,25.0,284.158,1.123,42.0,1.0,8.0,1098.577,2.451
relu,2,1000,2048,0,1,True,0,None,8;8,1000,0.01,0,None,True,0.258,0.179,0.292,0.1989,16.0,439.688,295.28,86.0,206.199,1.295,8.0,427.375,333.255,20.0,438.789,0.862,114.0,2.0,8.0,4896.572,2.726
relu,2,1000,2048,0,1,True,0,None,8;8;8,1000,0.01,0,None,True,0.256,0.183,0.2891,0.2046,20.0,542.542,448.791,78.0,192.359,0.82,4.0,450.5,424.828,3.0,721.737,0.226,186.0,3.0,8.0,2424.255,2.209
relu,2,1000,2048,0,1,True,0,None,8;8;8;8,1000,0.01,0,None,True,0.228,0.173,0.2969,0.2181,32.0,516.719,411.114,146.0,169.358,0.951,7.0,240.0,233.027,5.0,911.007,0.15,258.0,4.0,8.0,1785.655,2.077
relu,2,1000,2048,0,1,True,0,None,8;8;8;8;8;8,1000,0.01,0,None,True,0.262,0.185,0.2866,0.204,47.0,589.833,538.204,90.0,239.691,0.461,6.0,494.875,491.21,5.0,961.515,0.048,402.0,6.0,8.0,3024.994,1.534
relu,2,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.231,0.176,0.2954,0.2364,63.0,466.25,373.266,317.0,98.356,0.989,7.0,372.0,304.844,10.0,619.758,0.652,546.0,8.0,8.0,1566.043,3.605
relu,2,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.212,0.163,0.3052,0.2321,79.0,559.438,493.975,271.0,120.797,0.654,7.0,478.0,470.66,7.0,930.145,0.092,690.0,10.0,8.0,3424.065,1.429
relu,2,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.22,0.174,0.3008,0.2326,96.0,508.219,378.774,448.0,80.647,1.186,8.0,624.5,473.57,19.0,516.25,0.776,834.0,12.0,8.0,2911.546,1.895
relu,2,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.235,0.18,0.2876,0.2153,120.0,556.3,507.97,249.0,145.698,0.502,8.0,807.875,776.492,3.0,692.62,0.176,1050.0,15.0,8.0,2145.029,2.108
relu,2,1000,2048,0,1,True,0,None,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,1000,0.01,0,None,True,0.238,0.176,0.2935,0.2266,158.0,354.025,271.568,329.0,104.298,1.051,6.0,365.875,325.439,3.0,593.476,0.432,1410.0,20.0,8.0,2779.276,1.416
relu,2,1000,2048,0,1,True,0,None,12,1000,0.01,0,None,True,0.27,0.188,0.2788,0.1937,12.0,240.917,145.268,28.0,296.587,1.312,12.0,240.917,145.268,28.0,296.587,1.312,62.0,1.0,12.0,400.838,3.017
relu,2,1000,2048,0,1,True,0,None,12;12,1000,0.01,0,None,True,0.243,0.18,0.2842,0.2041,22.0,447.292,309.584,130.0,143.958,1.274,10.0,225.0,134.178,31.0,286.859,1.378,218.0,2.0,12.0,1043.718,4.708
relu,2,1000,2048,0,1,True,0,None,12;12;12,1000,0.01,0,None,True,0.231,0.169,0.3096,0.2227,36.0,525.167,396.874,176.0,129.599,1.081,12.0,564.833,489.291,19.0,459.419,0.569,374.0,3.0,12.0,3901.143,3.797
relu,2,1000,2048,0,1,True,0,None,12;12;12;12,1000,0.01,0,None,True,0.219,0.162,0.314,0.2409,48.0,558.042,444.243,274.0,112.134,1.006,12.0,588.833,543.401,21.0,526.576,0.394,530.0,4.0,12.0,3420.371,3.163
relu,2,1000,2048,0,1,True,0,None,12;12;12;12;12;12,1000,0.01,0,None,True,0.224,0.165,0.3115,0.2309,70.0,487.486,401.026,278.0,94.657,0.904,11.0,594.5,556.461,11.0,557.035,0.313,842.0,6.0,12.0,2694.657,2.582
relu,2,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.189,0.139,0.3252,0.2645,96.0,445.917,313.983,589.0,61.935,1.408,12.0,564.0,448.684,34.0,416.92,0.792,1154.0,8.0,12.0,2252.065,5.433
relu,2,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.188,0.139,0.3193,0.2538,120.0,502.9,417.237,585.0,62.498,0.919,12.0,489.583,445.321,6.0,604.319,0.379,1466.0,10.0,12.0,15150.771,1.901
relu,2,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.21,0.157,0.3135,0.2357,143.0,393.736,289.978,570.0,65.833,1.265,11.0,449.167,361.221,22.0,596.485,0.682,1778.0,12.0,12.0,1660.573,1.631
relu,2,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.216,0.159,0.3174,0.2379,180.0,387.978,309.105,612.0,67.572,1.074,10.0,267.583,217.984,8.0,680.134,0.67,2246.0,15.0,12.0,1761.15,2.859
relu,2,1000,2048,0,1,True,0,None,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,1000,0.01,0,None,True,0.226,0.165,0.3271,0.2552,240.0,388.371,295.555,790.0,44.023,1.219,12.0,464.583,387.855,9.0,611.083,0.592,3026.0,20.0,12.0,2246.549,1.636
relu,2,1000,2048,0,1,True,0,None,16,1000,0.01,0,None,True,0.276,0.188,0.2822,0.1937,16.0,578.062,445.262,47.0,246.248,0.922,16.0,578.062,445.262,47.0,246.248,0.922,82.0,1.0,16.0,951.933,2.128
relu,2,1000,2048,0,1,True,0,None,16;16,1000,0.01,0,None,True,0.245,0.171,0.3057,0.2229,32.0,418.469,289.125,186.0,120.971,1.32,14.0,372.187,275.242,47.0,229.865,1.07,354.0,2.0,16.0,6898.626,7.509
relu,2,1000,2048,0,1,True,0,None,16;16;16,1000,0.01,0,None,True,0.222,0.165,0.3115,0.2259,47.0,549.125,428.957,294.0,88.544,1.044,15.0,582.375,487.541,36.0,238.416,0.737,626.0,3.0,16.0,5889.701,4.767
relu,2,1000,2048,0,1,True,0,None,16;16;16;16,1000,0.01,0,None,True,0.205,0.154,0.3179,0.2414,64.0,578.094,458.282,329.0,80.548,0.986,16.0,742.438,661.698,25.0,376.253,0.492,898.0,4.0,16.0,8784.685,2.8
relu,2,1000,2048,0,1,True,0,None,16;16;16;16;16;16,1000,0.01,0,None,True,0.197,0.144,0.3276,0.2579,95.0,480.354,386.282,493.0,67.32,1.022,15.0,328.188,298.899,10.0,633.378,0.413,1442.0,6.0,16.0,1673.941,3.747
relu,2,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.274,0.201,0.3521,0.2649,126.0,434.117,335.089,595.0,58.447,1.2,14.0,293.187,238.57,14.0,441.128,0.735,1986.0,8.0,16.0,1111.138,2.535
relu,2,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.193,0.134,0.3257,0.2607,160.0,436.406,301.098,813.0,41.012,1.513,16.0,409.75,296.136,53.0,351.44,1.072,2530.0,10.0,16.0,1200.991,3.502
relu,2,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.267,0.191,0.3125,0.2285,192.0,399.141,299.431,764.0,48.949,1.299,16.0,302.25,241.422,12.0,486.169,0.751,3074.0,12.0,16.0,1527.276,1.561
relu,2,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.173,0.125,0.3203,0.2691,238.0,360.175,231.184,868.0,37.497,1.636,14.0,317.625,212.239,17.0,460.343,1.046,3890.0,15.0,16.0,4928.649,1.983
relu,2,1000,2048,0,1,True,0,None,16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16,1000,0.01,0,None,True,0.217,0.165,0.2837,0.2212,318.0,328.506,226.181,673.0,54.498,1.322,13.0,250.5,164.677,10.0,426.631,1.059,5250.0,20.0,16.0,3471.959,1.458
relu,2,1000,2048,0,1,True,0,None,24,1000,0.01,0,None,True,0.269,0.184,0.29,0.1971,24.0,534.75,385.264,95.0,179.828,1.126,24.0,534.75,385.264,95.0,179.828,1.126,122.0,1.0,24.0,1138.274,4.277
relu,2,1000,2048,0,1,True,0,None,24;24,1000,0.01,0,None,True,0.23,0.161,0.3135,0.2311,48.0,498.042,359.132,309.0,91.335,1.248,24.0,474.042,368.499,93.0,167.236,1.017,722.0,2.0,24.0,3594.986,9.005
relu,2,1000,2048,0,1,True,0,None,24;24;24,1000,0.01,0,None,True,0.198,0.146,0.3262,0.2548,72.0,488.056,350.857,433.0,80.05,1.282,24.0,499.792,388.792,107.0,214.607,0.981,1322.0,3.0,24.0,4672.832,6.273
relu,2,1000,2048,0,1,True,0,None,24;24;24;24,1000,0.01,0,None,True,0.206,0.149,0.3232,0.2469,94.0,525.052,410.075,526.0,62.145,1.092,22.0,480.875,424.816,41.0,288.069,0.571,1922.0,4.0,24.0,2672.314,3.492
relu,2,1000,2048,0,1,True,0,None,24;24;24;24;24;24,1000,0.01,0,None,True,0.157,0.119,0.3433,0.2854,144.0,490.833,348.172,704.0,45.826,1.363,24.0,430.542,327.739,92.0,237.289,1.002,3122.0,6.0,24.0,9355.715,3.207
relu,2,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.178,0.131,0.3408,0.2598,191.0,407.266,312.166,807.0,39.699,1.264,24.0,465.167,423.959,32.0,552.147,0.398,4322.0,8.0,24.0,4580.97,1.842
relu,2,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.169,0.128,0.3374,0.2808,240.0,404.692,272.474,864.0,37.577,1.633,24.0,335.625,227.741,70.0,343.631,1.145,5522.0,10.0,24.0,2348.973,2.988
relu,2,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.175,0.143,0.3066,0.2587,288.0,332.521,225.836,880.0,36.139,1.557,20.0,186.458,135.202,25.0,396.394,1.003,6722.0,12.0,24.0,3356.174,1.413
relu,2,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.199,0.151,0.3062,0.2425,357.0,333.6,214.334,923.0,34.293,1.678,21.0,211.042,151.921,9.0,679.968,0.719,8522.0,15.0,24.0,30063.826,1.275
relu,2,1000,2048,0,1,True,0,None,24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24,1000,0.01,0,None,True,0.204,0.145,0.3252,0.2478,480.0,313.208,249.133,868.0,37.921,1.134,24.0,391.625,322.313,14.0,461.441,0.692,11522.0,20.0,24.0,2540.688,1.395
relu,2,1000,2048,0,1,True,0,None,32,1000,0.01,0,None,True,0.261,0.183,0.2891,0.2029,32.0,501.844,365.578,144.0,146.39,1.15,32.0,501.844,365.578,144.0,146.39,1.15,162.0,1.0,32.0,1492.264,5.881
