model,rep,n_train_samples,n_test_samples,save_path,onehot,shuffle_label_frac,n_estimators,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,IRM_mean_dot_product,IRM_mean_sim_entropy,n_total_leaves,IRM_scaled_L0,IRM_scaled_L1,IRM_scaled_L2,mean_affine_mat_norm
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,22,-2,0.00039999999999995595,7.421102175817794e-05,0.19240000000000002,0.03847617120304485,961.0,10000.0,1770.9223585465288,961,1770.9223585465288,11,0,4.686249373087125,0.17709223585465286,10.405827263267433,0.10405827263267431,313.61660000000205,4.52409099888898,961,961.0,961.0,31.000000000000004,0.31593108864821795
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,23,-2,0.00019999999999997797,3.6349206349206345e-05,0.19079999999999997,0.0381609977324263,966.0,10000.0,1763.0121950797732,966,1763.0121950797732,11,0,4.698611223610371,0.1763012195079773,10.351966873706003,0.10351966873706005,310.82120000000435,4.51172914836568,966,966.0,966.0,31.080540535840107,0.31599085495436763
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,24,-2,0.0,0.0,0.1966,0.03932,967.0,10000.0,1763.23509493204,967,1763.23509493204,11,0,4.698557547876847,0.176323509493204,10.341261633919336,0.10341261633919338,310.8998000000028,4.511782824099239,967,967.0,967.0,31.096623610932426,0.3160479229737198
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,None,-2,0.0,0.0,0.19479999999999997,0.03896,966.0,10000.0,1763.2634516713604,966,1763.2634516713604,11,0,4.698065352177094,0.17632634516713602,10.351966873706003,0.10351966873706005,310.9098000000034,4.512275019798994,966,966.0,966.0,31.080540535840107,0.3160479229737198
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,2,False,None,-2,0.0,0.0,0.1906,0.0339,1933.0,10000.000000000005,1762.0104994011813,980,1760.8850047632297,11,0,4.703090823490178,0.2493449819025841,10.346611484738748,0.10346611484738748,155.4323000000032,4.5190916517333495,1933,1932.0,966.4999999999999,30.993999882136624,0.22347962951464093
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,3,False,None,-2,0.0,0.0,0.18969999999999998,0.03253777777777777,2902.0,10000.000000000002,1762.2453480337708,984,1760.9190782088767,11,0,4.702960019759165,0.3054033726074419,10.337698139214336,0.10337698139214335,103.63468888888545,4.519022832576705,2902,2902.0,967.3333333333337,31.000243365912187,0.18247035340569923
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,4,False,None,-2,0.0,0.0,0.18600000000000005,0.03111,3868.0,10000.000000000004,1762.0033342760735,996,1760.2630485242823,11,0,4.704894309447231,0.3526263745099053,10.341261633919336,0.10341261633919338,77.71585000000158,4.5211946782197145,3868,3868.0,967.0000000000001,30.956850884414514,0.15802396148685985
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,5,False,None,-2,0.0,0.0,0.18400000000000005,0.030964800000000105,4836.0,10000.00000000001,1761.8802002406412,1000,1759.7630522317486,11,0,4.704887473643103,0.3942637442119171,10.339123242349046,0.10339123242349049,62.177559999999,4.521514594884621,4836,4836.0,967.2,30.96501666763308,0.141340927983371
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,7,False,None,-2,0.0,0.0,0.1844,0.03069510204081625,6768.0,10000.000000000004,1761.7171238566643,1003,1759.3959190585842,11,0,4.705889967307695,0.46649443726586926,10.342789598108746,0.10342789598108745,44.41164489795841,4.5225653240053205,6768,6768.0,966.8571428571428,30.923967286682657,0.1194548866524228
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,10,False,None,-2,0.0,0.0,0.18079999999999996,0.029940599999999994,9668.0,10000.000000000005,1761.694139173995,1003,1759.2964502891489,11,0,4.70576917478482,0.5575746766129179,10.34340091021928,0.10343400910219282,31.088951999999466,4.522281029017488,9668,9667.0,966.8000000000001,30.932805497456854,0.09994312863624108
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,13,False,None,-2,0.0,0.0,0.1774,0.029770295857988203,10000.0,10000.000000000013,1761.6076405630001,1003,1759.3203233067024,11,0,4.7060333238153484,0.6356956976415681,10.337972166998014,0.1033797216699801,23.911776331361107,4.522349248994111,12575,8415.0,967.3076923076923,30.946921778779775,0.08765592244504924
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,16,False,None,-2,0.0,0.0,0.1794,0.029755859375,10000.0,10000.000000000013,1761.5267436942313,1007,1758.2690351592955,11,0,4.707071697567715,0.7052115710905487,10.340593291540102,0.10340593291540102,19.426693750000446,4.5225085816353605,15473,8398.0,967.0625000000001,30.930106775067873,0.07901198074342992
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,20,False,None,-2,0.0,0.0,0.17759999999999998,0.029360499999999977,10000.0,10000.00000000001,1761.636088980922,1006,1759.2168712242387,11,0,4.706396401482311,0.7884998922003731,10.340192327577292,0.10340192327577294,15.543301999999636,4.522613428648016,19342,8394.0,967.1000000000001,30.92486003026193,0.0706704639916855
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,1,-2,0.8,0.08592792158858802,0.8016,0.08582337058305214,2.0,10000.0,7506.733510655617,2,7506.733510655617,2,2,0.6282188093244804,0.7506733510655617,5000.0,50.0,5635.104800000087,8.582121562652198,2,2.0,1.9999999999999993,1.4142135623730945,0.11600284553409605
forest,2,10000,10000,/mnt/ssd3/ronan/pytorch,True,None,1,False,2,-2,0.6628000000000001,0.07766587465692601,0.6637,0.07844457584424133,4.0,10000.0,5343.591863157215,4,5343.591863157215,4,4,1.3156017864888971,0.5343591863157215,2500.0,25.0,2855.397400000255,7.894738585487479,4,4.0,3.9999999999999996,1.9999999999999998,0.14405990766610874
