Architecture,run,n_parameters,01_error-train,loss-train,regions-full-0/1-train,h*-full-0/1-train,Schatten1-full-0/1-train,regions-pen-0/1-train,h*-pen-0/1-train,Schatten1-pen-0/1-train,regions-full-true_label-train,h*-full-true_label-train,Schatten1-full-true_label-train,regions-pen-true_label-train,h*-pen-true_label-train,Schatten1-pen-true_label-train,regions-full-est_label-train,h*-full-est_label-train,Schatten1-full-est_label-train,regions-pen-est_label-train,h*-pen-est_label-train,Schatten1-pen-est_label-train,regions-full-est_proba-train,h*-full-est_proba-train,Schatten1-full-est_proba-train,regions-pen-est_proba-train,h*-pen-est_proba-train,Schatten1-pen-est_proba-train,01_error-test,loss-test,regions-full-0/1-test,h*-full-0/1-test,Schatten1-full-0/1-test,regions-pen-0/1-test,h*-pen-0/1-test,Schatten1-pen-0/1-test,regions-full-true_label-test,h*-full-true_label-test,Schatten1-full-true_label-test,regions-pen-true_label-test,h*-pen-true_label-test,Schatten1-pen-true_label-test,regions-full-est_label-test,h*-full-est_label-test,Schatten1-full-est_label-test,regions-pen-est_label-test,h*-pen-est_label-test,Schatten1-pen-est_label-test,regions-full-est_proba-test,h*-full-est_proba-test,Schatten1-full-est_proba-test,regions-pen-est_proba-test,h*-pen-est_proba-test,Schatten1-pen-est_proba-test,01_error-ood_22,loss-ood_22,regions-full-0/1-ood_22,h*-full-0/1-ood_22,Schatten1-full-0/1-ood_22,regions-pen-0/1-ood_22,h*-pen-0/1-ood_22,Schatten1-pen-0/1-ood_22,regions-full-true_label-ood_22,h*-full-true_label-ood_22,Schatten1-full-true_label-ood_22,regions-pen-true_label-ood_22,h*-pen-true_label-ood_22,Schatten1-pen-true_label-ood_22,regions-full-est_label-ood_22,h*-full-est_label-ood_22,Schatten1-full-est_label-ood_22,regions-pen-est_label-ood_22,h*-pen-est_label-ood_22,Schatten1-pen-est_label-ood_22,regions-full-est_proba-ood_22,h*-full-est_proba-ood_22,Schatten1-full-est_proba-ood_22,regions-pen-est_proba-ood_22,h*-pen-est_proba-ood_22,Schatten1-pen-est_proba-ood_22,01_error-ood_45,loss-ood_45,regions-full-0/1-ood_45,h*-full-0/1-ood_45,Schatten1-full-0/1-ood_45,regions-pen-0/1-ood_45,h*-pen-0/1-ood_45,Schatten1-pen-0/1-ood_45,regions-full-true_label-ood_45,h*-full-true_label-ood_45,Schatten1-full-true_label-ood_45,regions-pen-true_label-ood_45,h*-pen-true_label-ood_45,Schatten1-pen-true_label-ood_45,regions-full-est_label-ood_45,h*-full-est_label-ood_45,Schatten1-full-est_label-ood_45,regions-pen-est_label-ood_45,h*-pen-est_label-ood_45,Schatten1-pen-est_label-ood_45,regions-full-est_proba-ood_45,h*-full-est_proba-ood_45,Schatten1-full-est_proba-ood_45,regions-pen-est_proba-ood_45,h*-pen-est_proba-ood_45,Schatten1-pen-est_proba-ood_45
depth,0,2181,0.18600000000000005,0.3864517,595,0.595,729.3114065450025,1000,1.0,1000.0,595,0.595,729.3114065450025,1000,1.0,1000.0,595,0.595,729.3114065450025,1000,1.0,1000.0,595,0.5370313052955628,450.9235907834259,1000,0.6877639158840423,612.9646251797676,0.30500000000000005,0.85966015,590,0.59,728.3759037987679,1000,1.0,1000.0,590,0.59,728.3759037987679,1000,1.0,1000.0,590,0.59,728.3759037987679,1000,1.0,1000.0,590,0.5365457721875038,459.56190806650187,1000,0.7024384596956248,629.8892701864243,0.33499999999999996,1.0145122,581,0.581,715.6989599393294,1000,1.0,1000.0,581,0.581,715.6989599393294,1000,1.0,1000.0,581,0.581,715.6989599393294,1000,1.0,1000.0,581,0.5344312638531714,446.7050552830928,1000,0.6890119183853817,617.8180654644966,0.497,1.5928406,585,0.585,718.8523601873407,1000,1.0,1000.0,585,0.585,718.8523601873407,1000,1.0,1000.0,585,0.585,718.8523601873407,1000,1.0,1000.0,585,0.5259859459246361,436.7844757937035,1000,0.6715372152595375,597.7639586925507
depth,0,2601,0.17000000000000004,0.33566976,709,0.709,812.8319062954946,1000,1.0,1000.0,709,0.709,812.8319062954946,1000,1.0,1000.0,709,0.709,812.8319062954946,1000,1.0,1000.0,709,0.6148209771620552,526.2935380558253,1000,0.731183270631776,650.3335890173912,0.33099999999999996,1.710574,711,0.711,811.5430811187273,1000,1.0,1000.0,711,0.711,811.5430811187273,1000,1.0,1000.0,711,0.711,811.5430811187273,1000,1.0,1000.0,711,0.6270123543639425,531.2436051869201,1000,0.7378421545841352,657.9969345927238,0.364,2.0376313,709,0.709,811.4877946781401,1000,1.0,1000.0,709,0.709,811.4877946781401,1000,1.0,1000.0,709,0.709,811.4877946781401,1000,1.0,1000.0,709,0.6136368067139785,516.199222694851,1000,0.7181994515055661,632.1910081505775,0.488,2.894821,735,0.735,831.1797301950219,1000,1.0,1000.0,735,0.735,831.1797301950219,1000,1.0,1000.0,735,0.735,831.1797301950219,1000,1.0,1000.0,735,0.6364434309461148,534.7966973304286,1000,0.7219524912422113,634.9747775197029
depth,0,3021,0.18700000000000006,0.3918595,688,0.688,795.9046608493247,877,0.877,887.13552872566,688,0.688,795.9046608493247,877,0.877,887.13552872566,688,0.688,795.9046608493247,877,0.877,887.13552872566,688,0.61767959433415,513.8798573763253,877,0.6439458204165223,533.4978933492143,0.33499999999999996,1.051349,673,0.673,787.5393599809427,896,0.896,905.2469507659596,673,0.673,787.5393599809427,896,0.896,905.2469507659596,673,0.673,787.5393599809427,896,0.896,905.2469507659596,673,0.5991746360131867,506.5183299683407,896,0.6604264023378775,554.2497739033647,0.351,1.1929209,699,0.699,798.9428353327742,901,0.901,910.0,699,0.699,798.9428353327742,901,0.901,910.0,699,0.699,798.9428353327742,901,0.901,910.0,699,0.6287369492248147,518.5545942287803,901,0.6530413333477643,544.4473538398743,0.489,1.7290955,693,0.693,797.3297974516231,914,0.914,922.3273790530889,693,0.693,797.3297974516231,914,0.914,922.3273790530889,693,0.693,797.3297974516231,914,0.914,922.3273790530889,693,0.607531167602303,498.74922785173374,914,0.6429624029154339,537.9327144019366
depth,0,3441,0.20499999999999996,0.43055305,707,0.707,811.4732286329413,1000,1.0,1000.0,707,0.707,811.4732286329413,1000,1.0,1000.0,707,0.707,811.4732286329413,1000,1.0,1000.0,707,0.5514541076640657,446.5116175090536,1000,0.6220628606691813,549.1339908838272,0.28,0.58918846,719,0.719,820.3905062820704,1000,1.0,1000.0,719,0.719,820.3905062820704,1000,1.0,1000.0,719,0.719,820.3905062820704,1000,1.0,1000.0,719,0.5390243109957491,438.5656059124185,1000,0.6189299965500707,543.6184712052345,0.353,0.75723314,716,0.716,818.9327638697384,1000,1.0,1000.0,716,0.716,818.9327638697384,1000,1.0,1000.0,716,0.716,818.9327638697384,1000,1.0,1000.0,716,0.5492112268100848,439.59605204632334,1000,0.6115853845096356,535.6554586291313,0.511,1.0706528,710,0.71,814.6823666407457,1000,1.0,1000.0,710,0.71,814.6823666407457,1000,1.0,1000.0,710,0.71,814.6823666407457,1000,1.0,1000.0,710,0.5268700344300874,421.29559747064474,1000,0.5977230440773945,520.0271729230881
depth,0,3861,0.20299999999999996,0.40348503,686,0.686,794.850038772662,1000,1.0,1000.0,686,0.686,794.850038772662,1000,1.0,1000.0,686,0.686,794.850038772662,1000,1.0,1000.0,686,0.5536754283561047,474.08053193199873,1000,0.6841971899802031,590.2614479064941,0.31999999999999995,0.88847816,696,0.696,801.2773415759573,1000,1.0,1000.0,696,0.696,801.2773415759573,1000,1.0,1000.0,696,0.696,801.2773415759573,1000,1.0,1000.0,696,0.5657400162124534,482.77461778000753,1000,0.6856883006293576,593.6731032729149,0.366,1.0762495,693,0.693,799.8902550072687,1000,1.0,1000.0,693,0.693,799.8902550072687,1000,1.0,1000.0,693,0.693,799.8902550072687,1000,1.0,1000.0,693,0.5695806070035814,480.0014299062478,1000,0.6833777404119828,590.9622492194176,0.507,1.754513,696,0.696,798.8470468630575,1000,1.0,1000.0,696,0.696,798.8470468630575,1000,1.0,1000.0,696,0.696,798.8470468630575,1000,1.0,1000.0,696,0.5718997760313961,474.9590798250622,1000,0.6711721914109374,580.6530581712723
depth,0,4281,0.21599999999999997,0.4331409,636,0.636,760.2697626727837,1000,1.0,1000.0,636,0.636,760.2697626727837,1000,1.0,1000.0,636,0.636,760.2697626727837,1000,1.0,1000.0,636,0.5455061473714603,452.6937806972899,1000,0.6613682196814913,569.8541093468666,0.30500000000000005,0.9863718,599,0.599,735.9032981871602,1000,1.0,1000.0,599,0.599,735.9032981871602,1000,1.0,1000.0,599,0.599,735.9032981871602,1000,1.0,1000.0,599,0.5144561671881278,437.38029488905306,1000,0.6771006880508355,583.2229527831078,0.349,1.3677175,582,0.582,722.2966146112938,1000,1.0,1000.0,582,0.582,722.2966146112938,1000,1.0,1000.0,582,0.582,722.2966146112938,1000,1.0,1000.0,582,0.49033595331799296,406.12656607732134,1000,0.6379400507658873,542.5059258937836,0.51,2.0850224,611,0.611,741.0560613683379,1000,1.0,1000.0,611,0.611,741.0560613683379,1000,1.0,1000.0,611,0.611,741.0560613683379,1000,1.0,1000.0,611,0.5074394964968614,415.0576928842186,1000,0.6332726026306664,536.0711864233017
depth,0,4701,0.20699999999999996,0.4053567,778,0.778,862.2220079366044,1000,1.0,1000.0,778,0.778,862.2220079366044,1000,1.0,1000.0,778,0.778,862.2220079366044,1000,1.0,1000.0,778,0.5884568378727683,486.2709928963979,1000,0.6539994115854982,566.0431079268456,0.29000000000000004,0.7677688,765,0.765,851.03501915399,1000,1.0,1000.0,765,0.765,851.03501915399,1000,1.0,1000.0,765,0.765,851.03501915399,1000,1.0,1000.0,765,0.6016497204287676,499.9464668719028,1000,0.6745123101958366,589.6160508394241,0.355,0.99170554,786,0.786,864.7667669727748,1000,1.0,1000.0,786,0.786,864.7667669727748,1000,1.0,1000.0,786,0.786,864.7667669727748,1000,1.0,1000.0,786,0.5918335452600225,485.56797650411283,1000,0.6533258066154252,564.9232433438301,0.523,1.4511081,788,0.788,867.0811070760311,1000,1.0,1000.0,788,0.788,867.0811070760311,1000,1.0,1000.0,788,0.788,867.0811070760311,1000,1.0,1000.0,788,0.5775550707738872,473.7945907021447,1000,0.6339801884866615,546.1290473341942
depth,0,5121,0.20199999999999996,0.43534836,759,0.759,848.8972002137164,906,0.906,914.7467943448089,759,0.759,848.8972002137164,906,0.906,914.7467943448089,759,0.759,848.8972002137164,906,0.906,914.7467943448089,759,0.5578728393025912,456.25756631693514,906,0.596597444328967,505.12909013300856,0.30400000000000005,0.70572275,776,0.776,859.054668130263,919,0.919,927.0553851381374,776,0.776,859.054668130263,919,0.919,927.0553851381374,776,0.776,859.054668130263,919,0.919,927.0553851381374,776,0.555372150749494,459.60802440686274,919,0.6070963361186309,519.2797956777414,0.368,0.81217486,772,0.772,854.4532369204915,900,0.9,909.0498756211209,772,0.772,854.4532369204915,900,0.9,909.0498756211209,772,0.772,854.4532369204915,900,0.9,909.0498756211209,772,0.5411681858658298,443.5952888879706,900,0.5800491642882979,484.7573237627478,0.496,1.1217109,803,0.803,875.9713147264789,910,0.91,918.5393920141695,803,0.803,875.9713147264789,910,0.91,918.5393920141695,803,0.803,875.9713147264789,910,0.91,918.5393920141695,803,0.5533779686233746,458.0510544371548,910,0.582157433671503,493.57114597183465
depth,0,5541,0.28700000000000003,0.50311863,791,0.791,865.3547216901854,998,0.998,998.7320508075688,791,0.791,865.3547216901854,998,0.998,998.7320508075688,791,0.791,865.3547216901854,998,0.998,998.7320508075688,791,0.47995297192597736,383.84628279361874,998,0.5317622504894325,436.44618381045444,0.30600000000000005,0.68648756,798,0.798,870.8839169306609,993,0.993,994.8284271247462,798,0.798,870.8839169306609,993,0.993,994.8284271247462,798,0.798,870.8839169306609,993,0.993,994.8284271247462,798,0.4711703924612068,379.54057934396695,993,0.5240936485575468,431.8371669627952,0.359,0.7712229,794,0.794,869.8582360496221,991,0.991,993.1622776601683,794,0.794,869.8582360496221,991,0.991,993.1622776601683,794,0.794,869.8582360496221,991,0.991,993.1622776601683,794,0.4643474356351801,368.71464643573444,991,0.5011935635799422,411.51338869831443,0.516,1.060378,813,0.813,880.8610352344452,996,0.996,997.2360679774997,813,0.813,880.8610352344452,996,0.996,997.2360679774997,813,0.813,880.8610352344452,996,0.996,997.2360679774997,813,0.4740567226545034,372.6910518025793,996,0.4972765204349111,407.25183779611905
depth,0,5961,0.244,0.47589374,737,0.737,830.8800745198363,1000,1.0,1000.0,737,0.737,830.8800745198363,1000,1.0,1000.0,737,0.737,830.8800745198363,1000,1.0,1000.0,737,0.5530541812297128,466.4860733260507,1000,0.6423408187098161,577.9876446723938,0.32199999999999995,0.82735616,720,0.72,819.23018438212,1000,1.0,1000.0,720,0.72,819.23018438212,1000,1.0,1000.0,720,0.72,819.23018438212,1000,1.0,1000.0,720,0.5403954163205422,454.0221922970982,1000,0.6356543330560357,573.426656126976,0.348,0.9358402,730,0.73,825.9517669283218,1000,1.0,1000.0,730,0.73,825.9517669283218,1000,1.0,1000.0,730,0.73,825.9517669283218,1000,1.0,1000.0,730,0.5240489766267629,439.3823430084763,1000,0.6147015024808126,548.3540208935738,0.5,1.3533846,743,0.743,832.9391720587778,1000,1.0,1000.0,743,0.743,832.9391720587778,1000,1.0,1000.0,743,0.743,832.9391720587778,1000,1.0,1000.0,743,0.5332341070181505,443.83495336198285,1000,0.6100957061625553,546.5714380145073
depth,0,6381,0.20299999999999996,0.43950644,696,0.696,799.084397410629,1000,1.0,1000.0,696,0.696,799.084397410629,1000,1.0,1000.0,696,0.696,799.084397410629,1000,1.0,1000.0,696,0.5431366720590574,438.75233450952317,1000,0.6319128109979298,567.010093331337,0.30600000000000005,0.6495316,702,0.702,802.2818677291693,1000,1.0,1000.0,702,0.702,802.2818677291693,1000,1.0,1000.0,702,0.702,802.2818677291693,1000,1.0,1000.0,702,0.5418540702317558,436.3743613081145,1000,0.6271034498881402,562.0362551212311,0.381,0.8085329,735,0.735,822.1962806042253,1000,1.0,1000.0,735,0.735,822.1962806042253,1000,1.0,1000.0,735,0.735,822.1962806042253,1000,1.0,1000.0,735,0.5497643025614731,440.5737851072889,1000,0.6178563222513217,550.7011523842812,0.519,1.0691402,735,0.735,825.3846847682125,1000,1.0,1000.0,735,0.735,825.3846847682125,1000,1.0,1000.0,735,0.735,825.3846847682125,1000,1.0,1000.0,735,0.5337993725450839,432.3370103186482,1000,0.6096978258443002,541.2120815515518
depth,0,6801,0.253,0.45771775,648,0.648,763.8738902835262,1000,1.0,1000.0,648,0.648,763.8738902835262,1000,1.0,1000.0,648,0.648,763.8738902835262,1000,1.0,1000.0,648,0.467584640310161,393.6962813314513,1000,0.6140570931878101,498.0481307506561,0.265,1.1909165,638,0.638,757.2908343561214,1000,1.0,1000.0,638,0.638,757.2908343561214,1000,1.0,1000.0,638,0.638,757.2908343561214,1000,1.0,1000.0,638,0.455708500077877,380.9234415557738,1000,0.6085666112420569,492.22619342803955,0.32699999999999996,1.2953459,634,0.634,749.8679453455992,1000,1.0,1000.0,634,0.634,749.8679453455992,1000,1.0,1000.0,634,0.634,749.8679453455992,1000,1.0,1000.0,634,0.44656319526779525,365.95280814250737,1000,0.5826309014435104,462.8959938287735,0.497,1.767611,654,0.654,765.8109656696295,1000,1.0,1000.0,654,0.654,765.8109656696295,1000,1.0,1000.0,654,0.654,765.8109656696295,1000,1.0,1000.0,654,0.4391889526620119,361.610020691748,1000,0.5803290691779122,455.28131860494614
depth,0,7221,0.243,0.43117145,654,0.654,764.2357509754308,971,0.971,977.5832766397377,654,0.654,764.2357509754308,971,0.971,977.5832766397377,654,0.654,764.2357509754308,971,0.971,977.5832766397377,654,0.39783349133506274,375.6470350776668,971,0.5908531806120567,484.78643618000797,0.29900000000000004,1.76055,645,0.645,757.9698763826011,983,0.983,987.327804920294,645,0.645,757.9698763826011,983,0.983,987.327804920294,645,0.645,757.9698763826011,983,0.983,987.327804920294,645,0.39595212637040356,374.8369518823964,983,0.6064326770158944,502.58984556691075,0.353,2.338777,668,0.668,777.7516424435616,975,0.975,981.0038969131322,668,0.668,777.7516424435616,975,0.975,981.0038969131322,668,0.668,777.7516424435616,975,0.975,981.0038969131322,668,0.4177180151475836,388.7192788035977,975,0.5757091451890463,480.9070504974509,0.498,3.2292674,658,0.658,770.4494545623986,984,0.984,987.9907047849146,658,0.658,770.4494545623986,984,0.984,987.9907047849146,658,0.658,770.4494545623986,984,0.984,987.9907047849146,658,0.4026106830897579,369.230199645064,984,0.5702178042438275,465.3544227260091
depth,0,7641,0.20699999999999996,0.3892293,784,0.784,862.4906109712099,1000,1.0,1000.0,784,0.784,862.4906109712099,1000,1.0,1000.0,784,0.784,862.4906109712099,1000,1.0,1000.0,784,0.6015266052984655,502.5543840261068,1000,0.6710390870730315,578.6300178170204,0.29600000000000004,2.0509536,806,0.806,878.2556734341662,1000,1.0,1000.0,806,0.806,878.2556734341662,1000,1.0,1000.0,806,0.806,878.2556734341662,1000,1.0,1000.0,806,0.6099740481373129,506.774535054582,1000,0.6723831956917815,579.4994165301323,0.348,2.0761905,788,0.788,865.1234665238183,1000,1.0,1000.0,788,0.788,865.1234665238183,1000,1.0,1000.0,788,0.788,865.1234665238183,1000,1.0,1000.0,788,0.5972334424630728,495.8879172251052,1000,0.6629022379419035,566.8363266587257,0.488,2.7044659,796,0.796,871.6968024701748,1000,1.0,1000.0,796,0.796,871.6968024701748,1000,1.0,1000.0,796,0.796,871.6968024701748,1000,1.0,1000.0,796,0.5911573353412255,486.68045557511203,1000,0.6512435324288222,556.2891706824303
width,1,11,0.5,0.69314736,2,0.002,44.709522919900095,1,0.001,31.622776601683793,2,0.002,44.709522919900095,1,0.001,31.622776601683793,2,0.002,44.709522919900095,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0,0.5,0.69314736,2,0.002,44.69233303411846,1,0.001,31.622776601683793,2,0.002,44.69233303411846,1,0.001,31.622776601683793,2,0.002,44.69233303411846,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0,0.5,0.69314736,2,0.002,44.71632698136567,1,0.001,31.622776601683793,2,0.002,44.71632698136567,1,0.001,31.622776601683793,2,0.002,44.71632698136567,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0,0.5,0.69314736,2,0.002,44.69984507131353,1,0.001,31.622776601683793,2,0.002,44.69984507131353,1,0.001,31.622776601683793,2,0.002,44.69984507131353,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0
width,1,27,0.377,0.6055994,9,0.009,80.1468729067512,372,0.372,402.53179428100754,9,0.009,80.1468729067512,372,0.372,402.53179428100754,9,0.009,80.1468729067512,372,0.372,402.53179428100754,9,0.008968700637301498,25.883033899629503,372,0.30914973296471104,184.4697075451277,0.402,0.62611014,9,0.009,79.42929829006962,370,0.37,400.70463909902804,9,0.009,79.42929829006962,370,0.37,400.70463909902804,9,0.009,79.42929829006962,370,0.37,400.70463909902804,9,0.008684974789575618,26.010763879019166,370,0.3105352198890191,188.6539084021586,0.43400000000000005,0.679252,8,0.008,77.27096165745218,363,0.363,393.58745274507294,8,0.008,77.27096165745218,363,0.363,393.58745274507294,8,0.008,77.27096165745218,363,0.363,393.58745274507294,8,0.008,24.95748349509236,363,0.30028007305351884,178.55051470820902,0.503,0.81761193,10,0.01,79.42401601757156,364,0.364,394.6350373832406,10,0.01,79.42401601757156,364,0.364,394.6350373832406,10,0.01,79.42401601757156,364,0.364,394.6350373832406,10,0.009369949579151238,25.98785950601156,364,0.3166445834161519,188.2344378750933
width,1,49,0.5,0.6931472,15,0.015,104.75113809716508,1,0.001,31.622776601683793,15,0.015,104.75113809716508,1,0.001,31.622776601683793,15,0.015,104.75113809716508,1,0.001,31.622776601683793,15,8.344650268554688e-07,8.741116126539177e-05,1,8.344650268554686e-07,2.6388101126168554e-05,0.5,0.69314724,16,0.016,106.15792658487133,1,0.001,31.622776601683793,16,0.016,106.15792658487133,1,0.001,31.622776601683793,16,0.016,106.15792658487133,1,0.001,31.622776601683793,16,8.344650268554688e-07,8.858507705856554e-05,1,8.344650268554686e-07,2.6388101126168554e-05,0.5,0.69314724,15,0.015,105.41767241996537,1,0.001,31.622776601683793,15,0.015,105.41767241996537,1,0.001,31.622776601683793,15,0.015,105.41767241996537,1,0.001,31.622776601683793,15,8.344650268554688e-07,8.796736084696741e-05,1,8.344650268554686e-07,2.6388101126168554e-05,0.5,0.69314724,16,0.016,107.52404588109964,1,0.001,31.622776601683793,16,0.016,107.52404588109964,1,0.001,31.622776601683793,16,0.016,107.52404588109964,1,0.001,31.622776601683793,16,8.344650268554688e-07,8.972505583378047e-05,1,8.344650268554686e-07,2.6388101126168554e-05
width,1,77,0.42200000000000004,0.65981215,15,0.015,107.02557809335514,526,0.526,546.7944947177034,15,0.015,107.02557809335514,526,0.526,546.7944947177034,15,0.015,107.02557809335514,526,0.526,546.7944947177034,15,0.015,16.9383151285336,526,0.17696206756109084,115.01292288529638,0.403,0.6510718,15,0.015,105.8513722474997,514,0.514,535.0680764907139,15,0.015,105.8513722474997,514,0.514,535.0680764907139,15,0.015,105.8513722474997,514,0.514,535.0680764907139,15,0.015,16.51485210026078,514,0.17667885276731815,110.28276217524953,0.44699999999999995,0.68423104,15,0.015,104.78671195606705,526,0.526,546.7944947177034,15,0.015,104.78671195606705,526,0.526,546.7944947177034,15,0.015,104.78671195606705,526,0.526,546.7944947177034,15,0.015,16.73892522031366,526,0.174553012709663,114.81570124852422,0.525,0.74151874,16,0.016,105.29954492475731,511,0.511,532.1359436211786,16,0.016,105.29954492475731,511,0.511,532.1359436211786,16,0.016,105.29954492475731,511,0.511,532.1359436211786,16,0.016,16.812290970833082,511,0.18576987759113922,116.50671107785453
width,1,111,0.271,0.50127876,66,0.066,198.2971471240772,1000,1.0,1000.0,66,0.066,198.2971471240772,1000,1.0,1000.0,66,0.066,198.2971471240772,1000,1.0,1000.0,66,0.066,110.86571897031543,1000,0.5693767251544473,478.75099021196365,0.271,0.5649191,65,0.065,198.68119930276615,1000,1.0,1000.0,65,0.065,198.68119930276615,1000,1.0,1000.0,65,0.065,198.68119930276615,1000,1.0,1000.0,65,0.065,114.10208882817138,1000,0.5774642586328572,482.56106358766556,0.33599999999999997,0.7335374,60,0.06,190.24215106542172,1000,1.0,1000.0,60,0.06,190.24215106542172,1000,1.0,1000.0,60,0.06,190.24215106542172,1000,1.0,1000.0,60,0.06,103.8841270275797,1000,0.551402320791313,457.5925201177597,0.514,1.0371823,60,0.06,189.9407598858116,1000,1.0,1000.0,60,0.06,189.9407598858116,1000,1.0,1000.0,60,0.06,189.9407598858116,1000,1.0,1000.0,60,0.06,101.83715829674962,1000,0.5393099611446454,446.2553278207779
width,1,151,0.26,0.49865073,76,0.076,219.5746414850958,1000,1.0,1000.0,76,0.076,219.5746414850958,1000,1.0,1000.0,76,0.076,219.5746414850958,1000,1.0,1000.0,76,0.076,121.21378780935513,1000,0.5709268014727115,481.3183442950249,0.262,0.53985286,71,0.071,215.98342836782527,1000,1.0,1000.0,71,0.071,215.98342836782527,1000,1.0,1000.0,71,0.071,215.98342836782527,1000,1.0,1000.0,71,0.071,119.47582354188103,1000,0.5747138681600943,480.59421622753143,0.33599999999999997,0.66371876,70,0.07,215.9317315567026,1000,1.0,1000.0,70,0.07,215.9317315567026,1000,1.0,1000.0,70,0.07,215.9317315567026,1000,1.0,1000.0,70,0.07,116.25565754067831,1000,0.5522757638008619,456.25566816329956,0.528,0.9601117,69,0.069,213.77944683912673,1000,1.0,1000.0,69,0.069,213.77944683912673,1000,1.0,1000.0,69,0.069,213.77944683912673,1000,1.0,1000.0,69,0.069,113.31988268635497,1000,0.5404198934952835,448.6773583292961
width,1,197,0.248,0.4826687,113,0.113,272.9333355166492,1000,1.0,1000.0,113,0.113,272.9333355166492,1000,1.0,1000.0,113,0.113,272.9333355166492,1000,1.0,1000.0,113,0.113,155.3153143574384,1000,0.5944658599045597,498.21529138088226,0.28900000000000003,0.57494396,100,0.1,260.55726881205914,1000,1.0,1000.0,100,0.1,260.55726881205914,1000,1.0,1000.0,100,0.1,260.55726881205914,1000,1.0,1000.0,100,0.0994377341543896,145.21085820908382,1000,0.5912968636347331,500.80399054288864,0.351,0.7041183,105,0.105,260.54033773497434,1000,1.0,1000.0,105,0.105,260.54033773497434,1000,1.0,1000.0,105,0.105,260.54033773497434,1000,1.0,1000.0,105,0.1042280761277622,142.53506246453156,1000,0.5626726667873853,467.610247194767,0.51,1.0256369,108,0.108,264.62978929631754,1000,1.0,1000.0,108,0.108,264.62978929631754,1000,1.0,1000.0,108,0.108,264.62978929631754,1000,1.0,1000.0,108,0.108,144.19114854029095,1000,0.5593100933084575,466.1147249341011
width,1,249,0.269,0.4979627,119,0.119,286.52712929902094,1000,1.0,1000.0,119,0.119,286.52712929902094,1000,1.0,1000.0,119,0.119,286.52712929902094,1000,1.0,1000.0,119,0.11864604650772838,162.43434839003467,1000,0.5773284694156999,482.1706842780113,0.28400000000000003,0.6034671,108,0.108,277.7785665922846,1000,1.0,1000.0,108,0.108,277.7785665922846,1000,1.0,1000.0,108,0.108,277.7785665922846,1000,1.0,1000.0,108,0.108,153.91535601664228,1000,0.5771100553090583,475.3855556845665,0.33899999999999997,0.71663874,116,0.116,283.63380701024596,1000,1.0,1000.0,116,0.116,283.63380701024596,1000,1.0,1000.0,116,0.116,283.63380701024596,1000,1.0,1000.0,116,0.11555443015168589,158.45759604357744,1000,0.5598083500853086,461.5091579556465,0.502,1.0018624,112,0.112,276.1475355240635,1000,1.0,1000.0,112,0.112,276.1475355240635,1000,1.0,1000.0,112,0.112,276.1475355240635,1000,1.0,1000.0,112,0.112,150.08448764947926,1000,0.5454435676433439,446.43658155202866
width,1,307,0.245,0.47610047,136,0.136,296.6585897887393,1000,1.0,1000.0,136,0.136,296.6585897887393,1000,1.0,1000.0,136,0.136,296.6585897887393,1000,1.0,1000.0,136,0.13347989932666368,172.0759611827304,1000,0.5964415817552984,512.899117231369,0.29500000000000004,0.6157196,154,0.154,313.94015617275676,1000,1.0,1000.0,154,0.154,313.94015617275676,1000,1.0,1000.0,154,0.154,313.94015617275676,1000,1.0,1000.0,154,0.15172185376751718,179.40113866992942,1000,0.6054700333761305,519.2787379622459,0.32799999999999996,0.8179088,144,0.144,306.8442446448515,1000,1.0,1000.0,144,0.144,306.8442446448515,1000,1.0,1000.0,144,0.144,306.8442446448515,1000,1.0,1000.0,144,0.13959996100323266,168.54472237476702,1000,0.5817691122171558,485.48727184534073,0.509,1.3402114,146,0.146,306.5242948648833,1000,1.0,1000.0,146,0.146,306.5242948648833,1000,1.0,1000.0,146,0.146,306.5242948648833,1000,1.0,1000.0,146,0.13977959384911576,163.63626510378532,1000,0.5727784766688209,483.7138459086418
width,1,371,0.22099999999999997,0.44518942,229,0.229,409.0710354513305,1000,1.0,1000.0,229,0.229,409.0710354513305,1000,1.0,1000.0,229,0.229,409.0710354513305,1000,1.0,1000.0,229,0.22127290418187406,235.45237734437913,1000,0.6269779465982189,540.2246922850609,0.30300000000000005,0.70178777,220,0.22,400.61338083622246,1000,1.0,1000.0,220,0.22,400.61338083622246,1000,1.0,1000.0,220,0.22,400.61338083622246,1000,1.0,1000.0,220,0.21471257176842104,235.73971714810497,1000,0.6387706615409755,554.2198193669319,0.33999999999999997,0.8431575,237,0.237,415.90235794995493,1000,1.0,1000.0,237,0.237,415.90235794995493,1000,1.0,1000.0,237,0.237,415.90235794995493,1000,1.0,1000.0,237,0.22956719180524382,242.36592248892742,1000,0.6192736873884649,530.1955034732819,0.488,1.1446472,229,0.229,402.05642251431203,1000,1.0,1000.0,229,0.229,402.05642251431203,1000,1.0,1000.0,229,0.229,402.05642251431203,1000,1.0,1000.0,229,0.22606048712728902,230.93440737465525,1000,0.6058134936444256,519.8963459730148
