Architecture,run,n_parameters,01_error-train,loss-train,regions-full-0/1-train,h*-full-0/1-train,Schatten1-full-0/1-train,regions-pen-0/1-train,h*-pen-0/1-train,Schatten1-pen-0/1-train,regions-full-true_label-train,h*-full-true_label-train,Schatten1-full-true_label-train,regions-pen-true_label-train,h*-pen-true_label-train,Schatten1-pen-true_label-train,regions-full-est_label-train,h*-full-est_label-train,Schatten1-full-est_label-train,regions-pen-est_label-train,h*-pen-est_label-train,Schatten1-pen-est_label-train,regions-full-est_proba-train,h*-full-est_proba-train,Schatten1-full-est_proba-train,regions-pen-est_proba-train,h*-pen-est_proba-train,Schatten1-pen-est_proba-train,01_error-test,loss-test,regions-full-0/1-test,h*-full-0/1-test,Schatten1-full-0/1-test,regions-pen-0/1-test,h*-pen-0/1-test,Schatten1-pen-0/1-test,regions-full-true_label-test,h*-full-true_label-test,Schatten1-full-true_label-test,regions-pen-true_label-test,h*-pen-true_label-test,Schatten1-pen-true_label-test,regions-full-est_label-test,h*-full-est_label-test,Schatten1-full-est_label-test,regions-pen-est_label-test,h*-pen-est_label-test,Schatten1-pen-est_label-test,regions-full-est_proba-test,h*-full-est_proba-test,Schatten1-full-est_proba-test,regions-pen-est_proba-test,h*-pen-est_proba-test,Schatten1-pen-est_proba-test,01_error-ood_22,loss-ood_22,regions-full-0/1-ood_22,h*-full-0/1-ood_22,Schatten1-full-0/1-ood_22,regions-pen-0/1-ood_22,h*-pen-0/1-ood_22,Schatten1-pen-0/1-ood_22,regions-full-true_label-ood_22,h*-full-true_label-ood_22,Schatten1-full-true_label-ood_22,regions-pen-true_label-ood_22,h*-pen-true_label-ood_22,Schatten1-pen-true_label-ood_22,regions-full-est_label-ood_22,h*-full-est_label-ood_22,Schatten1-full-est_label-ood_22,regions-pen-est_label-ood_22,h*-pen-est_label-ood_22,Schatten1-pen-est_label-ood_22,regions-full-est_proba-ood_22,h*-full-est_proba-ood_22,Schatten1-full-est_proba-ood_22,regions-pen-est_proba-ood_22,h*-pen-est_proba-ood_22,Schatten1-pen-est_proba-ood_22,01_error-ood_45,loss-ood_45,regions-full-0/1-ood_45,h*-full-0/1-ood_45,Schatten1-full-0/1-ood_45,regions-pen-0/1-ood_45,h*-pen-0/1-ood_45,Schatten1-pen-0/1-ood_45,regions-full-true_label-ood_45,h*-full-true_label-ood_45,Schatten1-full-true_label-ood_45,regions-pen-true_label-ood_45,h*-pen-true_label-ood_45,Schatten1-pen-true_label-ood_45,regions-full-est_label-ood_45,h*-full-est_label-ood_45,Schatten1-full-est_label-ood_45,regions-pen-est_label-ood_45,h*-pen-est_label-ood_45,Schatten1-pen-est_label-ood_45,regions-full-est_proba-ood_45,h*-full-est_proba-ood_45,Schatten1-full-est_proba-ood_45,regions-pen-est_proba-ood_45,h*-pen-est_proba-ood_45,Schatten1-pen-est_proba-ood_45
depth,4,3021,0.22799999999999998,0.43338758,587,0.587,723.2321385871252,1000,1.0,1000.0,587,0.587,723.2321385871252,1000,1.0,1000.0,587,0.587,723.2321385871252,1000,1.0,1000.0,587,0.5138204192735177,412.61797263578734,1000,0.6265127439937261,535.1215778589249,0.31200000000000006,0.6912087,574,0.574,711.3228219640387,1000,1.0,1000.0,574,0.574,711.3228219640387,1000,1.0,1000.0,574,0.574,711.3228219640387,1000,1.0,1000.0,574,0.48124513071952013,389.35886970511604,1000,0.6178638671863187,520.3635376691818,0.356,0.8130104,560,0.56,698.6598952379966,1000,1.0,1000.0,560,0.56,698.6598952379966,1000,1.0,1000.0,560,0.56,698.6598952379966,1000,1.0,1000.0,560,0.48146683283801106,390.0734134547774,1000,0.6195376849588317,524.8601021170616,0.51,1.1629225,564,0.564,701.5329590800341,1000,1.0,1000.0,564,0.564,701.5329590800341,1000,1.0,1000.0,564,0.564,701.5329590800341,1000,1.0,1000.0,564,0.4679952259892909,370.07455093961045,1000,0.589035824628317,489.0529083609581
depth,4,3441,0.21199999999999997,0.42327845,780,0.78,859.6811517282706,1000,1.0,1000.0,780,0.78,859.6811517282706,1000,1.0,1000.0,780,0.78,859.6811517282706,1000,1.0,1000.0,780,0.6107563084135862,516.4348304160212,1000,0.6849959245532921,603.6433502435684,0.32099999999999995,1.1461414,778,0.778,857.3733791860182,1000,1.0,1000.0,778,0.778,857.3733791860182,1000,1.0,1000.0,778,0.778,857.3733791860182,1000,1.0,1000.0,778,0.6231269272321656,521.448761882403,1000,0.6912610706130791,613.1983780264854,0.35,1.4335502,767,0.767,852.5115772234972,1000,1.0,1000.0,767,0.767,852.5115772234972,1000,1.0,1000.0,767,0.767,852.5115772234972,1000,1.0,1000.0,767,0.599670379776787,501.7781024169853,1000,0.668957583182065,585.3182138800621,0.525,2.2402105,804,0.804,878.9281170663062,1000,1.0,1000.0,804,0.804,878.9281170663062,1000,1.0,1000.0,804,0.804,878.9281170663062,1000,1.0,1000.0,804,0.6084229842081372,504.3832790791695,1000,0.6530124124659216,570.7979604005814
depth,4,3861,0.21099999999999997,0.39534545,768,0.768,850.2623909964864,999,0.999,999.4142135623731,768,0.768,850.2623909964864,999,0.999,999.4142135623731,768,0.768,850.2623909964864,999,0.999,999.4142135623731,768,0.5534277114518854,471.4607882411434,999,0.659468252118964,554.961312171926,0.31999999999999995,0.99172556,763,0.763,848.7682541195552,998,0.998,998.7320508075688,763,0.763,848.7682541195552,998,0.998,998.7320508075688,763,0.763,848.7682541195552,998,0.998,998.7320508075688,763,0.5558920266484569,474.13522222383455,998,0.6645648363586645,564.0407788793624,0.372,1.6525592,763,0.763,847.3139924161026,1000,1.0,1000.0,763,0.763,847.3139924161026,1000,1.0,1000.0,763,0.763,847.3139924161026,1000,1.0,1000.0,763,0.5536028620184824,465.31987684258723,1000,0.6483804949146839,544.2113260030746,0.51,2.9571078,752,0.752,838.9163384407162,997,0.997,998.0,752,0.752,838.9163384407162,997,0.997,998.0,752,0.752,838.9163384407162,997,0.997,998.0,752,0.5404336428778933,449.0390264089115,997,0.6305424143107826,521.6353613734245
depth,4,4281,0.18999999999999995,0.3791485,774,0.774,855.3715835804055,1000,1.0,1000.0,774,0.774,855.3715835804055,1000,1.0,1000.0,774,0.774,855.3715835804055,1000,1.0,1000.0,774,0.6517872796291413,548.3861629519532,1000,0.7103400287530774,643.2908765673637,0.32799999999999996,0.903751,775,0.775,856.020621819723,1000,1.0,1000.0,775,0.775,856.020621819723,1000,1.0,1000.0,775,0.775,856.020621819723,1000,1.0,1000.0,775,0.6267806526322481,534.031456231845,1000,0.7049537935071041,636.0217437744141,0.345,1.0929246,766,0.766,849.5922383975916,1000,1.0,1000.0,766,0.766,849.5922383975916,1000,1.0,1000.0,766,0.766,849.5922383975916,1000,1.0,1000.0,766,0.6236993388497686,518.2251640804534,1000,0.6817181403515079,609.5347471833229,0.495,1.7582651,779,0.779,857.5876965253372,1000,1.0,1000.0,779,0.779,857.5876965253372,1000,1.0,1000.0,779,0.779,857.5876965253372,1000,1.0,1000.0,779,0.6322569955716011,524.0240938386714,1000,0.6825258595065299,613.6868838071823
depth,4,4701,0.21499999999999997,0.44439942,705,0.705,807.7831268107582,1000,1.0,1000.0,705,0.705,807.7831268107582,1000,1.0,1000.0,705,0.705,807.7831268107582,1000,1.0,1000.0,705,0.5700886783142094,455.57367544564573,1000,0.625783126576928,558.9794092178345,0.29100000000000004,0.6534934,724,0.724,821.1886601474566,1000,1.0,1000.0,724,0.724,821.1886601474566,1000,1.0,1000.0,724,0.724,821.1886601474566,1000,1.0,1000.0,724,0.5562385802985212,450.3082137835741,1000,0.6244622147088955,552.9517511725426,0.34099999999999997,0.7911096,698,0.698,806.2833731195656,1000,1.0,1000.0,698,0.698,806.2833731195656,1000,1.0,1000.0,698,0.698,806.2833731195656,1000,1.0,1000.0,698,0.5552757093561362,444.4784177616653,1000,0.617131955626652,548.8719587922096,0.502,1.1341665,718,0.718,814.9934782660707,1000,1.0,1000.0,718,0.718,814.9934782660707,1000,1.0,1000.0,718,0.718,814.9934782660707,1000,1.0,1000.0,718,0.5501036323701413,436.95628922134864,1000,0.597090757374,526.8347708582878
depth,4,5121,0.243,0.45933756,692,0.692,798.0505885011929,1000,1.0,1000.0,692,0.692,798.0505885011929,1000,1.0,1000.0,692,0.692,798.0505885011929,1000,1.0,1000.0,692,0.5289373724349438,439.0900062008415,1000,0.615189207231798,549.1450618505478,0.33599999999999997,0.73696786,708,0.708,807.2569536367837,1000,1.0,1000.0,708,0.708,807.2569536367837,1000,1.0,1000.0,708,0.708,807.2569536367837,1000,1.0,1000.0,708,0.5328860533109986,442.6157271744747,1000,0.6163364586327369,547.3060772418976,0.353,0.86375946,684,0.684,789.2431998687423,1000,1.0,1000.0,684,0.684,789.2431998687423,1000,1.0,1000.0,684,0.684,789.2431998687423,1000,1.0,1000.0,684,0.5178775098268474,428.6156634858499,1000,0.6057888132248681,538.9834595322609,0.523,1.3408453,688,0.688,795.3610622718613,1000,1.0,1000.0,688,0.688,795.3610622718613,1000,1.0,1000.0,688,0.688,795.3610622718613,1000,1.0,1000.0,688,0.507562276151298,416.83140423682147,1000,0.5911540297133976,523.5353105068207
depth,4,5541,0.274,0.4871719,802,0.802,872.6702144718009,986,0.986,989.6457513110646,802,0.802,872.6702144718009,986,0.986,989.6457513110646,802,0.802,872.6702144718009,986,0.986,989.6457513110646,802,0.4252828284934608,343.72162119389236,986,0.520602684481935,405.50953964116593,0.272,0.60304147,772,0.772,851.2262743542245,983,0.983,986.9777253642737,772,0.772,851.2262743542245,983,0.983,986.9777253642737,772,0.772,851.2262743542245,983,0.983,986.9777253642737,772,0.4027811178309223,331.8539564912313,983,0.5180741767613111,403.2958114702161,0.33799999999999997,0.79158294,803,0.803,875.8906200750478,988,0.988,991.1622776601683,803,0.803,875.8906200750478,988,0.988,991.1622776601683,803,0.803,875.8906200750478,988,0.988,991.1622776601683,803,0.40484379828394523,322.82170855893395,988,0.4916903049168848,380.8641219603397,0.492,1.0607837,823,0.823,886.4559412428127,982,0.982,986.2925287398839,823,0.823,886.4559412428127,982,0.982,986.2925287398839,823,0.823,886.4559412428127,982,0.982,986.2925287398839,823,0.38663460528127047,313.00370389703903,982,0.4611996622637208,361.1261962821553
depth,4,5961,0.19999999999999996,0.41418633,743,0.743,831.5502198736183,1000,1.0,1000.0,743,0.743,831.5502198736183,1000,1.0,1000.0,743,0.743,831.5502198736183,1000,1.0,1000.0,743,0.5689494651384102,485.54469264657445,1000,0.674329842755971,598.9531147480011,0.32299999999999995,0.72744864,753,0.753,838.0128047011992,1000,1.0,1000.0,753,0.753,838.0128047011992,1000,1.0,1000.0,753,0.753,838.0128047011992,1000,1.0,1000.0,753,0.5550411095863921,475.59474045160675,1000,0.668047810590541,588.6217753887177,0.381,0.8895721,762,0.762,846.4489626876579,1000,1.0,1000.0,762,0.762,846.4489626876579,1000,1.0,1000.0,762,0.762,846.4489626876579,1000,1.0,1000.0,762,0.5679064601046648,482.431766185215,1000,0.6596755923849794,578.3341599106789,0.531,1.2988839,774,0.774,853.2458627680355,1000,1.0,1000.0,774,0.774,853.2458627680355,1000,1.0,1000.0,774,0.774,853.2458627680355,1000,1.0,1000.0,774,0.5437967435706721,464.0272101208917,1000,0.6427142136383798,558.661467730999
depth,4,6381,0.269,0.45188105,735,0.735,828.0114505117203,944,0.944,950.8975283359209,735,0.735,828.0114505117203,944,0.944,950.8975283359209,735,0.735,828.0114505117203,944,0.944,950.8975283359209,735,0.4779552434569069,388.1757595037877,944,0.554514164049778,439.49354817922017,0.277,0.9529819,744,0.744,835.5697863786761,941,0.941,948.5498344352708,744,0.744,835.5697863786761,941,0.941,948.5498344352708,744,0.744,835.5697863786761,941,0.941,948.5498344352708,744,0.47877974404787527,395.2582730519466,941,0.5557955591002739,447.48670775380305,0.355,1.0527358,705,0.705,806.7328647390641,939,0.939,946.2244632382798,705,0.705,806.7328647390641,939,0.939,946.2244632382798,705,0.705,806.7328647390641,939,0.939,946.2244632382798,705,0.4524251045642809,362.53480504261006,939,0.5047494717287665,402.97706855583846,0.5369999999999999,1.5225402,711,0.711,809.1755453486207,936,0.936,943.6693047407626,711,0.711,809.1755453486207,936,0.936,943.6693047407626,711,0.711,809.1755453486207,936,0.936,943.6693047407626,711,0.45210459966569266,355.23374072922184,936,0.5034579631665427,394.70565104703695
depth,4,6801,0.21299999999999997,0.42343512,768,0.768,854.1855096556075,880,0.88,890.0,768,0.768,854.1855096556075,880,0.88,890.0,768,0.768,854.1855096556075,880,0.88,890.0,768,0.6331842409434889,529.1120709070747,880,0.6679598353512655,557.5993790626526,0.29900000000000004,1.2868606,746,0.746,836.183022094689,888,0.888,897.6301458127347,746,0.746,836.183022094689,888,0.888,897.6301458127347,746,0.746,836.183022094689,888,0.888,897.6301458127347,746,0.6069091537481601,513.2080309991493,888,0.6726132993762058,562.291616281479,0.33499999999999996,1.5599098,761,0.761,847.2957523505466,900,0.9,909.0498756211209,761,0.761,847.2957523505466,900,0.9,909.0498756211209,761,0.761,847.2957523505466,900,0.9,909.0498756211209,761,0.5854722340974852,487.8704360563735,900,0.6388939115693657,522.1711422752801,0.496,2.3084567,766,0.766,847.7780065903976,874,0.874,884.2694276695846,766,0.766,847.7780065903976,874,0.874,884.2694276695846,766,0.766,847.7780065903976,874,0.874,884.2694276695846,766,0.600373603756671,496.98550518708987,874,0.629019508729764,511.5963961349848
depth,4,7221,0.19199999999999995,0.39731902,683,0.683,788.38186248692,1000,1.0,1000.0,683,0.683,788.38186248692,1000,1.0,1000.0,683,0.683,788.38186248692,1000,1.0,1000.0,683,0.5990934024039744,499.8103551921212,1000,0.7037204381442915,642.3469698429108,0.31200000000000006,0.8504795,683,0.683,787.4009034877898,1000,1.0,1000.0,683,0.683,787.4009034877898,1000,1.0,1000.0,683,0.683,787.4009034877898,1000,1.0,1000.0,683,0.6183691547652606,515.0155919752918,1000,0.7180634716941197,661.1360092759132,0.353,0.99027514,690,0.69,790.1687065339336,1000,1.0,1000.0,690,0.69,790.1687065339336,1000,1.0,1000.0,690,0.69,790.1687065339336,1000,1.0,1000.0,690,0.6070382114369007,499.70686804182543,1000,0.6971612740941475,637.6813977360725,0.529,1.5647228,710,0.71,806.1531571780888,1000,1.0,1000.0,710,0.71,806.1531571780888,1000,1.0,1000.0,710,0.71,806.1531571780888,1000,1.0,1000.0,710,0.6331995084021437,518.9157536444804,1000,0.7027779467064141,644.1580776572227
depth,4,7641,0.273,0.52292824,416,0.416,574.2598374189854,1000,1.0,1000.0,416,0.416,574.2598374189854,1000,1.0,1000.0,416,0.416,574.2598374189854,1000,1.0,1000.0,416,0.2973399408098122,242.69846964243354,1000,0.5415272074458459,450.6340242624283,0.261,0.534065,430,0.43,589.7931957236513,1000,1.0,1000.0,430,0.43,589.7931957236513,1000,1.0,1000.0,430,0.43,589.7931957236513,1000,1.0,1000.0,430,0.3021589057943588,245.0812368530398,1000,0.5381124249853986,444.99653774499893,0.346,0.6635967,437,0.437,598.2065651161588,1000,1.0,1000.0,437,0.437,598.2065651161588,1000,1.0,1000.0,437,0.437,598.2065651161588,1000,1.0,1000.0,437,0.30654483643568065,245.58088845827456,1000,0.5214132695339299,425.3773685693741,0.532,0.90775865,423,0.423,583.458493242232,1000,1.0,1000.0,423,0.423,583.458493242232,1000,1.0,1000.0,423,0.423,583.458493242232,1000,1.0,1000.0,423,0.2992410624821096,237.88150733261975,1000,0.5112564463480725,416.5395779013634
width,5,11,0.5,0.69314736,3,0.003,51.608089830759894,1,0.001,31.622776601683793,3,0.003,51.608089830759894,1,0.001,31.622776601683793,3,0.003,51.608089830759894,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0,0.5,0.69314736,3,0.003,51.27679832448841,1,0.001,31.622776601683793,3,0.003,51.27679832448841,1,0.001,31.622776601683793,3,0.003,51.27679832448841,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0,0.5,0.69314736,3,0.003,51.18431709721149,1,0.001,31.622776601683793,3,0.003,51.18431709721149,1,0.001,31.622776601683793,3,0.003,51.18431709721149,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0,0.5,0.69314736,3,0.003,50.92521983073016,1,0.001,31.622776601683793,3,0.003,50.92521983073016,1,0.001,31.622776601683793,3,0.003,50.92521983073016,1,0.001,31.622776601683793,0,0.0,0.0,0,0.0,0.0
width,5,27,0.42200000000000004,0.6606499,4,0.004,58.90936567451233,236,0.236,262.65863337187864,4,0.004,58.90936567451233,236,0.236,262.65863337187864,4,0.004,58.90936567451233,236,0.236,262.65863337187864,4,0.004,11.964313393630938,236,0.17877052956186584,91.62380600213666,0.406,0.6517743,4,0.004,58.64696773023267,244,0.244,270.5136329843952,4,0.004,58.64696773023267,244,0.244,270.5136329843952,4,0.004,58.64696773023267,244,0.244,270.5136329843952,4,0.004,11.722333241003874,244,0.17473783429541717,88.27590045019033,0.44599999999999995,0.6820929,4,0.004,59.45880194049411,239,0.239,265.60434748368453,4,0.004,59.45880194049411,239,0.239,265.60434748368453,4,0.004,59.45880194049411,239,0.239,265.60434748368453,4,0.004,12.072333155328106,239,0.1713853745526025,90.31254008104102,0.521,0.73772454,4,0.004,58.496790641544635,259,0.259,285.23967694375244,4,0.004,58.496790641544635,259,0.259,285.23967694375244,4,0.004,58.496790641544635,259,0.259,285.23967694375244,4,0.004,12.00555746714031,259,0.18616237755960666,96.40129390525166
width,5,49,0.38,0.6020075,16,0.016,107.77909107307825,325,0.325,360.2405186120974,16,0.016,107.77909107307825,325,0.325,360.2405186120974,16,0.016,107.77909107307825,325,0.325,360.2405186120974,16,0.012763490289856102,40.647255009076495,325,0.2826771118555711,162.89332740318213,0.397,0.6170548,16,0.016,107.06436270798815,320,0.32,354.71627104990785,16,0.016,107.06436270798815,320,0.32,354.71627104990785,16,0.016,107.06436270798815,320,0.32,354.71627104990785,16,0.012765550996140785,40.32563972571673,320,0.27094608735149517,159.05601867760794,0.43000000000000005,0.65556747,17,0.017,107.88662591686477,315,0.315,350.0187119163147,17,0.017,107.88662591686477,315,0.315,350.0187119163147,17,0.017,107.88662591686477,315,0.315,350.0187119163147,17,0.013774417361185197,39.46761942958944,315,0.25563785316843424,145.88396169724254,0.53,0.78455055,16,0.016,106.23461633571861,322,0.322,355.88729277823785,16,0.016,106.23461633571861,322,0.322,355.88729277823785,16,0.016,106.23461633571861,322,0.322,355.88729277823785,16,0.012775772423220953,37.11404822484302,322,0.2603746433898947,146.99574275894943
width,5,77,0.274,0.52329576,40,0.04,163.30836943077315,838,0.838,849.7671453348037,40,0.04,163.30836943077315,838,0.838,849.7671453348037,40,0.04,163.30836943077315,838,0.838,849.7671453348037,40,0.04,93.55484549211546,838,0.44820817107931377,354.8775167221247,0.257,0.520279,41,0.041,157.89693243791578,821,0.821,833.4164078649987,41,0.041,157.89693243791578,821,0.821,833.4164078649987,41,0.041,157.89693243791578,821,0.821,833.4164078649987,41,0.041,90.89970591224844,821,0.4339729712100916,338.31400448015347,0.33799999999999997,0.6502503,39,0.039,161.0025082849699,851,0.851,862.2474487139159,39,0.039,161.0025082849699,851,0.851,862.2474487139159,39,0.039,161.0025082849699,851,0.851,862.2474487139159,39,0.039,89.79620167330287,851,0.4340648678203406,341.84009635224675,0.515,0.90433824,40,0.04,157.12677764795055,854,0.854,865.1243556529821,40,0.04,157.12677764795055,854,0.854,865.1243556529821,40,0.04,157.12677764795055,854,0.854,865.1243556529821,40,0.04,87.01321080991015,854,0.4208263404869969,333.53328793358367
width,5,111,0.5,0.69314736,44,0.044,152.20095811260535,881,0.881,890.9544511501033,44,0.044,152.20095811260535,881,0.881,890.9544511501033,44,0.044,152.20095811260535,881,0.881,890.9544511501033,0,0.0,0.0,0,0.0,0.0,0.5,0.6931457,40,0.04,150.11945387846535,890,0.89,899.5356537528528,40,0.04,150.11945387846535,890,0.89,899.5356537528528,40,0.04,150.11945387846535,890,0.89,899.5356537528528,2,6.609255976362589e-05,0.0024709701538085938,2,6.609255976362589e-05,0.0024709701538085938,0.5,0.69314736,44,0.044,154.3142513411947,904,0.904,912.8488578017962,44,0.044,154.3142513411947,904,0.904,912.8488578017962,44,0.044,154.3142513411947,904,0.904,912.8488578017962,0,0.0,0.0,0,0.0,0.0,0.499,0.6931472,40,0.04,148.59880075810747,912,0.912,920.4339811320566,40,0.04,148.59880075810747,912,0.912,920.4339811320566,40,0.04,148.59880075810747,912,0.912,920.4339811320566,1,5.624435268606212e-06,0.00017786026000976562,1,5.624435268606212e-06,0.00017786026000976562
width,5,151,0.245,0.48183906,94,0.094,249.82286196674016,977,0.977,980.8989794855663,94,0.094,249.82286196674016,977,0.977,980.8989794855663,94,0.094,249.82286196674016,977,0.977,980.8989794855663,94,0.08604319351595306,116.49437663309756,977,0.5854571641444705,487.4862977186606,0.30800000000000005,0.57890254,97,0.097,254.96961707735645,992,0.992,994.0,97,0.097,254.96961707735645,992,0.992,994.0,97,0.097,254.96961707735645,992,0.992,994.0,97,0.09363645775336646,119.82727291504924,992,0.5822942163104684,485.04926002025604,0.346,0.6953236,93,0.093,244.82145468225914,979,0.979,982.6904157598234,93,0.093,244.82145468225914,979,0.979,982.6904157598234,93,0.093,244.82145468225914,979,0.979,982.6904157598234,93,0.08955440106761306,111.78986582873996,979,0.5575582169647001,455.6640333395929,0.497,0.9737025,92,0.092,240.98172343578958,979,0.979,982.6904157598234,92,0.092,240.98172343578958,979,0.979,982.6904157598234,92,0.092,240.98172343578958,979,0.979,982.6904157598234,92,0.08588348884509019,109.03860382937985,979,0.5525714506222381,452.9697493177385
width,5,197,0.383,0.635771,48,0.048,182.3720709270437,186,0.186,213.5482048472404,48,0.048,182.3720709270437,186,0.186,213.5482048472404,48,0.048,182.3720709270437,186,0.186,213.5482048472404,48,0.048,45.46560043022193,186,0.186,118.35095210668375,0.382,0.63691396,47,0.047,181.00923244455515,186,0.186,213.5482048472404,47,0.047,181.00923244455515,186,0.186,213.5482048472404,47,0.047,181.00923244455515,186,0.186,213.5482048472404,47,0.04602377002452158,43.420820277434174,186,0.18502377002452158,122.27905430194666,0.41700000000000004,0.6759162,47,0.047,182.21698943528372,202,0.202,229.26658805020514,47,0.047,182.21698943528372,202,0.202,229.26658805020514,47,0.047,182.21698943528372,202,0.202,229.26658805020514,47,0.046612878727570195,44.37980411634357,202,0.2009835040440209,122.90036990010721,0.506,0.7904895,50,0.05,186.14462888396537,193,0.193,220.4253408071038,50,0.05,186.14462888396537,193,0.193,220.4253408071038,50,0.05,186.14462888396537,193,0.193,220.4253408071038,50,0.04961569848466196,46.4351995458312,193,0.19238809781069593,123.10161662042
width,5,249,0.25,0.49245682,133,0.133,308.681938257594,1000,1.0,1000.0,133,0.133,308.681938257594,1000,1.0,1000.0,133,0.133,308.681938257594,1000,1.0,1000.0,133,0.12875535293981238,167.59889435264483,1000,0.5897792777632702,505.45361918210983,0.276,0.5615068,142,0.142,322.37851546741734,1000,1.0,1000.0,142,0.142,322.37851546741734,1000,1.0,1000.0,142,0.142,322.37851546741734,1000,1.0,1000.0,142,0.141855634179016,171.18949197148717,1000,0.5833994022344707,494.37089574337006,0.33999999999999997,0.6715237,140,0.14,312.8436743688591,1000,1.0,1000.0,140,0.14,312.8436743688591,1000,1.0,1000.0,140,0.14,312.8436743688591,1000,1.0,1000.0,140,0.1399426753305807,163.44165030925896,1000,0.5649389502040472,476.05564588308334,0.523,0.9714454,138,0.138,313.9999918544525,1000,1.0,1000.0,138,0.138,313.9999918544525,1000,1.0,1000.0,138,0.138,313.9999918544525,1000,1.0,1000.0,138,0.13717271712915552,159.96636348235103,1000,0.5498098180060084,458.58575916290283
width,5,307,0.254,0.48829666,103,0.103,259.41028861007794,1000,1.0,1000.0,103,0.103,259.41028861007794,1000,1.0,1000.0,103,0.103,259.41028861007794,1000,1.0,1000.0,103,0.10081988897466308,139.3421107635772,1000,0.5820666554471537,488.0215112566948,0.276,0.55884355,104,0.104,260.0920050573949,1000,1.0,1000.0,104,0.104,260.0920050573949,1000,1.0,1000.0,104,0.104,260.0920050573949,1000,1.0,1000.0,104,0.10284473562796312,135.90789694061206,1000,0.5775944663377799,483.5194230079651,0.34299999999999997,0.6749493,110,0.11,260.5151111839406,1000,1.0,1000.0,110,0.11,260.5151111839406,1000,1.0,1000.0,110,0.11,260.5151111839406,1000,1.0,1000.0,110,0.10729981028902531,135.11741130085127,1000,0.5567810843999766,461.85561430454254,0.525,0.97230494,101,0.101,249.65249304643717,1000,1.0,1000.0,101,0.101,249.65249304643717,1000,1.0,1000.0,101,0.101,249.65249304643717,1000,1.0,1000.0,101,0.09976006229271296,127.74658117992877,1000,0.5431837281441992,447.660886824131
width,5,371,0.239,0.46542022,156,0.156,337.66502124028904,1000,1.0,1000.0,156,0.156,337.66502124028904,1000,1.0,1000.0,156,0.156,337.66502124028904,1000,1.0,1000.0,156,0.156,183.47023946991314,1000,0.6103397616253172,520.5471686720848,0.30400000000000005,0.6509462,153,0.153,331.2488961501402,1000,1.0,1000.0,153,0.153,331.2488961501402,1000,1.0,1000.0,153,0.153,331.2488961501402,1000,1.0,1000.0,153,0.15130583939879028,174.33593055745504,1000,0.6005615019555072,505.6574765443802,0.33999999999999997,0.78295356,157,0.157,335.21895055351126,1000,1.0,1000.0,157,0.157,335.21895055351126,1000,1.0,1000.0,157,0.157,335.21895055351126,1000,1.0,1000.0,157,0.15318674752375752,174.959376044347,1000,0.5867332236339813,492.1105290055275,0.513,1.1188008,161,0.161,339.8926043796484,1000,1.0,1000.0,161,0.161,339.8926043796484,1000,1.0,1000.0,161,0.161,339.8926043796484,1000,1.0,1000.0,161,0.15085879222673712,170.43132724020285,1000,0.5755369480217198,484.1260949373245
width,5,441,0.22599999999999998,0.44466272,228,0.228,406.21705411459635,1000,1.0,1000.0,228,0.228,406.21705411459635,1000,1.0,1000.0,228,0.228,406.21705411459635,1000,1.0,1000.0,228,0.22264615106918506,228.52356706718663,1000,0.6303974135184915,538.5463871955872,0.31200000000000006,1.068599,208,0.208,385.29665946362684,1000,1.0,1000.0,208,0.208,385.29665946362684,1000,1.0,1000.0,208,0.208,385.29665946362684,1000,1.0,1000.0,208,0.20069717061278688,211.9590876158971,1000,0.6267644172456964,538.2211188077927,0.344,1.0443333,209,0.209,387.51371909982447,1000,1.0,1000.0,209,0.209,387.51371909982447,1000,1.0,1000.0,209,0.209,387.51371909982447,1000,1.0,1000.0,209,0.20353577844030538,208.9622781868063,1000,0.6047177549284171,507.36581003665924,0.498,1.3761121,221,0.221,397.6801796982528,1000,1.0,1000.0,221,0.221,397.6801796982528,1000,1.0,1000.0,221,0.221,397.6801796982528,1000,1.0,1000.0,221,0.21674162268498307,215.65276673243147,1000,0.5976277123438102,500.28763538599014
width,5,517,0.22599999999999998,0.46431863,210,0.21,392.1671052446173,1000,1.0,1000.0,210,0.21,392.1671052446173,1000,1.0,1000.0,210,0.21,392.1671052446173,1000,1.0,1000.0,210,0.2066939030276266,219.21236873706047,1000,0.630925400591958,549.3402583003044,0.31100000000000005,0.66230446,207,0.207,390.2251962651261,1000,1.0,1000.0,207,0.207,390.2251962651261,1000,1.0,1000.0,207,0.207,390.2251962651261,1000,1.0,1000.0,207,0.20621560293565888,217.77560168517488,1000,0.6301340501162859,546.8839110136032,0.349,0.8356006,201,0.201,384.32474179402226,1000,1.0,1000.0,201,0.201,384.32474179402226,1000,1.0,1000.0,201,0.201,384.32474179402226,1000,1.0,1000.0,201,0.19577814295937263,209.66017411463454,1000,0.6058901217896993,520.842668056488,0.522,1.2545047,209,0.209,392.37058340992553,1000,1.0,1000.0,209,0.209,392.37058340992553,1000,1.0,1000.0,209,0.209,392.37058340992553,1000,1.0,1000.0,209,0.2089525977496069,217.58726420663615,1000,0.6038556176461514,517.8249034285545
