model,rep,n_train_samples,n_test_samples,recurse_level,cov_scale,onehot,shuffle_label_frac,n_neighbors,weights,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,IRM_mean_dot_product,IRM_mean_sim_entropy
knn,0,100,8192,0,1.0,True,None,57,uniform,-2,0.43000000000000005,0.2459833795013851,0.435302734375,0.24558352690248825,100.0,99.99999999999999,69.3990206627175,94,10.677078252031311,3,0,1.3544593576422967,6.201225685298029,57.00000000000001,5.699999999999999,1.1836011080332405,4.576006155145963
knn,0,100,8192,0,1.0,True,None,57,distance,-2,0.0,0.0,0.314453125,0.22233972675884334,100.0,99.99999999999999,69.3990206627175,94,10.677078252031311,3,0,1.3544593576422967,6.201225685298029,57.00000000000001,5.699999999999999,1.1836011080332405,4.576006155145963
knn,0,100,8192,0,1.0,True,None,59,uniform,-2,0.41000000000000003,0.24586325768457304,0.435791015625,0.24669017972564466,100.0,100.0,71.01467979060888,93,10.677078252031311,3,0,1.300380110437834,6.396796073035313,59.00000000000001,5.9,1.1754955472565347,4.58108737491402
knn,0,100,8192,0,1.0,True,None,59,distance,-2,0.0,0.0,0.3125,0.22294447334925646,100.0,100.0,71.01467979060888,93,10.677078252031311,3,0,1.300380110437834,6.396796073035313,59.00000000000001,5.9,1.1754955472565347,4.58108737491402
knn,0,100,8192,0,1.0,True,None,61,uniform,-2,0.43000000000000005,0.24612201021230845,0.47998046875,0.24798720128367996,100.0,100.00000000000001,72.62470115938278,93,10.770329614269007,3,0,1.244194623786452,6.590553846225672,61.00000000000001,6.100000000000001,1.1673044880408496,4.585318690037992
knn,0,100,8192,0,1.0,True,None,61,distance,-2,0.0,0.0,0.3138427734375,0.2236702298997528,100.0,100.00000000000001,72.62470115938278,93,10.770329614269007,3,0,1.244194623786452,6.590553846225672,61.00000000000001,6.100000000000001,1.1673044880408496,4.585318690037992
knn,0,100,8192,0,1.0,True,None,63,uniform,-2,0.44999999999999996,0.2481431090954903,0.489013671875,0.2493021477977676,100.0,99.99999999999997,74.39534374254838,90,11.045361017187261,2,0,1.1803703353704236,6.790596439194425,63.00000000000001,6.300000000000001,1.1618090199042577,4.588950285263838
knn,0,100,8192,0,1.0,True,None,63,distance,-2,0.0,0.0,0.3160400390625,0.22444626339976387,100.0,99.99999999999997,74.39534374254838,90,11.045361017187261,2,0,1.1803703353704236,6.790596439194425,63.00000000000001,6.300000000000001,1.1618090199042577,4.588950285263838
knn,0,100,8192,0,1.0,True,None,65,uniform,-2,0.43999999999999995,0.24955029585798788,0.494140625,0.2507325374445155,100.0,100.00000000000003,76.03053263979628,87,11.40175425099138,2,0,1.118154315318348,6.982778816488461,65.00000000000001,6.5,1.1540639053254436,4.591863569427361
knn,0,100,8192,0,1.0,True,None,65,distance,-2,0.0,0.0,0.3135986328125,0.22521896611159098,100.0,100.00000000000003,76.03053263979628,87,11.40175425099138,2,0,1.118154315318348,6.982778816488461,65.00000000000001,6.5,1.1540639053254436,4.591863569427361
knn,0,100,8192,0,1.0,True,None,67,uniform,-2,0.48,0.2512252171975939,0.494873046875,0.25176220148382217,100.0,100.0,77.59391581745845,91,11.045361017187261,2,0,1.0624879141224246,7.170313800664515,67.00000000000001,6.700000000000001,1.1453196703051904,4.5942455115231065
knn,0,100,8192,0,1.0,True,None,67,distance,-2,0.0,0.0,0.31640625,0.22587930187497113,100.0,100.0,77.59391581745845,91,11.045361017187261,2,0,1.0624879141224246,7.170313800664515,67.00000000000001,6.700000000000001,1.1453196703051904,4.5942455115231065
knn,0,100,8192,0,1.0,True,None,69,uniform,-2,0.55,0.25421970174333164,0.5126953125,0.2525095820451817,100.0,100.0,79.01507224898347,94,10.583005244258363,2,0,1.011352165570451,7.349639446938877,68.99999999999997,6.8999999999999995,1.134576769586221,4.596082642644476
knn,0,100,8192,0,1.0,True,None,69,distance,-2,0.0,0.0,0.3153076171875,0.22640565839845894,100.0,100.0,79.01507224898347,94,10.583005244258363,2,0,1.011352165570451,7.349639446938877,68.99999999999997,6.8999999999999995,1.134576769586221,4.596082642644476
knn,0,100,8192,0,1.0,True,None,71,uniform,-2,0.5800000000000001,0.2540091251735768,0.549560546875,0.2533511097670936,100.0,100.00000000000003,80.45540632094651,90,10.954451150103322,1,0,0.9578625721348901,7.52947541333392,70.99999999999997,7.100000000000001,1.1246379686570127,4.597796150724038
knn,0,100,8192,0,1.0,True,None,71,distance,-2,0.0,0.0,0.3172607421875,0.22693907683485687,100.0,100.00000000000003,80.45540632094651,90,10.954451150103322,1,0,0.9578625721348901,7.52947541333392,70.99999999999997,7.100000000000001,1.1246379686570127,4.597796150724038
knn,0,100,8192,0,1.0,True,None,73,uniform,-2,0.6699999999999999,0.2555038468755865,0.585693359375,0.2544766750182074,100.0,100.00000000000004,81.92337223968376,88,11.224972160321824,1,0,0.8990053415293738,7.709487661317061,73.00000000000003,7.299999999999998,1.1153349596547197,4.599163644108819
knn,0,100,8192,0,1.0,True,None,73,distance,-2,0.0,0.0,0.318603515625,0.2275438630100779,100.0,100.00000000000004,81.92337223968376,88,11.224972160321824,1,0,0.8990053415293738,7.709487661317061,73.00000000000003,7.299999999999998,1.1153349596547197,4.599163644108819
knn,0,100,8192,0,1.0,True,None,75,uniform,-2,0.6699999999999999,0.25697422222222205,0.59130859375,0.2550250651041883,100.0,100.0,83.45462106904431,84,11.661903789690601,1,0,0.8310190149500342,7.891755191337349,75.0,7.5,1.1071964444444453,4.600311091637522
knn,0,100,8192,0,1.0,True,None,75,distance,-2,0.0,0.0,0.3192138671875,0.22800039071440223,100.0,100.0,83.45462106904431,84,11.661903789690601,1,0,0.8310190149500342,7.891755191337349,75.0,7.5,1.1071964444444453,4.600311091637522
knn,0,100,8192,0,1.0,True,None,77,uniform,-2,0.62,0.2564327879912295,0.6165771484375,0.2552988274661402,100.0,100.00000000000001,84.8217938847536,81,12.328828005937952,1,0,0.7716137057919836,8.065345621856512,76.99999999999997,7.700000000000001,1.0971462303929835,4.601238744916821
knn,0,100,8192,0,1.0,True,None,77,distance,-2,0.0,0.0,0.3184814453125,0.2283434457719099,100.0,100.00000000000001,84.8217938847536,81,12.328828005937952,1,0,0.7716137057919836,8.065345621856512,76.99999999999997,7.700000000000001,1.0971462303929835,4.601238744916821
knn,0,100,8192,0,1.0,True,None,79,uniform,-2,0.65,0.25669604230091336,0.627685546875,0.2560334342390319,100.0,100.00000000000009,86.1740282621834,69,14.560219778561036,1,0,0.707509187741107,8.237451062070111,79.00000000000003,7.900000000000001,1.0872552475564816,4.60199132233799
knn,0,100,8192,0,1.0,True,None,79,distance,-2,0.0,0.0,0.3203125,0.22885416443293694,100.0,100.00000000000009,86.1740282621834,69,14.560219778561036,1,0,0.707509187741107,8.237451062070111,79.00000000000003,7.900000000000001,1.0872552475564816,4.60199132233799
knn,0,100,8192,0,1.0,True,None,81,uniform,-2,0.6699999999999999,0.25711476909007763,0.63134765625,0.2561388473615281,100.0,100.00000000000014,87.50755579544254,74,13.038404810405298,1,0,0.6562703759707776,8.408376775573272,81.00000000000004,8.100000000000001,1.077591830513641,4.6026874518047425
knn,0,100,8192,0,1.0,True,None,81,distance,-2,0.0,0.0,0.3211669921875,0.2291603060870829,100.0,100.00000000000014,87.50755579544254,74,13.038404810405298,1,0,0.6562703759707776,8.408376775573272,81.00000000000004,8.100000000000001,1.077591830513641,4.6026874518047425
knn,0,100,8192,0,1.0,True,None,83,uniform,-2,0.6799999999999999,0.25705617651328205,0.6689453125,0.2561787176000407,100.0,100.00000000000009,88.96247012979853,70,14.832396974191326,1,0,0.5892977514730972,8.584695684763672,82.99999999999999,8.300000000000002,1.0697779068079538,4.60329893711116
knn,0,100,8192,0,1.0,True,None,83,distance,-2,0.0,0.0,0.322021484375,0.22942748475429328,100.0,100.00000000000009,88.96247012979853,70,14.832396974191326,1,0,0.5892977514730972,8.584695684763672,82.99999999999999,8.300000000000002,1.0697779068079538,4.60329893711116
knn,0,100,8192,0,1.0,True,None,85,uniform,-2,0.63,0.25664775086505187,0.6343994140625,0.2558062891976661,100.0,100.00000000000011,90.3430524613137,65,15.033296378372908,1,0,0.5269755250493361,8.756905846245008,84.99999999999996,8.5,1.0613619377162635,4.6038022384048425
knn,0,100,8192,0,1.0,True,None,85,distance,-2,0.0,0.0,0.3250732421875,0.2295067899405226,100.0,100.00000000000011,90.3430524613137,65,15.033296378372908,1,0,0.5269755250493361,8.756905846245008,84.99999999999996,8.5,1.0613619377162635,4.6038022384048425
knn,0,100,8192,0,1.0,True,None,87,uniform,-2,0.63,0.2547720967102654,0.642822265625,0.2562926286497838,100.0,100.00000000000007,91.62222321879393,59,16.3707055437449,1,0,0.468546126067117,8.923519485046246,87.0,8.700000000000001,1.0520438631259086,4.604173023010222
knn,0,100,8192,0,1.0,True,None,87,distance,-2,0.0,0.0,0.3260498046875,0.22990869452732315,100.0,100.00000000000007,91.62222321879393,59,16.3707055437449,1,0,0.468546126067117,8.923519485046246,87.0,8.700000000000001,1.0520438631259086,4.604173023010222
knn,0,100,8192,0,1.0,True,None,89,uniform,-2,0.6,0.2543113243277363,0.636962890625,0.25602243849912754,100.0,100.00000000000017,92.92251402064893,57,16.06237840420901,1,0,0.4092572685925966,9.090786544628578,89.00000000000001,8.9,1.0433329125110469,4.604484274365901
knn,0,100,8192,0,1.0,True,None,89,distance,-2,0.0,0.0,0.32763671875,0.23005992410886333,100.0,100.00000000000017,92.92251402064893,57,16.06237840420901,1,0,0.4092572685925966,9.090786544628578,89.00000000000001,8.9,1.0433329125110469,4.604484274365901
knn,0,100,8192,0,1.0,True,None,91,uniform,-2,0.5800000000000001,0.2552457432677215,0.6173095703125,0.255070804613907,100.0,100.00000000000024,94.10425172119379,49,17.378147196982766,1,0,0.35195738040110575,9.251810633600323,90.99999999999999,9.100000000000001,1.0336432797971258,4.604732336533894
knn,0,100,8192,0,1.0,True,None,91,distance,-2,0.0,0.0,0.327880859375,0.22991090267335076,100.0,100.00000000000024,94.10425172119379,49,17.378147196982766,1,0,0.35195738040110575,9.251810633600323,90.99999999999999,9.100000000000001,1.0336432797971258,4.604732336533894
knn,0,100,8192,0,1.0,True,None,93,uniform,-2,0.5700000000000001,0.2538813735691989,0.5982666015625,0.25415201371271556,100.0,100.00000000000024,95.400758170458,45,17.663521732655695,1,0,0.28501332030180765,9.41802527072422,93.00000000000001,9.300000000000002,1.0255428373222337,4.604913628996892
knn,0,100,8192,0,1.0,True,None,93,distance,-2,0.0,0.0,0.3275146484375,0.22976911339168593,100.0,100.00000000000024,95.400758170458,45,17.663521732655695,1,0,0.28501332030180765,9.41802527072422,93.00000000000001,9.300000000000002,1.0255428373222337,4.604913628996892
knn,0,100,8192,0,1.0,True,None,95,uniform,-2,0.5800000000000001,0.25310360110803304,0.580810546875,0.2535274600718613,100.0,100.00000000000024,96.62925808473096,35,23.280893453645632,1,0,0.21531001914624445,9.580438403329985,95.0,9.5,1.0170060941828256,4.605033153865273
knn,0,100,8192,0,1.0,True,None,95,distance,-2,0.0,0.0,0.3240966796875,0.22972438178278687,100.0,100.00000000000024,96.62925808473096,35,23.280893453645632,1,0,0.21531001914624445,9.580438403329985,95.0,9.5,1.0170060941828256,4.605033153865273
