model,rep,n_train_samples,n_test_samples,dims,onehot,shuffle_label_frac,n_estimators,max_features,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_entropy,n_total_leaves
shallow_forest,5,1000,8192,100,True,None,20,sqrt,False,15,-2,0.0,0.0,0.0554,0.0695,1000.0,1000.0000000000002,139.83940789348333,1000,31.622776601683793,5.453921704621997,2123
shallow_forest,5,1000,8192,100,True,None,20,sqrt,False,40,-2,0.0,0.0,0.0555,0.0717,1000.0,1000.0,133.05688633062178,1000,31.622776601683793,5.524417183437944,2165
shallow_forest,5,1000,8192,100,True,None,20,sqrt,False,None,-2,0.0,0.0,0.0569,0.0706,1000.0,999.9999999999999,131.71831687354648,1000,31.622776601683793,5.515187438312924,2177
shallow_forest,6,1000,8192,100,True,None,1,sqrt,False,2,-2,0.277,0.19,0.2849,0.2004,4.0,1000.0,519.5459556189423,4,519.5459556189423,1.3490227675483568,4
shallow_forest,6,1000,8192,100,True,None,1,sqrt,False,5,-2,0.108,0.085,0.2551,0.2012,30.0,1000.0,311.61835632709443,30,311.61835632709443,2.6746529730510176,30
shallow_forest,6,1000,8192,100,True,None,1,sqrt,False,15,-2,0.0,0.0,0.2041,0.2041,104.0,1000.0,286.4716390849188,104,286.4716390849188,3.3464428702844655,104
shallow_forest,6,1000,8192,100,True,None,1,sqrt,False,40,-2,0.0,0.0,0.1951,0.1951,98.0,1000.0,264.34068926292827,98,264.34068926292827,3.356415492596783,98
shallow_forest,6,1000,8192,100,True,None,1,sqrt,False,None,-2,0.0,0.0,0.1598,0.1598,77.0,1000.0,392.5251584293674,77,392.5251584293674,2.675673250939438,77
shallow_forest,6,1000,8192,100,True,None,2,sqrt,False,2,-2,0.17,0.151,0.1934,0.159,8.0,1000.0000000000002,422.0420595153996,16,287.08883642524313,1.8321620493790145,8
shallow_forest,6,1000,8192,100,True,None,2,sqrt,False,5,-2,0.052,0.054,0.178,0.123,58.0,1000.0000000000001,261.50812606877065,233,148.57994481086604,3.164166419549452,58
shallow_forest,6,1000,8192,100,True,None,2,sqrt,False,15,-2,0.0,0.0,0.2163,0.1483,210.0,1000.0000000000002,190.84155731915416,414,105.67875850898325,4.0914045566360056,210
shallow_forest,6,1000,8192,100,True,None,2,sqrt,False,40,-2,0.0,0.0,0.1835,0.1289,185.0,1000.0,240.4786892845185,312,148.00675660252813,3.6370032207860485,185
shallow_forest,6,1000,8192,100,True,None,2,sqrt,False,None,-2,0.0,0.0,0.1993,0.1341,203.0,999.9999999999998,204.43336322626007,387,107.89810007595129,3.9583988314501215,203
shallow_forest,6,1000,8192,100,True,None,3,sqrt,False,2,-2,0.112,0.126,0.172,0.1469,12.0,999.9999999999998,395.596034133587,57,175.93180496999398,2.0749099159837465,12
shallow_forest,6,1000,8192,100,True,None,3,sqrt,False,5,-2,0.044,0.062,0.1655,0.1274,90.0,1000.0,210.10737995394433,594,59.93329625508679,3.611657581553877,90
shallow_forest,6,1000,8192,100,True,None,3,sqrt,False,15,-2,0.0,0.0,0.1434,0.1155,313.0,1000.0000000000005,169.3234905275829,652,60.975404877704584,4.36385856919689,313
shallow_forest,6,1000,8192,100,True,None,3,sqrt,False,40,-2,0.0,0.0,0.1503,0.1168,317.0,1000.0000000000001,169.5621813180443,696,56.16048432839589,4.4069573830970725,317
shallow_forest,6,1000,8192,100,True,None,3,sqrt,False,None,-2,0.0,0.0,0.1459,0.1157,314.0,1000.0000000000002,174.9526920182838,709,52.076866265166146,4.382885977262203,314
shallow_forest,6,1000,8192,100,True,None,4,sqrt,False,2,-2,0.142,0.155,0.1633,0.1633,16.0,1000.0000000000002,379.30858150060357,178,109.93634521849451,2.2541239723074646,16
shallow_forest,6,1000,8192,100,True,None,4,sqrt,False,5,-2,0.043,0.048,0.1412,0.108,113.0,1000.0,274.54371236653736,570,97.41663102366043,3.4042970252658864,113
shallow_forest,6,1000,8192,100,True,None,4,sqrt,False,15,-2,0.0,0.0,0.1313,0.0985,400.0,999.9999999999999,193.488371743627,815,49.63869458396343,4.373248502478683,400
shallow_forest,6,1000,8192,100,True,None,4,sqrt,False,40,-2,0.0,0.0,0.1262,0.1009,425.0,999.9999999999999,168.54858350042576,900,38.93584466786357,4.553966215150551,425
shallow_forest,6,1000,8192,100,True,None,4,sqrt,False,None,-2,0.0,0.0,0.1429,0.1065,403.0,1000.0000000000002,157.2569553310759,887,37.416573867739416,4.578462282584245,403
shallow_forest,6,1000,8192,100,True,None,5,sqrt,False,2,-2,0.16,0.164,0.2025,0.1777,20.0,1000.0,379.8548143699116,271,97.51922887307919,2.327571931964205,20
shallow_forest,6,1000,8192,100,True,None,5,sqrt,False,5,-2,0.021,0.038,0.1056,0.0893,137.0,1000.0,231.06085778426427,743,49.839743177508446,3.6761635098816288,137
shallow_forest,6,1000,8192,100,True,None,5,sqrt,False,15,-2,0.0,0.0,0.105,0.0891,488.0,1000.0,173.6550603927222,933,34.0,4.532438707479669,488
shallow_forest,6,1000,8192,100,True,None,5,sqrt,False,40,-2,0.0,0.0,0.1027,0.0874,462.0,1000.0,219.19507293732678,882,41.060930335295616,4.3180065719932745,462
shallow_forest,6,1000,8192,100,True,None,5,sqrt,False,None,-2,0.0,0.0,0.1135,0.0956,513.0,1000.0,182.21437923500986,927,35.32704346531139,4.57670508785997,513
shallow_forest,6,1000,8192,100,True,None,7,sqrt,False,2,-2,0.091,0.138,0.124,0.151,28.0,1000.0000000000002,380.37441275347504,525,61.95159400693416,2.4236146447730595,28
shallow_forest,6,1000,8192,100,True,None,7,sqrt,False,5,-2,0.018,0.034,0.0887,0.0835,202.0,999.9999999999999,232.63240688840813,895,38.07886552931954,3.9444462089801418,202
shallow_forest,6,1000,8192,100,True,None,7,sqrt,False,15,-2,0.0,0.0,0.0908,0.0831,697.0,1000.0000000000001,193.7862276861189,979,32.83291031876401,4.65099192128295,697
shallow_forest,6,1000,8192,100,True,None,7,sqrt,False,40,-2,0.0,0.0,0.1019,0.0876,708.0,1000.0000000000001,159.65664689564036,982,32.31098884280702,4.877888390396078,708
shallow_forest,6,1000,8192,100,True,None,7,sqrt,False,None,-2,0.0,0.0,0.0879,0.0818,684.0,1000.0000000000002,191.9106935157973,979,32.43454948045371,4.681984338543397,684
shallow_forest,6,1000,8192,100,True,None,10,sqrt,False,2,-2,0.08,0.126,0.1112,0.1413,40.0,1000.0,394.73968637571767,786,43.034869582700026,2.523408246807117,40
shallow_forest,6,1000,8192,100,True,None,10,sqrt,False,5,-2,0.012,0.041,0.0828,0.0931,291.0,1000.0000000000001,188.1446252221944,994,31.843366656181317,4.378436868874839,291
shallow_forest,6,1000,8192,100,True,None,10,sqrt,False,15,-2,0.0,0.0,0.0782,0.0808,1000.0,1000.0,141.9560495364674,999,31.654383582688826,5.179943229443042,1038
shallow_forest,6,1000,8192,100,True,None,10,sqrt,False,40,-2,0.0,0.0,0.0778,0.0733,946.0,1000.0000000000002,203.22593338449698,998,31.68595903550972,4.7049383388373425,946
shallow_forest,6,1000,8192,100,True,None,10,sqrt,False,None,-2,0.0,0.0,0.0823,0.078,983.0,1000.0000000000002,175.34052583473112,1000,31.622776601683793,4.9036235364516205,983
shallow_forest,6,1000,8192,100,True,None,13,sqrt,False,2,-2,0.069,0.126,0.1125,0.1416,52.0,1000.0000000000002,370.0385874648991,923,34.64101615137755,2.6806611537030123,52
shallow_forest,6,1000,8192,100,True,None,13,sqrt,False,5,-2,0.005,0.039,0.0753,0.088,373.0,1000.0,176.77883752431936,999,31.654383582688826,4.545950624077718,373
shallow_forest,6,1000,8192,100,True,None,13,sqrt,False,15,-2,0.0,0.0,0.0677,0.0785,1000.0,1000.0000000000001,126.46925860769908,1000,31.622776601683793,5.415468621911847,1427
shallow_forest,6,1000,8192,100,True,None,13,sqrt,False,40,-2,0.0,0.0,0.0712,0.0786,1000.0,1000.0000000000001,134.46035028519213,1000,31.622776601683793,5.344696771035246,1358
shallow_forest,6,1000,8192,100,True,None,13,sqrt,False,None,-2,0.0,0.0,0.0747,0.0751,1000.0,1000.0,164.68797824223478,1000,31.622776601683793,5.086528030198703,1248
shallow_forest,6,1000,8192,100,True,None,16,sqrt,False,2,-2,0.057,0.122,0.0913,0.1375,64.0,1000.0,357.04915846771013,984,32.28002478313795,2.866329379973699,64
shallow_forest,6,1000,8192,100,True,None,16,sqrt,False,5,-2,0.011,0.037,0.0664,0.0829,441.0,999.9999999999999,204.5770217118726,1000,31.622776601683793,4.486514515003572,441
shallow_forest,6,1000,8192,100,True,None,16,sqrt,False,15,-2,0.0,0.0,0.063,0.0727,1000.0,1000.0000000000002,126.5225708618822,1000,31.622776601683793,5.42935033359595,1653
shallow_forest,6,1000,8192,100,True,None,16,sqrt,False,40,-2,0.0,0.0,0.0662,0.0754,1000.0,1000.0000000000001,133.60412605904057,1000,31.622776601683793,5.3870764817903325,1691
shallow_forest,6,1000,8192,100,True,None,16,sqrt,False,None,-2,0.0,0.0,0.0588,0.0732,1000.0,1000.0,133.97440287233974,1000,31.622776601683793,5.410369063226685,1653
shallow_forest,6,1000,8192,100,True,None,20,sqrt,False,2,-2,0.085,0.106,0.1215,0.1232,80.0,1000.0000000000002,382.32282824858885,988,32.03123475609393,2.772371481069365,80
shallow_forest,6,1000,8192,100,True,None,20,sqrt,False,5,-2,0.004,0.034,0.0704,0.0822,569.0,1000.0000000000001,206.0426412177829,1000,31.622776601683793,4.587658396289307,569
shallow_forest,6,1000,8192,100,True,None,20,sqrt,False,15,-2,0.0,0.0,0.0613,0.0717,1000.0,1000.0000000000002,157.29494588193228,1000,31.622776601683793,5.307598974121679,2030
shallow_forest,6,1000,8192,100,True,None,20,sqrt,False,40,-2,0.0,0.0,0.0568,0.0736,1000.0,1000.0000000000001,130.20466581501603,1000,31.622776601683793,5.5060711321304785,2139
shallow_forest,6,1000,8192,100,True,None,20,sqrt,False,None,-2,0.0,0.0,0.0551,0.0731,1000.0,1000.0,131.29453530135976,1000,31.622776601683793,5.533685831074642,2089
shallow_forest,7,1000,8192,100,True,None,1,sqrt,False,2,-2,0.204,0.152,0.222,0.1668,4.0,1000.0,545.4814387309618,4,545.4814387309618,1.281036691567499,4
shallow_forest,7,1000,8192,100,True,None,1,sqrt,False,5,-2,0.184,0.132,0.2854,0.2062,28.0,1000.0,266.4169664266899,28,266.4169664266899,2.8607720855073744,28
shallow_forest,7,1000,8192,100,True,None,1,sqrt,False,15,-2,0.0,0.0,0.2404,0.2404,123.0,1000.0,247.38633753705963,123,247.38633753705963,3.6519271426938564,123
shallow_forest,7,1000,8192,100,True,None,1,sqrt,False,40,-2,0.0,0.0,0.2681,0.2681,111.0,1000.0,231.29634670698974,111,231.29634670698974,3.664511736257526,111
shallow_forest,7,1000,8192,100,True,None,1,sqrt,False,None,-2,0.0,0.0,0.2373,0.2373,115.0,1000.0,240.09164916756268,115,240.09164916756268,3.609997976395751,115
shallow_forest,7,1000,8192,100,True,None,2,sqrt,False,2,-2,0.134,0.12,0.1746,0.1408,8.0,1000.0,473.71193778497917,16,348.58571399298626,1.6835343569973036,8
shallow_forest,7,1000,8192,100,True,None,2,sqrt,False,5,-2,0.051,0.051,0.1534,0.1106,55.0,1000.0000000000002,308.4914909685517,188,195.52493447128424,2.9623357790840843,55
shallow_forest,7,1000,8192,100,True,None,2,sqrt,False,15,-2,0.0,0.0,0.235,0.1439,202.0,1000.0000000000002,199.00125627744166,414,107.32194556566705,4.021914882259905,202
shallow_forest,7,1000,8192,100,True,None,2,sqrt,False,40,-2,0.0,0.0,0.2192,0.1358,215.0,999.9999999999998,207.80158805937936,343,131.74976280813564,3.9393455988256925,215
shallow_forest,7,1000,8192,100,True,None,2,sqrt,False,None,-2,0.0,0.0,0.2443,0.1575,219.0,1000.0,196.8616265299055,433,106.51760417883985,4.093176815209654,219
shallow_forest,7,1000,8192,100,True,None,3,sqrt,False,2,-2,0.201,0.164,0.2375,0.1795,12.0,1000.0,401.9184549687218,48,201.7027515925353,2.0469043539835727,12
shallow_forest,7,1000,8192,100,True,None,3,sqrt,False,5,-2,0.035,0.044,0.1302,0.1033,85.0,1000.0,265.40451306553837,451,97.78547949465708,3.3075388833469113,85
shallow_forest,7,1000,8192,100,True,None,3,sqrt,False,15,-2,0.0,0.0,0.1337,0.1104,302.0,1000.0,204.7307174477408,560,85.25256594378845,4.106072732251268,302
shallow_forest,7,1000,8192,100,True,None,3,sqrt,False,40,-2,0.0,0.0,0.1282,0.1055,312.0,1000.0000000000001,204.66720955411165,669,67.17142249498666,4.173191057523843,312
shallow_forest,7,1000,8192,100,True,None,3,sqrt,False,None,-2,0.0,0.0,0.1394,0.1146,329.0,1000.0000000000001,167.4733809694345,730,50.0,4.413924343075201,329
shallow_forest,7,1000,8192,100,True,None,4,sqrt,False,2,-2,0.129,0.15,0.1749,0.1678,16.0,999.9999999999999,421.8622405477883,142,147.82421993705904,2.0729516315997394,16
shallow_forest,7,1000,8192,100,True,None,4,sqrt,False,5,-2,0.023,0.038,0.1024,0.0856,107.0,1000.0,279.65648571059467,499,107.54533927604673,3.299846930319064,107
shallow_forest,7,1000,8192,100,True,None,4,sqrt,False,15,-2,0.0,0.0,0.1194,0.0893,382.0,1000.0,211.3314931570778,779,51.16639522186413,4.216357977027229,382
shallow_forest,7,1000,8192,100,True,None,4,sqrt,False,40,-2,0.0,0.0,0.1418,0.1005,419.0,1000.0,160.13158651559033,886,37.416573867739416,4.581947688159733,419
shallow_forest,7,1000,8192,100,True,None,4,sqrt,False,None,-2,0.0,0.0,0.1276,0.0937,397.0,1000.0,190.8913303426847,826,44.8998886412873,4.332837704376412,397
shallow_forest,7,1000,8192,100,True,None,5,sqrt,False,2,-2,0.097,0.119,0.1409,0.1349,20.0,1000.0,413.6772655102042,255,121.91800523302537,2.2317595502620273,20
shallow_forest,7,1000,8192,100,True,None,5,sqrt,False,5,-2,0.025,0.045,0.1006,0.0923,132.0,999.9999999999999,247.4652298808865,798,43.93176527297759,3.627276782873624,132
shallow_forest,7,1000,8192,100,True,None,5,sqrt,False,15,-2,0.0,0.0,0.1125,0.0961,537.0,1000.0000000000005,134.5531865100192,975,32.49615361854384,4.871451206972744,537
shallow_forest,7,1000,8192,100,True,None,5,sqrt,False,40,-2,0.0,0.0,0.1304,0.1083,579.0,999.9999999999999,153.88749136950668,949,34.438350715445125,4.8477066733820395,579
shallow_forest,7,1000,8192,100,True,None,5,sqrt,False,None,-2,0.0,0.0,0.1062,0.0916,497.0,1000.0000000000001,166.7707408390333,967,33.015148038438355,4.657677219959604,497
shallow_forest,7,1000,8192,100,True,None,7,sqrt,False,2,-2,0.089,0.128,0.1252,0.1439,28.0,999.9999999999999,362.2890941708044,630,52.09606511052442,2.5176092354874875,28
shallow_forest,7,1000,8192,100,True,None,7,sqrt,False,5,-2,0.021,0.044,0.0951,0.0895,181.0,1000.0,254.92551933488983,857,41.44876355212541,3.6903065099138583,181
shallow_forest,7,1000,8192,100,True,None,7,sqrt,False,15,-2,0.0,0.0,0.0909,0.0856,748.0,1000.0000000000002,153.90641206093198,990,32.0,4.919257838764606,748
shallow_forest,7,1000,8192,100,True,None,7,sqrt,False,40,-2,0.0,0.0,0.0896,0.0848,706.0,1000.0000000000002,147.6323342714901,993,31.843366656181317,4.945255241747546,706
shallow_forest,7,1000,8192,100,True,None,7,sqrt,False,None,-2,0.0,0.0,0.0908,0.0859,739.0,1000.0000000000001,142.78283781852141,994,31.843366656181317,5.028828748516617,739
shallow_forest,7,1000,8192,100,True,None,10,sqrt,False,2,-2,0.081,0.13,0.1194,0.1448,40.0,1000.0,397.2355724252298,705,48.948953002081666,2.474230300662738,40
shallow_forest,7,1000,8192,100,True,None,10,sqrt,False,5,-2,0.013,0.041,0.0797,0.0887,281.0,1000.0000000000001,206.60251692561735,993,31.874754901018456,4.202782930442958,281
shallow_forest,7,1000,8192,100,True,None,10,sqrt,False,15,-2,0.0,0.0,0.08,0.0749,983.0,1000.0000000000002,163.69001191276152,998,31.68595903550972,4.938209891506962,983
shallow_forest,7,1000,8192,100,True,None,10,sqrt,False,40,-2,0.0,0.0,0.0734,0.0742,986.0,1000.0000000000002,160.2574179250371,996,31.78049716414141,4.979809627287969,986
shallow_forest,7,1000,8192,100,True,None,10,sqrt,False,None,-2,0.0,0.0,0.0775,0.078,1000.0,1000.0000000000001,123.43978289028219,1000,31.622776601683793,5.304965189776317,1076
shallow_forest,7,1000,8192,100,True,None,13,sqrt,False,2,-2,0.063,0.149,0.1094,0.1631,52.0,1000.0000000000002,328.9158630568222,972,32.55764119219941,2.888069253708307,52
shallow_forest,7,1000,8192,100,True,None,13,sqrt,False,5,-2,0.014,0.04,0.0715,0.082,362.0,1000.0000000000002,199.62034972334018,998,31.68595903550972,4.3773439338100335,362
shallow_forest,7,1000,8192,100,True,None,13,sqrt,False,15,-2,0.0,0.0,0.0614,0.0736,1000.0,1000.0000000000001,133.74244434777745,1000,31.622776601683793,5.328723945849823,1368
shallow_forest,7,1000,8192,100,True,None,13,sqrt,False,40,-2,0.0,0.0,0.0652,0.0762,1000.0,999.9999999999999,125.59816642086788,1000,31.622776601683793,5.402455359374944,1390
shallow_forest,7,1000,8192,100,True,None,13,sqrt,False,None,-2,0.0,0.0,0.069,0.0807,1000.0,1000.0000000000001,124.7273001723521,1000,31.622776601683793,5.431663300028345,1454
shallow_forest,7,1000,8192,100,True,None,16,sqrt,False,2,-2,0.052,0.126,0.0847,0.139,64.0,1000.0000000000002,355.2849758468546,992,31.906112267087632,2.892098478305759,64
shallow_forest,7,1000,8192,100,True,None,16,sqrt,False,5,-2,0.005,0.038,0.0664,0.0831,460.0,999.9999999999999,199.43018436911694,1000,31.622776601683793,4.536733366104984,460
shallow_forest,7,1000,8192,100,True,None,16,sqrt,False,15,-2,0.0,0.0,0.0607,0.0687,1000.0,1000.0000000000003,152.29604701862755,1000,31.622776601683793,5.272400054190543,1599
shallow_forest,7,1000,8192,100,True,None,16,sqrt,False,40,-2,0.0,0.0,0.0591,0.0724,1000.0,1000.0000000000002,132.89883958297003,1000,31.622776601683793,5.4158033427090775,1725
shallow_forest,7,1000,8192,100,True,None,16,sqrt,False,None,-2,0.0,0.0,0.0577,0.075,1000.0,1000.0000000000002,112.57386464006642,1000,31.622776601683793,5.599736394407648,1769
shallow_forest,7,1000,8192,100,True,None,20,sqrt,False,2,-2,0.061,0.125,0.0858,0.1376,80.0,1000.0,366.64460994265255,988,32.0,2.8775649826883103,80
shallow_forest,7,1000,8192,100,True,None,20,sqrt,False,5,-2,0.013,0.039,0.0646,0.0817,551.0,1000.0000000000001,189.99664470721586,1000,31.622776601683793,4.6719337949434285,551
shallow_forest,7,1000,8192,100,True,None,20,sqrt,False,15,-2,0.0,0.0,0.0574,0.0727,1000.0,1000.0000000000002,131.65469987812818,1000,31.622776601683793,5.50226960906684,2131
shallow_forest,7,1000,8192,100,True,None,20,sqrt,False,40,-2,0.0,0.0,0.062,0.0682,1000.0,1000.0,154.12353811147733,1000,31.622776601683793,5.310546967714617,1979
shallow_forest,7,1000,8192,100,True,None,20,sqrt,False,None,-2,0.0,0.0,0.0591,0.0691,1000.0,1000.0,142.5698600686695,1000,31.622776601683793,5.409093105284612,2045
shallow_forest,8,1000,8192,100,True,None,1,sqrt,False,2,-2,0.137,0.106,0.1639,0.1258,4.0,1000.0,555.9316504751281,4,555.9316504751281,1.2419978658149922,4
shallow_forest,8,1000,8192,100,True,None,1,sqrt,False,5,-2,0.096,0.076,0.183,0.1472,29.0,1000.0,361.6572963455874,29,361.6572963455874,2.4555691599298877,29
shallow_forest,8,1000,8192,100,True,None,1,sqrt,False,15,-2,0.0,0.0,0.231,0.231,104.0,1000.0,265.89095509249654,104,265.89095509249654,3.4032675086825885,104
shallow_forest,8,1000,8192,100,True,None,1,sqrt,False,40,-2,0.0,0.0,0.219,0.219,107.0,1000.0,293.67328785573943,107,293.67328785573943,3.324659975993206,107
shallow_forest,8,1000,8192,100,True,None,1,sqrt,False,None,-2,0.0,0.0,0.1938,0.1938,88.0,1000.0,297.3718211263468,88,297.3718211263468,3.058207585420397,88
shallow_forest,8,1000,8192,100,True,None,2,sqrt,False,2,-2,0.145,0.135,0.1741,0.1501,8.0,999.9999999999998,435.23097316252654,16,302.24162519414824,1.8077679892342529,8
shallow_forest,8,1000,8192,100,True,None,2,sqrt,False,5,-2,0.079,0.079,0.2046,0.1434,61.0,999.9999999999998,213.25102578885753,239,112.6765281680262,3.4422432832449426,61
shallow_forest,8,1000,8192,100,True,None,2,sqrt,False,15,-2,0.0,0.0,0.2402,0.1586,251.0,999.9999999999999,161.31645917264612,530,77.14920608794364,4.354190979615064,251
shallow_forest,8,1000,8192,100,True,None,2,sqrt,False,40,-2,0.0,0.0,0.1991,0.1232,192.0,1000.0,258.23245342133123,298,193.7679023987203,3.6665441493396727,192
shallow_forest,8,1000,8192,100,True,None,2,sqrt,False,None,-2,0.0,0.0,0.2028,0.1351,214.0,1000.0000000000001,192.3057461439985,422,94.82615672903758,4.039742387127094,214
shallow_forest,8,1000,8192,100,True,None,3,sqrt,False,2,-2,0.139,0.096,0.1533,0.1099,12.0,999.9999999999999,444.51346686261616,42,256.40202807310243,1.888260785147656,12
shallow_forest,8,1000,8192,100,True,None,3,sqrt,False,5,-2,0.05,0.057,0.1511,0.1139,87.0,1000.0000000000001,217.52190183468375,500,76.79843748410511,3.6117170930389637,87
shallow_forest,8,1000,8192,100,True,None,3,sqrt,False,15,-2,0.0,0.0,0.1655,0.1284,354.0,1000.0000000000001,151.51897570931507,757,49.95998398718719,4.61397639330496,354
shallow_forest,8,1000,8192,100,True,None,3,sqrt,False,40,-2,0.0,0.0,0.1537,0.1206,345.0,1000.0000000000002,162.02468947663502,794,45.2990066116245,4.508258999572917,345
shallow_forest,8,1000,8192,100,True,None,3,sqrt,False,None,-2,0.0,0.0,0.1289,0.1068,290.0,1000.0,236.02353931570283,591,89.67719888578144,3.9664473974259327,290
shallow_forest,8,1000,8192,100,True,None,4,sqrt,False,2,-2,0.147,0.154,0.1785,0.1642,16.0,1000.0000000000002,391.163329058336,116,133.17657451669194,2.169466985067925,16
shallow_forest,8,1000,8192,100,True,None,4,sqrt,False,5,-2,0.04,0.048,0.1123,0.0987,113.0,1000.0000000000001,236.4957716323909,718,53.75872022286245,3.579550997619439,113
shallow_forest,8,1000,8192,100,True,None,4,sqrt,False,15,-2,0.0,0.0,0.1454,0.1066,453.0,1000.0000000000002,147.77981932591476,919,35.608987629529715,4.710797171119318,453
shallow_forest,8,1000,8192,100,True,None,4,sqrt,False,40,-2,0.0,0.0,0.1398,0.1023,449.0,1000.0000000000002,172.4405694724997,843,42.68489194082609,4.570629324057115,449
shallow_forest,8,1000,8192,100,True,None,4,sqrt,False,None,-2,0.0,0.0,0.1494,0.11,441.0,1000.0,153.0322678391717,903,37.656340767525464,4.661830126658201,441
shallow_forest,8,1000,8192,100,True,None,5,sqrt,False,2,-2,0.15,0.161,0.197,0.1752,20.0,1000.0000000000001,375.92158756847147,355,84.24962907930218,2.3628174505223,20
shallow_forest,8,1000,8192,100,True,None,5,sqrt,False,5,-2,0.013,0.05,0.106,0.1032,147.0,1000.0000000000001,189.78619549377137,942,34.899856733230294,3.9994870689114754,147
shallow_forest,8,1000,8192,100,True,None,5,sqrt,False,15,-2,0.0,0.0,0.1146,0.0962,516.0,1000.0000000000002,163.82722606453424,930,34.92849839314596,4.679454655122775,516
shallow_forest,8,1000,8192,100,True,None,5,sqrt,False,40,-2,0.0,0.0,0.1113,0.0956,563.0,1000.0000000000001,158.50905336920033,937,35.63705936241092,4.775916128558185,563
shallow_forest,8,1000,8192,100,True,None,5,sqrt,False,None,-2,0.0,0.0,0.1082,0.0901,497.0,1000.0,169.04460949702002,922,35.298725189445584,4.61141921458743,497
shallow_forest,8,1000,8192,100,True,None,7,sqrt,False,2,-2,0.058,0.107,0.0936,0.1208,28.0,1000.0,388.92274034721044,474,84.14273587185052,2.401487407355957,28
shallow_forest,8,1000,8192,100,True,None,7,sqrt,False,5,-2,0.01,0.041,0.0903,0.0925,204.0,1000.0,204.1476056630574,974,32.55764119219941,4.099144416501714,204
shallow_forest,8,1000,8192,100,True,None,7,sqrt,False,15,-2,0.0,0.0,0.0876,0.0814,675.0,1000.0,185.16479146965284,982,32.2490309931942,4.656212414489326,675
shallow_forest,8,1000,8192,100,True,None,7,sqrt,False,40,-2,0.0,0.0,0.0985,0.0909,742.0,999.9999999999999,139.35302402934227,995,31.78049716414141,5.047588307503261,742
shallow_forest,8,1000,8192,100,True,None,7,sqrt,False,None,-2,0.0,0.0,0.0942,0.0862,724.0,1000.0,172.0992831632547,986,32.12475680841802,4.799770490427886,724
shallow_forest,8,1000,8192,100,True,None,10,sqrt,False,2,-2,0.056,0.117,0.0983,0.1326,40.0,1000.0000000000002,368.00834229674746,799,43.01162633521314,2.645794559828226,40
shallow_forest,8,1000,8192,100,True,None,10,sqrt,False,5,-2,0.011,0.043,0.076,0.0893,290.0,1000.0000000000002,178.92830966619007,1000,31.622776601683793,4.463978844052171,290
shallow_forest,8,1000,8192,100,True,None,10,sqrt,False,15,-2,0.0,0.0,0.0813,0.0796,1000.0,1000.0,137.0834052684715,999,31.654383582688826,5.205484839341388,1064
shallow_forest,8,1000,8192,100,True,None,10,sqrt,False,40,-2,0.0,0.0,0.075,0.0793,1000.0,1000.0,148.38059172277215,999,31.654383582688826,5.129355000262618,1055
shallow_forest,8,1000,8192,100,True,None,10,sqrt,False,None,-2,0.0,0.0,0.0779,0.0784,1000.0,1000.0000000000002,137.3309870349733,1000,31.622776601683793,5.205252489516232,1092
shallow_forest,8,1000,8192,100,True,None,13,sqrt,False,2,-2,0.076,0.11,0.1093,0.1237,52.0,1000.0,371.9519756492081,939,33.85262175962151,2.6875904853223336,52
shallow_forest,8,1000,8192,100,True,None,13,sqrt,False,5,-2,0.013,0.042,0.0737,0.0887,367.0,1000.0000000000001,178.85149702522952,1000,31.622776601683793,4.552583674845143,367
shallow_forest,8,1000,8192,100,True,None,13,sqrt,False,15,-2,0.0,0.0,0.0607,0.0724,1000.0,1000.0000000000001,141.14129057552736,1000,31.622776601683793,5.255360813227727,1369
shallow_forest,8,1000,8192,100,True,None,13,sqrt,False,40,-2,0.0,0.0,0.0658,0.0741,1000.0,1000.0000000000002,131.84337130175723,1000,31.622776601683793,5.337260533178655,1384
shallow_forest,8,1000,8192,100,True,None,13,sqrt,False,None,-2,0.0,0.0,0.0667,0.0745,1000.0,999.9999999999999,146.18117153464942,1000,31.622776601683793,5.238791753229153,1353
shallow_forest,8,1000,8192,100,True,None,16,sqrt,False,2,-2,0.055,0.123,0.0873,0.1347,64.0,1000.0000000000001,357.6776874855349,945,33.58571124749333,2.835105484242142,64
shallow_forest,8,1000,8192,100,True,None,16,sqrt,False,5,-2,0.008,0.035,0.0687,0.0809,455.0,1000.0000000000002,211.84122149619517,1000,31.622776601683793,4.419530973248724,455
shallow_forest,8,1000,8192,100,True,None,16,sqrt,False,15,-2,0.0,0.0,0.0642,0.073,1000.0,1000.0,149.49412091283054,1000,31.622776601683793,5.285332585480693,1681
shallow_forest,8,1000,8192,100,True,None,16,sqrt,False,40,-2,0.0,0.0,0.0625,0.0718,1000.0,1000.0000000000001,149.8980382626804,1000,31.622776601683793,5.321801381436812,1654
shallow_forest,8,1000,8192,100,True,None,16,sqrt,False,None,-2,0.0,0.0,0.0636,0.0746,1000.0,1000.0,127.96563259328651,1000,31.622776601683793,5.465996992469412,1722
shallow_forest,8,1000,8192,100,True,None,20,sqrt,False,2,-2,0.05,0.141,0.0771,0.1525,80.0,1000.0000000000002,360.24606174113825,990,31.96873472629156,2.932063120124945,80
