model,rep,n_train_samples,n_test_samples,save_path,onehot,shuffle_label_frac,hidden_layer_dims,n_epochs,learning_rate,batch_size,verbose,early_stop_thresh,bias,init_prior_model,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,IRM_mean_dot_product,IRM_mean_sim_entropy,n_parameters,depth,width,weights_L2,mean_affine_mat_norm
relu_regressor,0,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.0,256,6000,0.01,32,0,None,True,True,0.0,8.056424340107559e-05,0.12619999999999998,1.3816098245681534,256.0,292.72656249999994,123.05231969600719,1000,31.622776601683793,1,0,3.427648061324205,5.516103516070016,292.7265625,9.366879621191394,0.46428524780273456,6.880865279167199,203530,1,256,19.864668,0.6366966462786176
relu_regressor,1,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.0,256,6000,0.01,32,0,None,True,True,0.0,7.906946244759366e-05,0.11809999999999998,1.0357158598660634,256.0,286.55859375,119.36022519057151,1000,31.622776601683793,1,0,3.4575838576842335,5.444478028241091,286.55859375,9.146601778621374,0.45230622863769504,6.883272270115863,203530,1,256,19.86626,0.6258184971179898
relu_regressor,2,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.0,256,6000,0.01,32,0,None,True,True,0.0,8.11113673513719e-05,0.12639999999999996,1.3094415823435859,256.0,295.8203125,128.8858241392842,1000,31.622776601683793,1,0,3.356477507678839,5.6643608642105425,295.8203125,9.437084466741933,0.48957800292968734,6.885079123669814,203530,1,256,19.864408,0.646657426448755
relu_regressor,0,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.1,256,6000,0.01,32,0,None,True,True,0.0,0.00015829203930593146,0.2602,1.5245998946860841,256.0,281.1953125,121.21297293751032,1000,31.622776601683793,1,0,3.3967484501810548,5.495924308066843,281.1953125,8.975498332265458,0.4608945312500003,6.886050485575089,203530,1,256,20.13447,0.8541256101571035
relu_regressor,1,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.1,256,6000,0.01,32,0,None,True,True,0.0,0.00018514026426951738,0.25449999999999995,1.3606094985754826,256.0,292.59374999999994,125.10393652512307,1000,31.622776601683793,1,0,3.3979660568132286,5.563724831441612,292.59375,9.379590347551998,0.4723363342285154,6.881816902092479,203530,1,256,20.10834,0.8221345350177497
relu_regressor,2,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.1,256,6000,0.01,32,0,None,True,True,0.0,0.0001683922145366682,0.2589,1.7940815427083403,256.0,302.109375,129.36490480408781,1000,31.622776601683793,1,0,3.4091294026270997,5.681709777874967,302.109375,9.626334754244798,0.4925815734863287,6.88657014568121,203530,1,256,20.106724,0.8510392506084157
relu_regressor,0,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.2,256,6000,0.01,32,0,None,True,True,0.0,0.00016975974862243402,0.40469999999999995,2.028029124834222,256.0,329.04687500000006,151.97107451424327,1000,31.622776601683793,1,0,3.2670466305651535,6.1651413609097405,329.046875,10.496612002231512,0.5799708251953121,6.8900671472823625,203530,1,256,20.347624,1.065014672415154
relu_regressor,1,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.2,256,6000,0.01,32,0,None,True,True,0.0,0.00018816546361585435,0.4062,2.1777971973714783,256.0,306.484375,132.2020222796316,1000,31.622776601683793,1,0,3.4018840377280726,5.7403729843974425,306.484375,9.773232973979075,0.5028058166503906,6.886025126906242,203530,1,256,20.365908,1.0105896568804917
relu_regressor,2,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.2,256,6000,0.01,32,0,None,True,True,0.0,0.00021241309465976798,0.4022,2.520931038911813,256.0,268.51562500000006,105.25685398138498,1000,31.622776601683793,1,0,3.592942902908993,5.091376041896729,268.515625,8.602543441454356,0.39554000854492194,6.878197541751544,203530,1,256,20.38205,0.9460822248458859
relu_regressor,0,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.30000000000000004,256,6000,0.01,32,0,None,True,True,0.0,0.0002497560800586461,0.5119,1.9855357658178812,256.0,341.69140625,155.98189923838808,1000,31.622776601683793,1,0,3.305405395402544,6.256201163645556,341.69140625,10.87528552853434,0.597229812622069,6.891668230405917,203530,1,256,20.390812,1.1175432429073122
