model,rep,n_train_samples,n_test_samples,save_path,onehot,shuffle_label_frac,n_estimators,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L0,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,IRM_entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,IRM_mean_dot_product,IRM_mean_sim_entropy,n_total_leaves,IRM_scaled_L0,IRM_scaled_L1,IRM_scaled_L2,mean_affine_mat_norm
forest,1,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.7000000000000001,5,False,None,-2,0.0,0.0,0.865,0.14647519999999944,1000.0,1000.0000000000005,74.9655921073128,422,74.36396977031282,0,0,5.654206988973618,0.1682022592000476,2.4224806201550386,0.07660556347307122,1.131679999999993,1.2761384047866695,2064,1000.0,412.79999999999995,20.24291371210072,0.14126680950139242
forest,2,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.7000000000000001,5,False,None,-2,0.0,0.0,0.8577,0.1442239999999994,1000.0,1000.0000000000006,70.01656946751963,427,68.87670143089025,0,0,5.689050013390366,0.15791770008456937,2.4654832347140037,0.07796542554655767,0.9975199999999979,1.2765916812561455,2028,1000.0,405.59999999999997,19.953789380906983,0.14126680950139242
forest,0,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.8,5,False,None,-2,0.0,0.0,0.8774,0.14410639999999922,999.0,1000.0000000000005,66.08176753084017,464,65.02307282803544,0,0,5.77349871687128,0.14973977427524057,2.3696682464454977,0.07493548957744976,0.8968799999999975,1.2370186627823838,2110,1000.0,422.0,20.239867943937682,0.14126680950139242
forest,1,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.8,5,False,None,-2,0.0,0.0,0.8852,0.14800639999999943,1000.0,1000.0000000000003,68.23664704541102,450,67.76429738438966,0,0,5.761667642286989,0.15319921670818032,2.291475710357469,0.07246282447681897,0.9387999999999959,1.1813397223059405,2182,1000.0,436.4,20.79125530791519,0.14126680950139242
forest,2,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.8,5,False,None,-2,0.0,0.0,0.8777,0.14824719999999939,1000.0,1000.0000000000002,64.40496875241847,465,62.976185975335156,0,0,5.784438490872578,0.14562966730718022,2.392344497607655,0.07565257560211434,0.8483199999999982,1.2206215373848648,2090,1000.0,418.0,20.138280522518006,0.14126680950139242
forest,0,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.9,5,False,None,-2,0.0,0.0,0.8928,0.14962239999999938,1000.0,1000.0000000000005,63.67040128662612,450,63.29296959378664,0,0,5.795078612041628,0.14291256067959876,2.2665457842248404,0.07167447099203035,0.8169599999999979,1.1389252342575618,2206,1000.0,441.19999999999993,20.93532474604161,0.14126680950139242
forest,1,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.9,5,False,None,-2,0.0,0.0,0.8951,0.15301199999999954,1000.0,1000.0000000000002,61.91994832039187,455,61.09009739720506,0,0,5.816157275907832,0.13971399357258385,2.3288309268747085,0.07364410014365112,0.7807999999999994,1.1534974693960012,2147,1000.0,429.3999999999999,20.5392528021088,0.14126680950139242
forest,2,1000,10000,/mnt/ssd3/ronan/pytorch,True,0.9,5,False,None,-2,0.0,0.0,0.8944,0.14713599999999932,1000.0,1000.0000000000003,63.175311633580414,475,61.465437442517235,0,0,5.825975703060659,0.14425671561490647,2.335357309668378,0.07385048248875242,0.8323999999999998,1.2044621619564753,2141,1000.0,428.19999999999993,20.331095095389664,0.14126680950139242
forest,0,1000,10000,/mnt/ssd3/ronan/pytorch,True,1.0,5,False,None,-2,0.0,0.0,0.9019,0.1511119999999994,1000.0,1000.0000000000005,65.14107766993114,439,64.86909896090742,0,0,5.7723503158553084,0.1460273946901745,2.3266635644485802,0.07357556212583478,0.8529599999999986,1.1571259215573944,2149,1000.0,429.79999999999995,20.664740134036432,0.14126680950139242
forest,1,1000,10000,/mnt/ssd3/ronan/pytorch,True,1.0,5,False,None,-2,0.0,0.0,0.898,0.15234959999999953,1000.0,1000.0000000000005,65.0353749893087,438,64.89992295835181,0,0,5.775749234240921,0.14560219778561037,2.320185614849188,0.07337071137281621,0.8479999999999976,1.1450230895699003,2155,1000.0,430.99999999999994,20.71495702251019,0.14126680950139242
forest,2,1000,10000,/mnt/ssd3/ronan/pytorch,True,1.0,5,False,None,-2,0.0,0.0,0.8996,0.1501031999999994,1000.0,1000.0000000000002,65.1232677312802,456,64.18722614352485,0,0,5.780031052177699,0.14656739064334875,2.3105360443622924,0.07306556516100692,0.8592799999999977,1.1783615745823361,2164,1000.0,432.79999999999995,20.664921201252334,0.14126680950139242
