model,rep,n_train_samples,n_test_samples,save_path,n_estimators,bootstrap,max_depth,n_jobs,train_01_error,train_mse,test_01_error,test_mse,IRM_L1,IRM_L2,n_regions,ACTS_L2,IRM_h*,ACTS_h*,entropy,IRM_rows_mean_L2,IRM_cols_mean_L1,IRM_cols_mean_L2,n_total_leaves
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,31,-2,0.0,0.0,0.2339,0.33078455223906694,10000.0,1142.885821068754,1624,1142.885821068754,1624,1624,34285.9811846194,0.1142885821068754,6.1576354679802945,0.061576354679802964,1624
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,32,-2,0.0,0.0,0.23260000000000003,0.3289460746079819,10000.0,1087.955881458435,1622,1087.955881458435,1622,1622,34283.17399846818,0.10879558814584349,6.165228113440195,0.061652281134401965,1622
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,33,-2,0.0,0.0,0.23929999999999996,0.3384213054758817,10000.0,1061.5168392446726,1627,1061.5168392446726,1627,1627,33828.711015727866,0.10615168392446725,6.146281499692686,0.061462814996926865,1627
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,34,-2,0.0,0.0,0.23970000000000002,0.3389869909008309,10000.0,1060.7346510791472,1639,1060.7346510791472,1639,1639,33299.24585544474,0.10607346510791472,6.101281269066504,0.061012812690665046,1639
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,35,-2,0.0,0.0,0.24919999999999998,0.35242201974337534,10000.0,1003.7260582449775,1679,1003.7260582449775,1679,1679,32761.90686595475,0.10037260582449775,5.955926146515784,0.059559261465157845,1679
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,36,-2,0.0,0.0,0.23519999999999996,0.33262302987015196,10000.0,1136.4594141455295,1636,1136.4594141455295,1636,1636,34001.125241518435,0.11364594141455293,6.112469437652812,0.06112469437652812,1636
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,37,-2,0.0,0.0,0.23760000000000003,0.3360171424198474,10000.0,1146.6342049668674,1582,1146.6342049668674,1582,1582,34900.04635527457,0.11466342049668674,6.321112515802784,0.06321112515802782,1582
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,38,-2,0.0,0.0,0.24529999999999996,0.34690658685012027,10000.0,1153.494690061467,1622,1153.494690061467,1622,1622,34410.30760214323,0.1153494690061467,6.165228113440195,0.061652281134401965,1622
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,39,-2,0.0,0.0,0.235,0.33234018715767744,10000.0,1061.2907236002773,1637,1061.2907236002773,1637,1637,33643.400292972685,0.10612907236002772,6.10873549175321,0.06108735491753208,1637
forest,0,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,None,-2,0.0,0.0,0.23319999999999996,0.3297946027454058,10000.0,1124.5434629217316,1520,1124.5434629217316,1520,1520,34993.51264656698,0.11245434629217316,6.578947368421055,0.06578947368421052,1520
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,1,-2,0.8167,0.9283408217406802,0.8228,0.9278687370749829,10000.0,7097.655387520586,2,7097.655387520586,2,2,85209.65056127726,0.7097655387520586,5000.0,50.0,2
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,2,-2,0.7111000000000001,0.8826594981301139,0.7139,0.881216641556548,10000.0,5828.332008387992,4,5828.332008387992,4,4,80325.6812409834,0.5828332008387992,2500.0,25.0,4
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,3,-2,0.5308999999999999,0.7962971007081528,0.5589,0.8095452424234031,10000.0,3779.5385961781103,8,3779.5385961781103,8,8,71967.37782171158,0.377953859617811,1250.0,12.5,8
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,4,-2,0.48560000000000003,0.7243858719708002,0.503,0.7344831924886871,10000.0,3116.6241351821686,16,3116.6241351821686,16,16,66849.25189016515,0.3116624135182169,625.0,6.25,16
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,5,-2,0.42979999999999996,0.6553449824318323,0.4597,0.6831637321506666,10000.0,2680.5999328508533,32,2680.5999328508533,32,32,63033.175566345715,0.26805999328508534,312.5,3.125,32
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,6,-2,0.39670000000000005,0.6106151140863869,0.40800000000000003,0.6301740292402599,10000.0,2365.5713897492083,64,2365.5713897492083,64,64,58636.82017599358,0.2365571389749208,156.25,1.5625,64
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,7,-2,0.27090000000000003,0.4583530717251836,0.3197,0.5072318731356845,10000.0,1720.0947648312867,127,1720.0947648312867,127,127,50942.919172791626,0.17200947648312873,78.74015748031496,0.7874015748031495,127
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,8,-2,0.24609999999999999,0.416716903287425,0.3064,0.4821594872921776,10000.0,1583.7796563916334,217,1583.7796563916334,217,217,48559.794026157455,0.15837796563916334,46.08294930875575,0.46082949308755766,217
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,9,-2,0.17290000000000005,0.30527895202208005,0.27180000000000004,0.41885723853430173,10000.0,1372.3381507485683,429,1372.3381507485683,429,429,43351.21197663239,0.13723381507485682,23.31002331002331,0.23310023310023315,429
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,10,-2,0.11860000000000004,0.21291661532311937,0.23909999999999998,0.3671776107453923,10000.0,1320.6710415542548,638,1320.6710415542548,638,638,41590.00650648723,0.13206710415542547,15.673981191222573,0.1567398119122257,638
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,11,-2,0.07509999999999994,0.13819279363761885,0.2339,0.35327786182702803,10000.0,1456.844535288512,888,1456.844535288512,888,888,40520.750831828715,0.14568445352885118,11.26126126126126,0.11261261261261261,888
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,12,-2,0.04749999999999999,0.08847199253741786,0.24329999999999996,0.35908954580085883,10000.0,1370.4984494701189,1193,1370.4984494701189,1193,1193,38273.808209564726,0.1370498449470119,8.382229673093045,0.08382229673093042,1193
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,13,-2,0.04820000000000002,0.08551656295915336,0.24150000000000005,0.35452463231175896,10000.0,1217.9055792630231,1262,1217.9055792630231,1262,1262,36049.94038717927,0.12179055792630233,7.9239302694136295,0.07923930269413629,1262
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,14,-2,0.014900000000000024,0.029362257193069695,0.23570000000000002,0.3377974153089706,10000.0,1134.118159628881,1411,1134.118159628881,1411,1411,35279.93325029891,0.11341181596288809,7.0871722182849055,0.07087172218284907,1411
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,15,-2,0.010700000000000043,0.022148620411302927,0.23070000000000002,0.3322664733479099,10000.0,1250.4959016326284,1432,1250.4959016326284,1432,1432,36947.39087615117,0.12504959016326284,6.983240223463685,0.06983240223463688,1432
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,16,-2,0.006800000000000028,0.013423292770392902,0.2318,0.33219727238805835,10000.0,1066.1894765940995,1556,1066.1894765940995,1556,1556,34025.205281115486,0.10661894765940995,6.4267352185089965,0.06426735218508997,1556
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,17,-2,0.010199999999999987,0.020431542206869116,0.2368,0.3390785942742761,10000.0,1242.8797206487843,1526,1242.8797206487843,1526,1526,35000.18580321431,0.1242879720648784,6.553079947575359,0.06553079947575362,1526
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,18,-2,0.0020999999999999908,0.00447366784289804,0.238,0.3370214939349983,10000.0,1145.247571488366,1515,1145.247571488366,1515,1515,35164.05586373338,0.1145247571488366,6.600660066006601,0.06600660066006601,1515
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,19,-2,0.0010999999999999899,0.0027281528255822963,0.24339999999999995,0.3456788771928861,10000.0,1153.6585283349661,1546,1153.6585283349661,1546,1546,35401.7947378309,0.11536585283349661,6.46830530401035,0.06468305304010348,1546
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,20,-2,0.0009000000000000119,0.001757261886854318,0.24039999999999995,0.3404269323348042,10000.0,961.5643504207089,1605,961.5643504207089,1605,1605,33222.64624258059,0.0961564350420709,6.230529595015577,0.06230529595015576,1605
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,21,-2,9.999999999998899e-05,0.00026516504294495536,0.23950000000000005,0.33881021420553425,10000.0,1148.9934725663154,1624,1148.9934725663154,1624,1624,34311.957770152956,0.11489934725663153,6.1576354679802945,0.061576354679802964,1624
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,22,-2,9.999999999998899e-05,0.00027926242497494007,0.2471,0.3495112460061365,10000.0,1014.5974571227744,1641,1014.5974571227744,1641,1641,33268.13194122379,0.10145974571227744,6.093845216331506,0.060938452163315046,1641
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,23,-2,0.0004999999999999449,0.0012666015640352712,0.244,0.345605760688613,10000.0,1191.8850615726333,1655,1191.8850615726333,1655,1655,34117.09951833153,0.11918850615726334,6.0422960725075505,0.060422960725075525,1655
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,24,-2,0.0007000000000000339,0.0015232880655358173,0.23829999999999996,0.33742735932775997,10000.0,1215.2538829396926,1580,1215.2538829396926,1580,1580,35176.62040801987,0.12152538829396926,6.329113924050633,0.06329113924050632,1580
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,25,-2,0.0,0.0,0.2531,0.35793745263663035,10000.0,1069.396091258987,1645,1069.396091258987,1645,1645,33702.99570762437,0.10693960912589871,6.079027355623101,0.060790273556231005,1645
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,26,-2,9.999999999998899e-05,0.0002545584412271571,0.22999999999999998,0.32529740361705933,10000.0,1081.7800146055574,1612,1081.7800146055574,1612,1612,34456.09819736867,0.10817800146055574,6.20347394540943,0.0620347394540943,1612
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,27,-2,0.0,0.0,0.24170000000000003,0.3418154180255771,10000.0,1310.3411769459128,1604,1310.3411769459128,1604,1604,35826.26461302964,0.13103411769459128,6.234413965087282,0.06234413965087283,1604
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,28,-2,0.0,0.0,0.23839999999999995,0.3371485132697459,10000.0,1072.115665401826,1604,1072.115665401826,1604,1604,34310.96028461637,0.10721156654018259,6.234413965087282,0.06234413965087283,1604
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,29,-2,0.0,0.0,0.23870000000000002,0.33757277733845786,10000.0,1085.016128912377,1574,1085.016128912377,1574,1574,34333.30188019988,0.1085016128912377,6.353240152477765,0.06353240152477763,1574
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,30,-2,0.0,0.0,0.23750000000000004,0.33587572106361013,10000.0,1051.7290525605918,1634,1051.7290525605918,1634,1634,33722.78344200771,0.10517290525605917,6.119951040391674,0.06119951040391676,1634
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,31,-2,0.0,0.0,0.23460000000000003,0.33177450173272816,10000.0,1114.7268723772654,1608,1114.7268723772654,1608,1608,34043.178324041524,0.11147268723772655,6.218905472636815,0.06218905472636817,1608
forest,1,10000,10000,/mnt/ssd3/ronan/pytorch,1,False,32,-2,0.0,0.0,0.244,0.3450681092190352,10000.0,1147.7856942826913,1620,1147.7856942826913,1620,1620,34268.33867098684,0.11477856942826914,6.17283950617284,0.0617283950617284,1620
