model,rep,n_train_samples,hidden_layer_dims,n_epochs,learning_rate,batch_size,verbose,train_01_error,test_01_error,irm_l2_pen,activated_regions_pen,regions_l2_pen,irm_l2_all,activated_regions_all,regions_l2_all,n_parameters,depth,width
network,2,250,50;50,2000,0.01,128,0,0.092741935483871,0.35660000000000003,30.629787789013484,137,27.276363393971717,71.51353438335994,210,18.275666882497067,2802,2,50
network,2,250,50;50;50,2000,0.01,128,0,0.04435483870967738,0.3742,30.040937254205456,175,22.360679774997898,65.66313763782877,235,16.61324772583615,5352,3,50
network,2,250,50;50;50;50,2000,0.01,128,0,0.008064516129032251,0.36460000000000004,14.433946965400692,180,23.15167380558045,45.4089847937608,237,16.55294535724685,7902,4,50
network,2,250,100,2000,0.01,128,0,0.20564516129032262,0.31999999999999995,80.8792977219759,170,23.065125189341593,80.8792977219759,170,23.065125189341593,502,1,100
network,2,250,100;100,2000,0.01,128,0,0.024193548387096753,0.3651,20.078865132272785,165,25.099800796022265,52.48758996181857,219,17.832554500127006,10602,2,100
network,2,250,100;100;100,2000,0.01,128,0,0.016129032258064502,0.3641,9.828133653502636,183,20.92844953645635,39.03263862177109,240,16.24807680927192,20702,3,100
network,2,250,1000,2000,0.01,128,0,0.16129032258064513,0.33020000000000005,37.714461404082115,241,16.186414056238647,37.714461404082115,241,16.186414056238647,5002,1,1000
network,2,250,1000;1000,2000,0.01,128,0,0.028225806451612878,0.3568,2.0298544898588182,206,18.920887928424502,27.74516844875878,248,15.748015748023622,1006002,2,1000
network,3,250,5,2000,0.01,128,0,0.22580645161290325,0.2831,90.50546944798417,11,83.22259308625273,90.50546944798417,11,83.22259308625273,27,1,5
network,3,250,5;5,2000,0.01,128,0,0.21370967741935487,0.2842,31.94072635366952,5,142.40084269413575,61.34207365259182,24,83.55836283700154,57,2,5
network,3,250,5;5;5,2000,0.01,128,0,0.18548387096774188,0.29069999999999996,29.104562452570132,9,109.14210919713803,81.64614708198627,41,66.01514977639603,87,3,5
network,3,250,5;5;5;5,2000,0.01,128,0,0.157258064516129,0.3073,31.163159339194088,5,176.8219443394965,111.3164632927223,66,46.73328578219169,117,4,5
network,3,250,5;5;5;5;5,2000,0.01,128,0,0.18951612903225812,0.28600000000000003,7.479999999999999,2,196.69773765857101,80.80568296846451,29,73.33484846919642,147,5,5
network,3,250,10,2000,0.01,128,0,0.20564516129032262,0.2821,47.190782998377976,32,70.42726744663604,47.190782998377976,32,70.42726744663604,52,1,10
network,3,250,10;10,2000,0.01,128,0,0.17741935483870963,0.2975,61.55213237573498,30,99.07572861200669,94.94386499400585,62,47.7283982551269,162,2,10
network,3,250,10;10;10,2000,0.01,128,0,0.125,0.31820000000000004,20.35558891312162,30,84.21401308570918,70.92411437585946,122,31.591137997862628,272,3,10
network,3,250,10;10;10;10;10,2000,0.01,128,0,0.14516129032258063,0.32099999999999995,6.41017940466568,18,88.5211839053229,79.41391313869373,164,25.53429066960741,492,5,10
network,3,250,50;50,2000,0.01,128,0,0.056451612903225756,0.33919999999999995,37.47217100729554,148,25.69046515733026,71.61839428526716,204,19.183326093250876,2802,2,50
network,3,250,50;50;50,2000,0.01,128,0,0.028225806451612878,0.3467,16.732999996679883,151,28.495613697550013,54.06919969405459,229,17.029386365926403,5352,3,50
network,3,250,50;50;50;50,2000,0.01,128,0,0.016129032258064502,0.33799999999999997,16.30587624140448,177,22.22611077089287,41.79012861908898,236,16.492422502470642,7902,4,50
network,3,250,100,2000,0.01,128,0,0.16935483870967738,0.30510000000000004,87.6977502562067,139,26.19160170741759,87.6977502562067,139,26.19160170741759,502,1,100
network,3,250,100;100,2000,0.01,128,0,0.040322580645161255,0.34740000000000004,13.455620572831261,189,20.09975124224178,47.18875289727418,230,17.146428199482248,10602,2,100
network,3,250,100;100;100,2000,0.01,128,0,0.028225806451612878,0.3378,8.348135520382186,205,19.28730152198591,33.360649640623656,238,16.431676725154983,20702,3,100
network,3,250,1000,2000,0.01,128,0,0.1411290322580645,0.3052,40.3230514842317,238,16.431676725154983,40.3230514842317,238,16.431676725154983,5002,1,1000
network,3,250,1000;1000,2000,0.01,128,0,0.032258064516129004,0.33640000000000003,0.8630289682276024,202,19.390719429665317,22.469766593135734,242,16.1245154965971,1006002,2,1000
network,4,250,5,2000,0.01,128,0,0.2540322580645161,0.2841,77.69993564990901,11,97.61147473529944,77.69993564990901,11,97.61147473529944,27,1,5
network,4,250,5;5,2000,0.01,128,0,0.24596774193548387,0.2742,33.16097103523959,8,114.4115378797086,72.1737486902267,29,68.0881781221968,57,2,5
network,4,250,5;5;5,2000,0.01,128,0,0.22983870967741937,0.28890000000000005,30.446528720218808,4,176.86718180600943,110.3904585248804,36,64.24951361683605,87,3,5
network,4,250,5;5;5;5,2000,0.01,128,0,0.20967741935483875,0.2983,33.86174094756502,7,155.13220168617477,90.18765159377418,53,53.79591062525106,117,4,5
network,4,250,5;5;5;5;5,2000,0.01,128,0,0.2016129032258065,0.30700000000000005,11.909525599283965,5,165.12419568312814,84.8130744637877,58,50.0999001995014,147,5,5
network,4,250,10,2000,0.01,128,0,0.25806451612903225,0.2741,76.62493066881042,25,65.7875368135941,76.62493066881042,25,65.7875368135941,52,1,10
network,4,250,10;10,2000,0.01,128,0,0.18951612903225812,0.31399999999999995,43.44277845626358,18,95.7496736286866,79.24283879316796,57,50.49752469181039,162,2,10
network,4,250,10;10;10,2000,0.01,128,0,0.1411290322580645,0.33399999999999996,37.342379856315155,21,85.05292469985967,94.51985682031751,95,33.823069050575526,272,3,10
network,4,250,10;10;10;10;10,2000,0.01,128,0,0.05241935483870963,0.3286,16.060112079310034,44,74.64583042608609,86.27280915792647,181,23.706539182259394,492,5,10
network,4,250,50;50,2000,0.01,128,0,0.08870967741935487,0.33130000000000004,34.579598031209066,111,34.49637662132068,78.41161329803138,180,21.633307652783937,2802,2,50
network,4,250,50;50;50,2000,0.01,128,0,0.024193548387096753,0.3477,20.119396942585873,161,25.88435821108957,58.5037753767511,233,16.792855623746664,5352,3,50
network,4,250,50;50;50;50,2000,0.01,128,0,0.016129032258064502,0.3488,13.33552867343473,175,24.779023386727733,56.812773431685265,241,16.24807680927192,7902,4,50
network,4,250,100,2000,0.01,128,0,0.22983870967741937,0.3055,90.48779586220441,108,35.608987629529715,90.48779586220441,108,35.608987629529715,502,1,100
network,4,250,100;100,2000,0.01,128,0,0.032258064516129004,0.3478,22.881143983638612,167,23.194827009486403,67.97463920463275,229,17.029386365926403,10602,2,100
network,4,250,100;100;100,2000,0.01,128,0,0.024193548387096753,0.34950000000000003,10.436357389221374,189,21.213203435596427,44.61422431367726,237,16.55294535724685,20702,3,100
network,4,250,1000,2000,0.01,128,0,0.16532258064516125,0.32010000000000005,38.02457372542131,234,16.673332000533065,38.02457372542131,234,16.673332000533065,5002,1,1000
network,4,250,1000;1000,2000,0.01,128,0,0.016129032258064502,0.34619999999999995,0.9533943307991712,192,21.02379604162864,33.35142480839463,241,16.30950643030009,1006002,2,1000
